[0] 0:02	[Music]
[437] 47:28	in the eastern delta and would this disqualify the late 18th dynasty
[438] 47:33	pharaohs um no um here's um we have to understand that at
[439] 47:40	the time when moses's mom adopted him um uh she
[440] 47:48	was part of the ransom clan and they were governors in
[441] 47:55	the land of ocean so they were governors of that territory okay so at the time when moses would
[442] 48:04	have been adopted um they were governors they were important
[443] 48:10	say hereditary land holders of the region so they would have uh she would have
[444] 48:16	lived in in a virus as would of moses and she doesn't become actually daughter
[445] 48:23	of the king until ramses the first ascends the throne and it's at that point that she becomes
[446] 48:29	a daughter of the king by virtue of her relation
[447] 48:35	to um um um to the king okay
[448] 48:43	now the late 18th dynasty pharaohs uh are basically most of them are living in
[449] 48:50	thieves anyway okay uh even even have even though horum himself is actually from the
[450] 48:58	uh goshen area that's where he has his roots is in the goshen area
[451] 49:03	but even he is ruling from thieves so they're all rule all those late 18th
[452] 49:08	dynasty pharaohs are ruling from thieves except for say the amarna period
[453] 49:13	um where there were um ruling from um illamarna uh akitatin it was called an
[454] 49:20	ancient egyptian however um
[455] 49:26	because those late 18th dynasty pharaohs
[456] 49:31	say ruled from thebes i don't think you can use that alone to say disqualify
[457] 49:37	them as pharaohs of the exodus but there's a lot of other other data that can be used to
[458] 49:44	disqualify them as say the pharaohs of the exodus so i hope that answers your question
[459] 49:51	thank you very much for the question and i see
[460] 49:58	see what we have down here i see a super chat so
[461] 50:04	proto jack five dollars thank you if you could have the guitar of your dreams
[462] 50:09	what would it be um oh oh that's a tough one
[463] 50:17	uh because my my taste in guitars change frequently um yeah you know a les paul would be
[464] 50:25	nice but i've been looking at telecasters recently too i've also been thinking about
[465] 50:31	bases so um a squire five string bass would be really really appealing at the
[466] 50:37	moment to be honest uh to get that extra bassy sound so uh yes um uh probably probably the next
[467] 50:45	one on my list would probably be this the squire bass but um
[468] 50:51	i don't have that kind of money at the moment so uh i know squire bases are not expensive
[469] 50:58	but they're still out of my league at the moment so but um i don't i don't actually have
[470] 51:05	all that expensive tastes and guitars um i i tend to go for more of the
[471] 51:12	more of the budget guitars i'm i'm i don't actually hear a lot of
[472] 51:17	difference between i say a 5 000 guitar and a 500 guitar i'm not that good of a player so for me
[473] 51:25	that's uh that that sort of price increase would be lost on me
[474] 51:33	but um but definitely um i do have sights on some guitars but um
[475] 51:40	it's not one of those things where i have uh huge um expensive tastes in guitars i mean i
[476] 51:46	do have expensive tastes in some things i will admit i have very very expensive
[477] 51:51	tastes in um in artwork i have expensive tastes in um in
[478] 51:59	antiquities but i i don't have expensive tastes in guitars
[479] 52:04	uh and my wife is probably going thank you
[480] 52:11	so um a great question thank you very much for the super chat very much appreciated okay
[481] 52:23	uh muhammad karam 5 super chat thank you very much i noticed the last stream you
[482] 52:28	mentioned that you have found a new synchronism about terra is it connected to zimri lim yes it is
[483] 52:35	um and we actually have texts so we are going i am going to be doing a
[484] 52:40	whole episode on this question so um you're gonna have to wait till then
[485] 52:46	but we're going to actually go through some of the actual uh mari texts and and look at this
[486] 52:51	connection it's very interesting uh i didn't find it myself it was found by someone else i think it's last name's
[487] 52:57	ames i'm correct um but um it's a very provocative and
[488] 53:04	interesting connection it's also very interesting too because it gives us an indication
[489] 53:10	of say that um abraham and tara's er
[490] 53:16	wasn't in the isn't the era sumer not uh down in in sumer but in maybe northern
[491] 53:22	mesopotamia so there's some very very strong indications here that there was a second er so
[492] 53:30	uh it's very very um very interesting and i've actually looked at the source text myself
[493] 53:37	so i actually uh went into my collected volumes of the source text
[494] 53:42	and actually took a look at it to verify this so um because you know what when
[495] 53:48	something like this comes along you've got to verify you absolutely have to verify the source
[496] 53:54	text you have to go back to the sources and you have to see does this thing hold water with sources
[497] 53:59	because there's people that make all sorts of crazy claims that um that if you don't verify it
[498] 54:06	it gets you into some really real trouble so i i've already verified the sources
[499] 54:12	so i'm at this point i'm just going through my my production schedule here uh and then
[500] 54:17	we will do that uh video on that so it's going to be that's going to be a very interesting episode so stay tuned for it and thank
[501] 54:24	you very much for the super chat okay
[502] 54:32	[Laughter] michael beason 5 super chat thank you
[503] 54:38	very much uh who is the best captain of the enterprise and why is it robert april
[504] 54:55	uh i'm sorry i'm i'm i'm not actually a fan of the enterprise captains i i actually was
[505] 55:02	much more i think benjamin cisco was a much better starfleet captain than any of them i mean he's the only
[506] 55:09	one that was actually like acted like a starfleet captain the the rest were just sort of um uh
[507] 55:21	so um i was much more into deep space nine than i was into uh most of the enterprises
[508] 55:28	so i certainly was not a voyager fan oh
[509] 55:36	sorry uh janeway wrong way was just not not what i would consider holding up the
[510] 55:43	highest professional standards of the service uh i i i used to watch voyagers though
[511] 55:50	to um to find out what would be the the next wrong ethical decision she
[512] 55:55	would make if there was an ethical decision almost invariably janeway chose the
[513] 56:00	wrong ethical choice almost every time so i did watch it for that effect but as
[514] 56:07	far as as far as star trek i was much more into say deep space nine
[515] 56:13	but thank you very much for the question uh very much of a geek and a fan question
[516] 56:19	very much appreciate that okay uh let's see back to non-super
[517] 56:24	chats um
[518] 56:32	here
[519] 56:42	let's see here uh buffering
[520] 56:48	i'm not seeing any buffering on my uh my um activity but that's okay
[521] 56:56	um
[522] 57:03	i'm gonna take this question although i don't really i don't think i have an answer for it i'm sorry if i'm repeating the same
[523] 57:09	question from last stream um what's your opinion on farms mormon apologetic group owned by
[524] 57:15	byu brigham young university uh latter-day saints on college they
[525] 57:21	argue that um b.o.m
[526] 57:27	is the book of mormon is some any document ah no um that much that much i can
[527] 57:33	pretty much answer right now uh the book of mormon is not an ancient eastern document it has nothing to do with ancient aries
[528] 57:39	uh it's more or less been shown that it was a a rip-off of a novella done by solomon
[529] 57:45	spalding in the uh 19th century so i i think that's really more or less beyond
[530] 57:51	question at this point um and even if it was uh
[531] 57:56	even if even if the claims weren't for which i really doubt it's still not an ancient eastern
[532] 58:01	document because it's it even according to their own claims it's
[533] 58:07	it would be a um a new world document an american
[534] 58:13	document if what they claim that the ten tribes um uh the law the quote lost tribes
[535] 58:21	of israel which weren't really lost by the way uh migrated to north america now
[536] 58:28	interestingly enough we actually know where the 12 the the quote lost tribes went they were incorporated into
[537] 58:36	um they were um exiled and moved around by the assyrians
[538] 58:41	essentially the assyrian empire had this policy of of um
[539] 58:48	of moving families relocating families to sort of break up clan groups
[540] 58:56	so any family group larger than say the nuclear family was was exiled and moved around similar to
[541] 59:03	what the babylonians did with uh with with the um uh young men of judah
[542] 59:09	of jerusalem as they when they exiled them to babylon the they didn't didn't get that they
[543] 59:14	didn't invent that policy they were just adopting the policy that was already in
[544] 59:19	place by the assyrians now because
[545] 59:24	the assyrians did this and because the syrians also kept very good some very good records we can
[546] 59:31	actually see israelite names in say
[547] 59:37	assyrian documents where they served as soldiers so lawson younger did
[548] 59:46	a really really great study on this where he tracked down what happened
[549] 59:52	to these israel the 10 tribes of israel as they were exiled by the by the
[550] 59:57	assyrians and he can trace them going many many generations so um yeah i don't i don't have
[551] 1:00:06	um i don't think that uh that they can make this case the the um
[552] 1:00:13	church can make the case that the book of mormon is an ancient irishman document so i don't think that works
[553] 1:00:19	[Laughter] but thank you for the question
[554] 1:00:25	let's see here um okay justin hall i see your question
[555] 1:00:33	i'm not gonna take it because i'm not prepared to answer that one yet
[556] 1:00:38	i will take the one underneath it because even though it's doesn't have the q and the um
[557] 1:00:47	again preface your questions with a q and a colon so i can see it but i did happen
[558] 1:00:52	to see this uh how good are the yellow and green books written by dr james hoffmeyer
[559] 1:00:58	about israel in egypt and sinai are there things in them you disagree with um i think they're generally good books
[560] 1:01:05	the yellow one is out of date it's really badly out of date now um and
[561] 1:01:10	uh i talked to jim just recently and he said to me that he's working on a second edition of that
[562] 1:01:16	so i can confirm that the yellow book is getting a second edition and that's the um the israel and egypt book
[563] 1:01:24	now the green book is still very good it's it's more technical it's uh i would say though
[564] 1:01:31	that the the green book is a lot more technical a lot more detailed um and it deals less
[565] 1:01:39	with say israel and egypt as more the sinai experience so um uh the green book is not
[566] 1:01:47	is not a book i recommend for beginners um but it's a very good book i i i have no
[567] 1:01:53	problems recommending it and i don't disagree with the content in it it's just not written for a lay audience
[568] 1:02:00	the yellow book is actually very approachable to a lay audience but right now it's just badly out of date
[569] 1:02:06	so he is working on a second edition i know that for a fact so um we can all look forward to that
[570] 1:02:12	when it comes out because that's going to be very very good anyway thank you for the question very much appreciate it
[571] 1:02:21	okay let me take 51 mobius's question here
[572] 1:02:29	how can you tell if a king was hick sauce or an egyptian pharaoh okay um several things actually can
[573] 1:02:36	point to this uh for example a lot of
[574] 1:02:41	hicks sauce kings have the seth determinative in their name and that's because um seth was sort of
[575] 1:02:49	the patron um god of um the avarus area so the land of goshen
[576] 1:02:56	uh used um the canaanites brought with them the storm god um ball and they they built a temple out
[577] 1:03:02	of varus so once the canines started that worship there they connected
[578] 1:03:08	a ball with the egyptian storm god seth so when you look at hicks off names a
[579] 1:03:15	lot of them are seth-based names whereas say an egyptian name is usually
[580] 1:03:21	a raw name like um um
[581] 1:03:27	oh um user ma array for ramses
[582] 1:03:33	you know um powerful of ma is rey you know that that's a ray name
[583] 1:03:40	whereas say um hicks name or a name of a king that originated from
[584] 1:03:46	say the the delta region would more likely have seth in the name and this is why uh like for example like
[585] 1:03:52	seti the first eddie for actually is not a hicks king but he originates in the delta and he
[586] 1:03:59	actually has seth in his name because he originates from the delta so many of the hicks kings
[587] 1:04:05	had that sort of seth name like the uh nebty uh king that was um that was um
[588] 1:04:13	of um oh uh in the 400 year stila of uh city the first you know he has a
[589] 1:04:20	seth determinative in his name so we do find this in
[590] 1:04:26	the uh in the names of hexos kings so we also know that uh most of the
[591] 1:04:33	egyptian kings are actually included in the kings list too so by way of exclusion
[592] 1:04:38	we can also see that if a king is not mentioned in the egyptian king lists
[593] 1:04:44	that it's unlikely that they would be um an egyptian king they'd be more
[594] 1:04:51	likely than to be a hicks king so that's that's sort of a process of elimination there too
[595] 1:04:56	so that's how we more or less determine whether or not a um king is a hexose king versus an egyptian
[596] 1:05:02	king there's other things it's a good it's a very good question it's a very good question um
[597] 1:05:08	but it is it is a matter of detection and uh process of elimination
[598] 1:05:13	but is a great question okay let's see here
[599] 1:05:29	um take this one here again we're doing
[600] 1:05:35	really good here we've got uh um lots of great questions today all right kumar b
[601] 1:05:41	are there any accounts of egyptian ancient egyptians finding fossils dinosaurs and creating legends or incorporating it
[602] 1:05:48	into their myths or religion um no we don't have that in egypt we don't see that very much in
[603] 1:05:54	egypt uh part of it is because there aren't actually large fossil
[604] 1:05:59	deposits in egypt at least not of what we would call dinosaurs or or giant vertebrates the fact is that
[605] 1:06:08	the entire area of egypt was essentially a runoff plane it was a a um
[606] 1:06:14	a sea it was essentially a sea uh up until say um at least according to
[607] 1:06:21	paleontologists a few million years ago so from much of egypt's pre-history it was under water
[608] 1:06:31	now because it is a runoff plane this is where we get all that um that limestone that that makes up the
[609] 1:06:37	giza plateau and if you go to giza you can actually see fossils of brachapods which are kind of
[610] 1:06:44	clam like relatives of of their clan like mollusks
[611] 1:06:49	but you see these fossilized brachapods uh in the limestone um at
[612] 1:06:57	giza and if you go to say the the temple of the sphinx you can actually see the brachiopods
[613] 1:07:03	still in the walls so there's actually fossils there but these are relatively small creatures
[614] 1:07:09	so they didn't they egypt didn't have fossilized remains of say dinosaurs like
[615] 1:07:15	they would have at carthage at carthage they find um it's very likely that at least
[616] 1:07:23	people in ancient carthage had some exposure to fossilized remains now with that said
[617] 1:07:30	there's actually a very interesting disc uh discovery that just came out this week um
[618] 1:07:37	there was an excavation done in um in israel and of a solomonic house
[619] 1:07:46	uh a house that dates to uh roughly the time of solomon and they found some coins there but they
[620] 1:07:53	also found a collection of fossilized shark teeth now this is very interesting because
[621] 1:07:58	when the excavators did it they thought initially this was just you know shark uh you know they had shark for dinner
[622] 1:08:04	and uh you know kept the teeth well when they sent the article out for peer
[623] 1:08:09	review one of the peer reviewers said hey you know that's that's that's not a modern shark that's an extinct species of shark that those teeth come from
[624] 1:08:17	and they went back and they had a look at these um the shark the collection of shark teeth and they discovered that they were all
[625] 1:08:23	fossilized so this raised some very interesting
[626] 1:08:28	open questions as to well why were israelites during the time
[627] 1:08:33	of solomon collecting fossilized shark teeth nobody knows it's a very interesting and provocative
[628] 1:08:40	discovery so um we do find these little uh fossils
[629] 1:08:46	creep into excavations but we don't see them so much in in egypt but great question thank you very
[630] 1:08:52	much for asking it okay
[631] 1:09:02	okay and
[632] 1:09:14	i'm going to take this one here by mark fofey uh what would be good reading material
[633] 1:09:19	for joshua's campaign oh um
[634] 1:09:28	i always like i think um richard hess has written on this
[635] 1:09:35	um i know his his his um his ancient israelite religion
[636] 1:09:40	touches on this i think he's written something on this as well i would also suggest say the um
[637] 1:09:49	background studies of the old testament um i think that's what it's called keep forgetting what the name of that book is actually called
[638] 1:09:55	um let me just look that up really fast here
[639] 1:10:05	all right as i look this up here and
[640] 1:10:14	okay
[641] 1:10:22	yeah you would you'd think that i would having written in this book that i would actually okay
[642] 1:10:27	behind the scenes of the old testament by uh edited by uh greer hilbert and walton
[643] 1:10:34	um there's invariably gonna be something in there on the joshua campaign
[644] 1:10:40	so i would highly recommend that book i mean that's a good general book anyway for uh
[645] 1:10:46	studying the old testament and most of the people who've written in this book are biblical maximalists
[646] 1:10:53	uh i don't think there's very many biblical minimalists who would even contribute to a volume like this
[647] 1:10:58	so you can get a very good uh perspective of um what the sort of the latest
[648] 1:11:04	research is on the joshua campaign
[649] 1:11:10	so i hope that answers that question and we're back here um
[650] 1:11:21	again if you want to ask me a question please prefix your question with a q and a colon so i know
[651] 1:11:26	what i'm looking for and i don't mistake it that you're asking someone else a question
[652] 1:11:34	i see one question i want to take immediately which is bk apologist good to see you
[653] 1:11:42	uh welcome on to the live stream seven in the ragged tiger isn't that the name of a duran duran album
[654] 1:11:48	absolutely [Laughter] it's there it was their third album and
[655] 1:11:55	it was uh released uh 38 years ago gee it's been that long
[656] 1:12:02	yikes uh yes uh i actually very much like duran duran
[657] 1:12:09	um i think i think a lot of 80s music was really really good
[658] 1:12:15	um so um very very much um
[659] 1:12:22	i i i i have a lot of uh durant ran albums
[660] 1:12:27	so i'd play it i'd play it on the live stream but i i'd get demonetized so fast it wouldn't
[661] 1:12:32	be my head would spin so i would love to do clips of this but no
[662] 1:12:40	i'm not going to risk demonetization not for a minute
[663] 1:12:48	okay um see here go back here
[664] 1:13:02	um
[665] 1:13:19	i'm going to take this one here uh question is there problems in translating by dawid to house david in tel dan stila i
[666] 1:13:28	don't think so no i i i think it's people have tried to
[667] 1:13:34	really strain the nat on this one they looked for for when this first came
[668] 1:13:39	out the tell them stila tell that steel is very interesting it's beautifully
[669] 1:13:44	carved i mean it was this and it was found in situ if if this had been on the antiquities
[670] 1:13:51	market it would have been surely uh regarded as as a fake because it was
[671] 1:13:57	just too perfect but it was actually recovered
[672] 1:14:02	at tel dan during an archaeological dig so there's no question of its
[673] 1:14:07	authenticity but a lot of people have
[674] 1:14:13	tried to say buy it isn't house of david and they've looked
[675] 1:14:19	up every etymology they can possibly imagine to to to um suggest that it isn't
[676] 1:14:27	isn't isn't the house of david uh and i don't i don't think that washes i i don't think that makes any sense at all a lot
[677] 1:14:33	of the proposed things like house of the beloved i mean yes david does mean beloved
[678] 1:14:39	but house of beloved doesn't make any sense either
[679] 1:14:44	you know um one of uh um there was a um philologist at
[680] 1:14:51	uh at the university of liverpool uh fairman who basically said
[681] 1:14:58	a a translation that doesn't make sense is nonsense you know that translation has to make
[682] 1:15:04	sense otherwise it's not a good translation and i think the the only only real
[683] 1:15:10	translation here that makes sense is how sedavid so i don't think there's any problem here in translating it as house of david
[684] 1:15:17	i think that's a great translation i think it's accurate and true to the text it's true the context
[685] 1:15:23	i i don't see any difficulty with it at all but thank you for the question okay
[686] 1:15:30	we've got some more super chats uh jd freeze five dollars thank you very
[687] 1:15:36	much uh what do you think of the idea that tut's sisters ruled co-ruled before
[688] 1:15:42	during his reign oh i think this is one of the most controversial topics in amarna studies
[689] 1:15:50	um i think married attend um there's another one as well i can't remember the other one
[690] 1:15:56	it has been suggested that um that um in fact i even sat in on on this
[691] 1:16:03	paper narcy conference that um touched sisters a rule before him
[692] 1:16:10	uh i don't see that happening honestly but a lot of strange things happen in
[693] 1:16:16	amarna so you know who knows exactly what happened
[694] 1:16:22	i'm hoping there's going to be some more um revelations that come out of the um city they discovered by
[695] 1:16:30	medina habu with some good texts you know wine docket uh wine jar dockets
[696] 1:16:37	would be really really helpful here to sort of place reins um i'm just not
[697] 1:16:44	i don't think the evidence here is really compelling uh i'd like to see more evidence before
[698] 1:16:51	i sort of jump to that on that on that ship and i don't think the the the um i don't think the evidence is
[699] 1:16:59	nearly as compelling as the person who gave that paper is said it was so
[700] 1:17:07	again there's some some ambiguity as to what happened say around this time but i've got some real
[701] 1:17:16	doubts i mean give i mean given the fact that you had a minor prince
[702] 1:17:22	i mean after cement i don't think i don't think
[703] 1:17:28	uh the prince would be say usurped in favor of a couple of princesses so yeah i'm not
[704] 1:17:36	buying it for a moment um unless there's more compelling evidence if there's more compelling evidence okay i'll
[705] 1:17:42	i'll reassess that point but at this point i'm not so sure so uh thank you very much
[706] 1:17:49	for the super chat very much appreciated and great question
[707] 1:17:54	and we got a just a five dollar super chat from 501 mobius thank you very much very much appreciate
[708] 1:18:01	it okay
[709] 1:18:07	i heard someone tried to say the tel dan stila said kettle yeah lml oh yes
[710] 1:18:14	i would agree yeah they they just really tried to strain the nat on that to try to make that
[711] 1:18:19	you know anything but the house of david yet [Laughter]
[712] 1:18:24	you know when they're trying that hard then they're they're definitely they're
[713] 1:18:31	definitely issues when they are trying that hard to avoid a certain reading so
[714] 1:18:38	yeah okay um
[715] 1:18:46	let's see here we've got time for a few more questions
[716] 1:18:52	so what we got here uh
[717] 1:18:58	a card forever uh nah
[718] 1:19:05	i'm not that into picard sorry
[719] 1:19:15	okay um
[720] 1:19:22	according to john wrote um just tune in what do you make of the scholarly view that daniel's
[721] 1:19:28	written in the second century at least parts of it if i'm not mistaken um
[722] 1:19:34	i don't think much of that honestly but again i'm i'm not really prepared to talk about daniel at this time
[723] 1:19:41	i have some more uh reading i need to do before i address the issue of the authorship of daniel
[724] 1:19:47	um my sort of gut instinct says a no to
[725] 1:19:52	that for a variety of reasons uh not the least uh of which is that the septuagint
[726] 1:19:59	itself was um was um translated uh in the third century so
[727] 1:20:08	yeah i i don't think the second century here is is is really a viable date for the authorship
[728] 1:20:14	of daniel now i know people have again they're straining the nat they're they're trying to avoid a conclusion
[729] 1:20:20	they don't like so i don't think here that that they've got a good foundation to go on
[730] 1:20:27	but i'm also not gonna comment on the authorship daniel until i really really look at this in detail but i will be
[731] 1:20:34	doing it because i get a lot of people asking this especially after some of the stuff that digital hammurabi has said
[732] 1:20:40	so i will be looking at it i just haven't done it yet but thank you for the question
[733] 1:20:50	um
[734] 1:20:59	okay uh another question by according to john uh reading dominion by tom holland the
[735] 1:21:04	statement was made that uh moses has never mentioned in the egyptian sources what do you think
[736] 1:21:10	of that statement i think that's an absence of evidence argument and absence of evidence is not evidence
[737] 1:21:17	of absence and holland is is especially guilty of
[738] 1:21:23	this you know just because something isn't mentioned in egyptian sources
[739] 1:21:28	doesn't mean it wasn't there it also doesn't mean that um
[740] 1:21:34	moses didn't exist you know there's a whole preservation
[741] 1:21:40	issue at goshen so we don't actually have all the egyptian sources we don't have a complete record from that time in egypt
[742] 1:21:48	so you know you can't just say that there's no record of something because frankly if there had been records most
[743] 1:21:54	of them were destroyed very few records of like for example of
[744] 1:22:00	say court documents the documents of the royal court you know we almost have no royal court
[745] 1:22:07	documents we only have uh of from all the time in egypt
[746] 1:22:13	from all 3 000 years of egyptian history we have the court records
[747] 1:22:20	of one 15-year slice of egyptian history and only the the
[748] 1:22:27	records they received not what they sent out and not what they kept for themselves
[749] 1:22:33	that's it and that little tiny slice is the amarna period
[750] 1:22:39	that's it that's all we have of royal records maintain egypt it's it's it's crazy how
[751] 1:22:45	much how much for that much history how little we have of egyptian sources
[752] 1:22:52	99 of everything we have from egypt is religious texts and what we can infer from egyptian
[753] 1:22:59	history comes from those religious texts so uh
[754] 1:23:07	so uh unfortunately i i can't make much of this argument because again it's an absence of evidence argument and
[755] 1:23:13	that has led many a a historian to a complete ruin it's it's it's even it's even terrifying
[756] 1:23:20	that anyone still tries this these days because it's embarrassed and destroyed the careers of so many historians
[757] 1:23:27	so uh thank you for the question it's an interesting question though
[758] 1:23:32	okay
[759] 1:23:38	i saw super chat here uh there we go all right michael beason
[760] 1:23:45	five dollars thank you very much for the super chat and we have a discord server
[761] 1:23:54	um wow uh really i have not i actually have never
[762] 1:24:00	gotten into discord um i've never done it so
[763] 1:24:05	i don't really know what's involved with discord um i don't know uh
[764] 1:24:12	for the maintenance in the overhead that would be involved with this so i will definitely take take take the
[765] 1:24:19	suggestion under consideration but i'm not going to make any promises because i don't know what's involved with doing that
[766] 1:24:25	um i'll have to see i'll have to see all right i'm not gonna say yes okay i'm not gonna
[767] 1:24:32	say no i'll just have to say we'll see but thank you for the super chat very much appreciated
[768] 1:24:38	um if you if you actually want to actually throw some comments in in the live chat
[769] 1:24:43	here and tell me what's the advantage of a discord server that might help my decision too
[770] 1:24:49	so i do i do want to meet my um my subscribers and my viewers needs
[771] 1:24:56	so if that would help i'd like to know how it would help so if you can tell me how it would help
[772] 1:25:02	be very very much appreciated
[773] 1:25:12	i'm going to take this question by mark fofey and we're actually getting close to the hour and a half mark so
[774] 1:25:17	we're going to wrap this up very very soon so i'll take one maybe two more
[775] 1:25:24	there's what okay oh there's a super chat okay i'll
[776] 1:25:30	take the super chat and i'll definitely take uh this question here was a varus ever called goshen or something similar by
[777] 1:25:36	extra biblical sources or was it purely a hebrew name um that's a good question
[778] 1:25:44	and we don't really know the answer to that we know it appears in in hebrew texts
[779] 1:25:49	it's a regional designation it's not actually a city so being a regional
[780] 1:25:55	designation regional designations are harder to track down the names of actual towns
[781] 1:26:02	because towns are are kept in say uh topographical lists and uh other records like that
[782] 1:26:10	so it's very very difficult to sort of narrow down gosh we it doesn't appear to be a
[783] 1:26:15	designation that is used a lot um outside of um hebrew records
[784] 1:26:22	so um again it's it's really hard to say on that but avarice itself was never called
[785] 1:26:28	goshen by the egyptians so uh it's it's a hebrew designation as far as we know but
[786] 1:26:34	you know a new papyrus can change that also in a very quick order it but it is a region it's
[787] 1:26:41	not a it's not a town itself that much we know and that's we know that from how the
[788] 1:26:47	bible itself uses the term so thank you very much for the question
[789] 1:26:53	and we see the um super chat from alex lofgren for five
[790] 1:26:59	dollars thank you very much could the plagues have been
[791] 1:27:05	a principal cause of egyptian domestic prob uh trouble in the late 13th and early
[792] 1:27:11	12th centuries thanks for making this channel well you're most welcome uh we are an educational channel we are
[793] 1:27:18	primarily here to serve the needs of our subscribers and our viewers
[794] 1:27:24	and the whole purpose of this channel is to educate people on the relationship between ancient egypt and the bible
[795] 1:27:30	and by doing so help people understand the bible better as well as
[796] 1:27:35	ancient egypt so we're serving two communities here and uh
[797] 1:27:40	and and the the interest and the intersection between those communities so we we strive to make this channel as
[798] 1:27:47	good as we can given the budget we have so thank you very much for your
[799] 1:27:53	appreciating the work we do now uh your question could the plagues
[800] 1:27:58	have been a principal cause of egyptian domestic trouble in the late 13th early 12th centuries um
[801] 1:28:07	the late 13th century you're starting to look at uh let's see here
[802] 1:28:13	who who's on the throne at the time late 13th is
[803] 1:28:24	yeah you get the city the second i'm a masses um yeah there was there was
[804] 1:28:31	a lot of upheaval at that point in time um could the the plagues have caused it
[805] 1:28:39	it's possible it's hard to say how though again we would have we would need more
[806] 1:28:45	records but we do know that that there's a lot of strife uh particularly after the reign of mernepta
[807] 1:28:52	um and and even the neptune's reign is is a little rocky you know we do start seeing um
[808] 1:28:58	incursions from libya during the reign of mernepta there's there's general weakness
[809] 1:29:04	and unlike say in a lot of for i mean it's often times uh egyptian kings would
[810] 1:29:10	have to deal with rebellion at the very beginning of the ring usually in the first year or two as it's announced at a new kings on the
[811] 1:29:16	throne but we're starting to see uh uh after say ramsay's the second
[812] 1:29:21	during the nepta those rebellions start happening later and later and later like um the
[813] 1:29:28	libyan rebellion it happens i think a year for something like that
[814] 1:29:33	and i think there's even an incursion of the sea peoples uh at towards the end of marnette's reign so we're already
[815] 1:29:41	at that point starting to see some difficulties here and a softening of egyptian hegemony so were the plagues a
[816] 1:29:49	principal cause it's hard to say but it could be a butterfly effect too where just the littlest thing could
[817] 1:29:56	upset the apple cart so um i it's hard to say it's a
[818] 1:30:02	principal cause or if it just exacerbated existing causes so that would be the
[819] 1:30:07	debate there and i don't think we have enough evidence one way or the other to say which one it was
[820] 1:30:13	but great super chat interesting question thank you very much for the super chat very much appreciated okay
[821] 1:30:36	[Laughter] okay i met a man named oh did galanolan
[822] 1:30:42	who offered me a piece of the ark of the covenant for only 2 million should i buy it
[823] 1:30:48	you're probably wearing a piece of it already [Laughter]
[824] 1:30:55	probably not
[825] 1:31:00	but i can recommend a really really good book on uh the ark of the covenant should you be
[826] 1:31:05	interested which is the ark of the covenant in its egyptian context
[827] 1:31:13	this book right here done by yours truly
[828] 1:31:19	where we actually look at the egyptian context of the ark of the covenant um it's the first major uh
[829] 1:31:27	study on the ark of the covenant by an academic in probably 100 years so if you are
[830] 1:31:32	interested in the ark of the covenant definitely check out that book okay i'm going to see about taking one
[831] 1:31:39	more question and then we're going to probably call it a night
[832] 1:31:47	i'm going to take this one right here uh kel ko i hope i got that right
[833] 1:31:53	i know i butcher names i'm sorry about that proto-jack one more super chat okay
[834] 1:32:00	we'll take the super chat after this will be this this question here will be the last of the
[835] 1:32:06	non-super chats we take tonight okay do you think akhenaten's religious
[836] 1:32:11	reform was a reaction to the exodus no i don't i think that akhenaten's reforms
[837] 1:32:19	took place before the exodus um and the reason they took place before the exodus is because the
[838] 1:32:26	canine population at evarus was still there through the time of akhenaten so the
[839] 1:32:32	canaanites the asiatic semitics that lived in avarice were still there during during akhenaten's reign and they
[840] 1:32:39	would remain there until the reign of ramses ii so with that said i don't think uh
[841] 1:32:45	akane's religious reforms were a reaction to the exodus however what akanasan's reforms
[842] 1:32:52	did was it sort of set up a religious system essentially introduced
[843] 1:32:59	kind of pantheism to egypt and that pantheism was part of say
[844] 1:33:06	the religious understanding that the israelites carried with them into sinai so that when the israelites were given
[845] 1:33:13	the law the the law
[846] 1:33:19	created a situation which caused pantheism localism and henotheism to collapse into monotheism
[847] 1:33:26	so i do think there is a relationship between israel and akhenaten's reforms
[848] 1:33:32	but i think akonosis reforms were sort of the necessary um
[849] 1:33:39	seeds on the soil that monotheism sprung out of but it wasn't
[850] 1:33:45	monotheism itself so i hope that answers your question great question thank you very much
[851] 1:33:51	and let's take that super chat okay
[852] 1:33:58	proto jack five dollars a last minute super chat just slipping in under the wire
[853] 1:34:04	would love to see a response video to digital hammurabi's series on israelites slavery any chance of that
[854] 1:34:11	happening [Music]
[855] 1:34:16	maybe maybe not we'll see you'll see i'm not going to make any promises here
[856] 1:34:23	uh i haven't even watched this video on this so um i'm gonna i'm gonna i'm gonna put
[857] 1:34:28	this in in the maybe bucket it's going to depend on a lot of things
[858] 1:34:34	but we'll see so uh with that said we're going to wrap it
[859] 1:34:39	up here again i want to thank everyone for their super chats
[860] 1:34:45	and for uh joining us today uh it's been lovely to have you on the live stream uh if you really
[861] 1:34:52	really like this live stream uh please hit that subscribe button if you're not already a subscriber uh it would really help the channel and
[862] 1:34:59	i would very very much appreciate it and with this said thank you very much for joining us and
[863] 1:35:06	have a good night everyone and i'll see you next week on ancient egypt and the
[864] 1:35:12	bible [Music]
[865] 1:35:39	you
