[0] 0:00	[Music] foreign
[564] 1:03:02	um we're really pleased with how how the channel is is coming along we are thinking about we are con deeply
[565] 1:03:10	considering something special for lives from 100. so we will put
[566] 1:03:17	[Laughter] historical strategy gaming says 12 hours stream yeah that's not gonna happen
[567] 1:03:26	oh I want to see the shades back on okay well we will consider that
[568] 1:03:39	yeah Bonbon thinks it's all bon bon questions all the time all stream
[569] 1:03:52	well we've added people ask for Mr empty conjecture to make an appearance [Laughter]
[570] 1:03:58	do a face revive reveal for live stream 100 says in a body
[571] 1:04:04	I'm sorry this this is this this this face is ugly enough you know you don't want to see him face revealing
[572] 1:04:18	rightly expected that point that in the attitude yes I would think so okay
[573] 1:04:25	so um so yes we are we are going to be doing
[574] 1:04:30	something special for for livestream 100. we've also considered like doing some
[575] 1:04:36	behind the scenes stuff for that too so um Dr folk plays music with his guitar
[576] 1:04:42	well uh you can dream on on that one
[577] 1:04:47	Okay so anyway yes the answer is yes we are planning something we're just having
[578] 1:04:52	this made major decisions yet on it so anyway we will be putting up something for a suggestion uh to give us
[579] 1:04:59	suggestions for it and we would really really appreciate if you have something that you would like to see to hear about
[580] 1:05:04	it so thank you very much for the Super Chat very much appreciated we can take
[581] 1:05:09	special questions okay well we always do that early anyway
[582] 1:05:21	yeah we'll just do that with a regular event versus
[583] 1:05:28	yeah yeah that would not be much of a guitar battle uh I would not come out on top one of uh versus Eddie Van Halen
[584] 1:05:38	I pretty much okay our next Super Chat is from Addison
[585] 1:05:44	Weir for 4.99 he says Heiser argued that there was no Rebellion
[586] 1:05:55	[Laughter] uh just a minute here that one was
[587] 1:06:01	really funny uh see is that going to come up
[588] 1:06:07	worse than I could come of
[589] 1:06:13	all right I'll start here guitar battle Eddie Van Halen versus uh
[590] 1:06:18	David Falk yeah that that's that's not a contest that would be that would be me getting beat pretty bad at Guitar
[591] 1:06:26	um where's that next one coming yeah I know
[592] 1:06:32	it hasn't popped up yet okay there we go Billy England let's summon Eddie I'll go
[593] 1:06:37	to this confession later laughs
[594] 1:06:47	okay I don't think I want to do that one thank you and it goes to Betty
[595] 1:06:55	um
[596] 1:07:01	fun alrighty the next Super Chat
[597] 1:07:06	let's get to the next one here uh it's from ask where for 4.99 thank
[598] 1:07:12	you very much Heiser argued there was no rebellion of angels before the fall do you agree or
[599] 1:07:18	disagree well Heiser believed that there were three great rebellions okay
[600] 1:07:25	you had the fall of Man first which is the first Rebellion
[601] 1:07:30	uh follow the Angels quickly followed and then you had the uh Tower of Babel
[602] 1:07:39	the Rebellion at the Tower of Babel um
[603] 1:07:46	do I personally I think
[604] 1:07:52	I don't have any I don't have any strong disagreement with Heiser here on this one
[605] 1:07:58	um I pretty much agree with this but I also think too that
[606] 1:08:04	that there was the seeds of this had receded the fall okay so I do
[607] 1:08:15	uh so anyway I do I do I I do here agree with Heiser okay
[608] 1:08:22	so again I have no strong disagreement here on this I do have a disagreements with some of
[609] 1:08:27	his interpretation of those rebellions I do agree with him that there were three rebellions
[610] 1:08:33	oh so there are some there are some things I fundamentally agree with hyzer on this
[611] 1:08:39	so again I do agree that the fall of Man was probably first then the angels and
[612] 1:08:45	then say the tower Babel so those are the three great rebellions and those are what I would hold a
[613] 1:08:50	generally so anyway uh thank you very much the Super Chat very much appreciated
[614] 1:08:59	the next one here is from ASM wear for 499 thank you very much for the Super Chat you should read Andrew loka's book the
[615] 1:09:08	origin of humanity and evolution you'll especially like chapter 3 where he defends Walton's view oh Genesis 1.
[616] 1:09:14	now overall I will admit I do agree with Walton's view on a lot of things
[617] 1:09:20	actually for most things I tend to agree more with Walton than say I do Heiser
[618] 1:09:26	okay but I'm not a theistic evolutionist okay and I don't hold to Evolution per se but
[619] 1:09:33	then again I also don't hold to creationism either I I'm pretty agnostic when it comes to matters of Origins
[620] 1:09:40	I stay out of scientific Arena on this one entirely so uh I just find I mean I did
[621] 1:09:50	much of my education my University education was in The Sciences
[622] 1:09:56	so I do have a good foundation to understand uh Evolution and the Sciences what they
[623] 1:10:03	say on this matter but I also I also was in it at a time when evolutionary theory was going through a
[624] 1:10:11	lot of changes in the late 80s so seeing all those rapidly uh seeing
[625] 1:10:21	the theories rapidly changing as much as I did you know put a lot of doubts in my brain as to how stable is this as a
[626] 1:10:30	theory and do I want to start um compatibilizing a theory that could
[627] 1:10:36	change on the Fly with say an ancient text that hasn't
[628] 1:10:43	changed in thousands of years so because of that I tend to be agnostic
[629] 1:10:50	towards these issues of of say
[630] 1:10:55	as I said trying to compatibilize the Bible with scientific theory
[631] 1:11:01	so this is why I've come to a much more agnostic view of human Origins
[632] 1:11:08	it's because I've seen it change and I've seen it change a lot and I've seen it change in the last 10 years and that's that
[633] 1:11:14	that's that's a drop in the bucket you know when you start when you start
[634] 1:11:20	looking at say the origins of human beings you know and
[635] 1:11:26	I used to tell when I was when I was in college doing my undergrad they used to call up call about the um
[636] 1:11:33	the Human family Tree nowadays they don't call it a tree they call it a bush
[637] 1:11:39	okay they call the bush because human fossils have so many side shoots
[638] 1:11:46	that they just they can't organize it into a tree anymore so knowing that it's like I'm not gonna
[639] 1:11:53	I'm not gonna get into this game this is a game I'm gonna sit out until the situation becomes a lot more clear it
[640] 1:11:58	might not even be in my lifetime and I'm totally cool with that there's nothing in the Bible that forces me to
[641] 1:12:05	take incompatibles position on this so if I'm not I'm not forced to take a compatibles position on this I'm going
[642] 1:12:11	to defer it so anyway I hope that answers your question thank you very much for the super chat um I will look into his book
[643] 1:12:18	and see if I can get my hands on it and read it but because it always sounds interesting
[644] 1:12:23	thank you much for the uh comment very much appreciated
[645] 1:12:30	okay uh next we have a super chat here from Andrew uh Tinsley for five dollars
[646] 1:12:36	thank you much for the Super Chat very much appreciated why were David's Sons allowed to be
[647] 1:12:42	priests second Samuel 8 18. oh interesting question let's go to the
[648] 1:12:49	text okay this one here is in second Samuel
[649] 1:13:00	Samuel eight
[650] 1:13:06	eighteen all right
[651] 1:13:18	back it up a little bit to verse 15 because that's going to give us some needed context here okay
[652] 1:13:24	so let's read second Samuel 8 15 to 18. that will give us an idea what's going on here
[653] 1:13:30	so David reigned over all Israel and David administered Justice and righteousness for all his people
[654] 1:13:39	and joab Son of Zariah was over the Army and Jehoshaphat son of ahilud was the
[655] 1:13:46	recorder and zadok Son of hot Ahi tube and Ahi
[656] 1:13:54	Malek son of ABI author were priests and Soraya was secretary
[657] 1:14:03	and bananaya Son of jehoiada was over the kerosites and the pelicites and
[658] 1:14:10	David's Sons were Chief ministers now the word for Minister here was Chief ministers were is kohen priests and this
[659] 1:14:19	is where the questioner is getting the idea that they were allowed to be priests now
[660] 1:14:26	what were well the context of this passage is showing is David's government
[661] 1:14:36	this is his this is his basically his uh what we would call maybe in a britishism
[662] 1:14:42	a British system the privy Council these were the administrators that were
[663] 1:14:48	in charge okay and on that last verse verse 18 benoniah
[664] 1:14:55	was over the parasites these are the Bodyguards of the king
[665] 1:15:01	and the um elephants which are the
[666] 1:15:07	um which are class of soldiers and David's Sons were Chief basically
[667] 1:15:13	kohen okay so priests but what they're not here is Priests of
[668] 1:15:19	the Lord this is a this is this false and what
[669] 1:15:25	what they call the the lexical scope of priest okay
[670] 1:15:31	they're not priests in the into the degree that they are priests in the
[671] 1:15:36	temple important distinction they are priests within David's
[672] 1:15:44	government this is not a religious title
[673] 1:15:51	this is an administrative title we use the same thing itself okay in our
[674] 1:15:58	governments like for example if in a parliamentary system in a parliamentary system
[675] 1:16:04	uh you know Canada has a parliament uh we don't have a congress we have a parliament and it's based upon the
[676] 1:16:11	British system okay the head of parliament is the prime
[677] 1:16:18	minister well minister is a religious title
[678] 1:16:25	okay think of it as a minister of God or a Ministry
[679] 1:16:32	okay a minister is someone who presides over a Ministry
[680] 1:16:37	this is the same sort of of word use that's happening right here in second
[681] 1:16:42	Samuel 8 18. so David's Sons here are ministers
[682] 1:16:51	as in the government officials okay so that's what's going on here and
[683] 1:16:58	we as I said the Parliamentary does this all the time parliamentary governments do this all the time the head of
[684] 1:17:04	government departments are called ministers the Minister of Finance Minister of of
[685] 1:17:11	um Social Services minister of industry and development you know
[686] 1:17:17	but in in say Hebrew they don't call them ministers they call them priests go ahead
[687] 1:17:23	so this is part of the lexical range of the word for Cohen which is it could mean not just say a
[688] 1:17:30	priest in a temple but also administer over a government
[689] 1:17:35	so and that's what's happening here these are not Priests of the Lord these are ministers of the crown
[690] 1:17:44	so anyway I hope that um that this explains what's going on in
[691] 1:17:50	this passage thank you very much for that that question it's a great question uh
[692] 1:17:55	really an interesting question but you know you can see here what's going on here that this is this is a
[693] 1:18:02	secular government and with say using a religious title in a secular context
[694] 1:18:08	so anyway thank you very much for the question very very much appreciated and fascinating question
[695] 1:18:21	Recreation for five dollars thank you very much to Super Chat
[696] 1:18:27	are you going to continue q a live streams after 100 or are you thinking of
[697] 1:18:32	doing something else for live streams every Friday ah well
[698] 1:18:38	uh
[699] 1:18:45	was you playing yeah well here's here's here's the original point of Fridays okay
[700] 1:18:51	the point the original point of the Friday night q a live streams was I used
[701] 1:18:57	to get so many uh random questions on the Monday releases and the shorts and
[702] 1:19:05	all that I couldn't do it I was running out of time I hadn't I was doing nothing but answering questions
[703] 1:19:10	so Friday nights was basically saying okay you know bring your Oddball questions
[704] 1:19:16	over to this one hour
[705] 1:19:21	slot of time and we will do our best to answer them live so that everyone gets to benefit
[706] 1:19:28	from the answers well okay our first live stream was an
[707] 1:19:36	hour and a half we never had a one hour live stream ever
[708] 1:19:43	smallest we were you know even even when we were you know
[709] 1:19:49	just a small Channel as as our first live streams word on our first live streams we were a little over a thousand
[710] 1:19:54	Subs already but you know we were thinking okay
[711] 1:20:01	we would do these live streams for about six weeks that was the plan we're going to do this as long as people
[712] 1:20:07	kept asking questions as soon as the questions run out okay we'll do something else
[713] 1:20:13	yeah that never happened um
[714] 1:20:19	people want to ask more and more questions uh and it just sort of it just
[715] 1:20:24	sort of took on the life of its own we have
[716] 1:20:30	uh one and a half one and a half hours that never did one hour one and a half
[717] 1:20:36	hours became two hours which became three hours and then four hours I think the longest we ever went was five
[718] 1:20:43	and uh yeah that was crazy that was just that was really really crazy
[719] 1:20:49	yes and as my producer that reminds me I do have a day job so
[720] 1:20:58	it's not one of those things where I can keep going all night or not
[721] 1:21:04	I love to do this full-time but we're just not there okay
[722] 1:21:12	yes brick creation the longest was five hours and I'm oh no no historical gaming
[723] 1:21:19	Strat a strategy gaming six hours is not coming soon we are not doing six hours
[724] 1:21:26	Ben Ray the Lord will sustain you oh no no no no
[725] 1:21:32	the spirit is willing but the flesh is weak the Lord your God
[726] 1:21:38	[Laughter]
[727] 1:21:47	thanks yeah the Lord will
[728] 1:21:54	I don't know if the Lord will sustain me or This falls into the do not tempt your lord the Lord your God category
[729] 1:22:02	they've been such a blessing well I'm I'm grateful they've been a blessing
[730] 1:22:08	um yeah so uh again you know what we had we
[731] 1:22:14	had thought when we started this was this wasn't going to last more than six weeks people would run out of questions and
[732] 1:22:21	um you know that just never happened um people never ran out of questions and
[733] 1:22:28	always had more things and interesting stuff to say and and more interesting questions to ask I mean and that's part
[734] 1:22:35	of it is this is a yeah aspect of this is as my producer just
[735] 1:22:40	pointed out is that this is a community okay we are building a community doing this
[736] 1:22:47	this live stream we are building a community of basically people who are
[737] 1:22:52	fascinating about learning about ancient Egypt and the Bible and so that maintaining that Community
[738] 1:22:59	is really really important to us and we continuous this on a social end
[739] 1:23:04	too so these aren't these people aren't just here to learn these people are here to socialize
[740] 1:23:11	yes absolutely people are asking their question they're getting intellectually fed food for thought looking at the
[741] 1:23:18	Bible in new ways and that's really exciting but basically people are also building
[742] 1:23:25	friendships over this too particularly on our Discord server we
[743] 1:23:30	have a Discord server that's really just used for the social end of this so
[744] 1:23:36	you know people are coming to know each other um cooperating with each other helping
[745] 1:23:42	each other out and we find the building of the community here to be really really exciting as well
[746] 1:23:48	so we have fun on Fridays we really enjoy this I mean for us this is a party and
[747] 1:23:56	we we really really enjoy basically interacting with you so
[748] 1:24:03	love to win this it's just fantastic and
[749] 1:24:08	um you know I I'd love to continue doing this I think it's fantastic
[750] 1:24:13	so we don't have any plans to I mean essentially when the questions stop then we'll do something else
[751] 1:24:20	until the question stops there's still a need as long as there's a need we'll continue to do it at the point where
[752] 1:24:26	there's no more need don't stop so anyway thank you very much the Super Chat very very much appreciated
[753] 1:24:34	okay
[754] 1:24:42	go back to the top here okay the next Super Chat here is from
[755] 1:24:47	billion Ingot for twenty dollars thank you very much the Super Chat hi Dr Folk
[756] 1:24:53	trade route between the old Mari old Babylonian extended as far west as
[757] 1:24:58	Levant katna as far east as uh and across the Syrian desert could
[758] 1:25:06	Abraham have traveled from Europe to Canaan on this route absolutely he could have yeah there's absolutely no reason
[759] 1:25:11	he couldn't have um that route does extend across the northern Mesopotamia
[760] 1:25:17	so easily he could have crossed that there's no I see no reason
[761] 1:25:22	that he couldn't have done that so um yeah absolutely I I don't see any
[762] 1:25:30	reason to to think he couldn't have done that because again that that route goes
[763] 1:25:35	all over the place as far as over the Fertile Crescent so and it actually Forks off in several
[764] 1:25:41	places as well so that's an important thing to keep in mind with that route this is not just a single route it
[765] 1:25:47	actually Forks in various places so you know they would have known about this they would have known about all these routes and uh taken the one that was
[766] 1:25:53	most appropriate for them so anyway thank you very much for the Super Chat very much appreciate and uh
[767] 1:26:00	interesting question
[768] 1:26:08	okay building in Perth five dollars Dr fall could you give a quick steel man case against the late Exodus God bless
[769] 1:26:17	hmm well okay I don't it's hard for me to do
[770] 1:26:26	a steel man against it but if I think if I were to attack it
[771] 1:26:32	okay if I were to attack the late Exodus I would not so much go after the
[772] 1:26:39	lateness but after The Exodus itself and
[773] 1:26:46	the steel man this that's that's going to be the that's going to be the problem here
[774] 1:26:53	because the Steel Man you'd have to take most of the attacks Against The Exodus are usually done by caricature
[775] 1:27:00	the steel man this you'd have to take out the caricature aspect so what you could couldn't do is for
[776] 1:27:08	example say oh the plagues were so Monumental that it would wiped out everyone no no that's not steel Manning
[777] 1:27:13	it that's character characterizing it what you really want to do if you want to steal man this is present the
[778] 1:27:20	argument in the best life possible which means you have the best understanding of the text as possible and then go on the
[779] 1:27:27	attack so to do that in this particular case
[780] 1:27:32	which you would then say is you'd represent the the biblical text as it purports itself to be
[781] 1:27:39	and then say okay you've got a community living in at
[782] 1:27:45	premises fair enough but show me that this is an actual Exodus
[783] 1:27:53	from avarus to basically Kanan
[784] 1:28:01	and then and then prove to me this is not just the movement of the river and they just
[785] 1:28:06	relocated elsewhere within Egypt that would probably be the best way to steal
[786] 1:28:12	man and attack against uh say a late Exodus okay that would be your best
[787] 1:28:18	approach to do this now I think there's jaunders to that there's rebuttals to that but if I was
[788] 1:28:24	to do it that's how I would do it is that's how I would steal a say a a
[789] 1:28:30	um a you know that basically that idea that
[790] 1:28:35	there was no Exodus because if you if you go that there's no Exodus after you attack say
[791] 1:28:43	um an exodus conceivably from a varus then doesn't matter if it's late or
[792] 1:28:50	early if you've ruled out both so I think that that is the probably if
[793] 1:28:57	you were to steal Mana case against it that'd be your best approach and not many not many critics do that to be
[794] 1:29:04	honest um because most are most are debating from caricature
[795] 1:29:09	but that would be your best steel man
[796] 1:29:15	so anyway I hope that helped thank you very much for the Super Chat very much appreciated
[797] 1:29:20	but I don't think it's a strong steel man that's the problem with constructing a steel man here is I don't think it's a
[798] 1:29:27	terribly compelling case so thank you very much for the Super Chat really appreciate it
[799] 1:29:34	um
[800] 1:29:44	uh
[801] 1:29:51	I might have skipped one here let me just look for it
[802] 1:30:01	oh I did drop one um okay we did drop one here we'll get
[803] 1:30:06	back to that in a moment here
[804] 1:30:12	uh okay I did skip this one
[805] 1:30:18	uh thoughts on see John Collins work on Genesis okay that one I know I skipped
[806] 1:30:26	was there another one yeah
[807] 1:30:38	the last chapters
[808] 1:30:51	okay I'm gonna have to go yeah this dropped off of mine too that was not on from this morning
[809] 1:30:59	no we added it on the beginning it was like right at the top
[810] 1:31:08	oh I see I see another one I dropped uh asking for a co-worker okay yeah I just gave that one more
[811] 1:31:14	mistake okay I will get back to it
[812] 1:31:19	okay we'll answer this one sorry about that um okay uh thank you for this 199 Super
[813] 1:31:26	Chat uh thought and see John Collins work on Genesis uh have not read it I think I
[814] 1:31:32	own it but I haven't read it yet um
[815] 1:31:37	Steve John Collins is a he's a scholar on Lower along the the liberal bent of
[816] 1:31:43	things um I know he's he's he tends to follow
[817] 1:31:49	say more us as I said the sort of the liberal strain of theology he's best
[818] 1:31:54	known for his work on actually uh apocalyptic literature
[819] 1:32:00	um but I know he's also done he's also done work on on Genesis and other biblical topics as well
[820] 1:32:06	I've read his I've read his book on apocalyptic I just work on apocalyptic literature and it's probably the
[821] 1:32:11	definitive work on apocalyptic but I have not read his work on Genesis so I really can't comment it on it I
[822] 1:32:19	think I think I do have his book on this but I have to they basically find it and
[823] 1:32:25	read it yeah I got a stack of books that I have to read but um okay then they keep falling over here
[824] 1:32:31	beside my desk but uh finding time to do that all is is
[825] 1:32:36	just the task by it's by itself but so no I haven't read his book on Genesis
[826] 1:32:43	um I've heard him talk a little bit on it and I'm aware that he's done it but again I haven't read it so anyway thank
[827] 1:32:50	you very much for the Super Chat very much appreciate it and I'm sorry we skipped it okay uh the next one is this one here
[828] 1:32:58	okay acid we're from 999 thank you for the Super Chat asking for a co-worker are there
[829] 1:33:05	pictures of aliens and hieroglyphics oh no
[830] 1:33:12	then I skipped three there's a third one
[831] 1:33:18	okay uh okay we'll answer this one first and then we'll find M's question here
[832] 1:33:26	uh are there pictures of aliens and hieroglyphics no there isn't
[833] 1:33:31	hahaha also how could pyramids have been built if it wasn't aliens
[834] 1:33:37	let's speak for him since he'll likely be watching this okay well if he does watch this uh hello uh I hope you enjoy
[835] 1:33:45	this but yeah we have a pretty good idea at this point how a lot of pyramidal
[836] 1:33:52	structures were built okay it definitely wasn't aliens you don't need any alien technology to build
[837] 1:33:57	pyramids we have to understand that pyramids were built out of a
[838] 1:34:03	tradition of pyramid building that went back 300 years before the Great Pyramid
[839] 1:34:10	basically the first pyramids tombs of the kings were essentially
[840] 1:34:17	masterbust which are basically flat stone uh
[841] 1:34:22	platforms okay and the tomb was was underneath the platform okay and
[842] 1:34:28	basically all a pyramid is is a mastaba with a smaller Mast of a stacked on top
[843] 1:34:34	with a smaller Master but stacked on top of that and a smaller Master bust stacked on top of that
[844] 1:34:40	that's how you make a pyramid essentially and this is this was a 300 Year
[845] 1:34:46	tradition before the big pyramids on the Giza Plateau
[846] 1:34:52	were ever made now how did they make it move these things
[847] 1:34:58	they're not pyramids or not not aliens is they use the power of hydrologic
[848] 1:35:04	engineering and basically a system of pulleys and ramps essentially
[849] 1:35:11	now transporting stones to the side of the pyramid what they did was they built canals and ports that led almost right
[850] 1:35:18	up to the pyramid itself those boats can carry massive amounts of
[851] 1:35:23	stone we actually have some ostrica from Egypt that show
[852] 1:35:29	these boats able to carry four obelisks now obelis weigh hundreds of tons
[853] 1:35:39	they're bigger than any stones that are used in the pyramid
[854] 1:35:44	so when you've got that much power of displacement caused by a boat
[855] 1:35:50	you could actually lift a lot move a lost Stone into place just by floating
[856] 1:35:56	it up to the pyramid once you get up to the pyramid they and this is the work of say Roland
[857] 1:36:03	M Marsh Olan at Roland and Marsh discovered that using a system of of
[858] 1:36:10	pulleys and ramps that you could easily move Stones up the various levels of a
[859] 1:36:16	pyramid to get into place and he found this working at
[860] 1:36:23	um uh at the Quarry sites where they had built ramps and had poles and sockets
[861] 1:36:31	for poles and the rope that you could easily do this
[862] 1:36:37	so that that said um
[863] 1:36:42	there there's no necessity for for for for aliens we also have the uh Papyrus
[864] 1:36:50	of some of the pyramid Builders like the Red Sea papyri which are basically a set
[865] 1:36:57	of documents that were done by people who were building the pyramid of Khufu so they were there with the boats
[866] 1:37:05	loading them moving the stones on and all that stuff so we now have evidence of the actual
[867] 1:37:12	workers themselves that were moving those stones into place you know floating them in
[868] 1:37:18	we also have uh done excavations of the workman's Village geese as well which
[869] 1:37:24	showed basically the where the workers lived you know and they you know aliens don't need to eat fish knuckle bone soup
[870] 1:37:32	Medicaid they don't need medical supplies you know but workers of a pyramid do
[871] 1:37:38	and looking at these workers villages we can see that they had say the best of
[872] 1:37:45	care that was available at the time so these were really pampered craftsmen who did their work well and were rewarded
[873] 1:37:52	for it so that's essentially how pyramids were built and and they weren't the Stones
[874] 1:38:00	it's interesting because we have a couple of Unfinished pyramids that we can do a comparison with you know
[875] 1:38:06	there's a couple of uh Queens pyramids that are not that were never finished so seeing how these pyramids looked in an
[876] 1:38:13	unfinished State tells us a lot about how they built the pyramids like for example uh one of the Queen's pyramids
[877] 1:38:19	was is just the base and the Chamber down in the Tomb we
[878] 1:38:24	discovered by this that they carved out the the burial chamber first that was
[879] 1:38:29	the first thing they made was the burial chamber and then they moved rough Stone into place around the edges
[880] 1:38:37	and then they filled in the level and then they smoothed it all out
[881] 1:38:42	so these these were not tightly fit when they first moved them in they're they're moving them in and
[882] 1:38:49	fitting them as they go and then smoothing them off later on
[883] 1:38:55	very interesting very interesting because it's counterintuitive to how most of us would build pyramid
[884] 1:39:01	most of us would try just to make the stones as smooth as possible first
[885] 1:39:07	and then you know try to set them no they don't bother with that they didn't bother with that at all
[886] 1:39:13	now they they just sort of slotted them in in the best way that fit for what
[887] 1:39:19	they were doing at that moment and then sort of worked out the rough edges later so again it's very counterintuitive to
[888] 1:39:25	how we would in the west would build something like this but it does seem to be the way they've done it
[889] 1:39:31	we also see like um columns at Karnak that are done very similarly
[890] 1:39:36	where you know these are very round columns you know and they're stacked like
[891] 1:39:42	um you know 70 feet tall you know the fact that like we have 30th
[892] 1:39:50	Dynasty columns at uh Karnak Temple that were unfinished
[893] 1:39:56	and they're rough they weren't smooth they basically put the rough Stone I mean they smooth the
[894] 1:40:02	bottom Edge and the top Edge but they didn't round it off until after they
[895] 1:40:08	were all stacked up the rounding off was the very last thing they did
[896] 1:40:15	so you know I think I think there's a a lot here that
[897] 1:40:22	that say westerners don't understand about pyramid building and for stone architecture in general
[898] 1:40:28	when they try to come to um you know these monuments and then try
[899] 1:40:34	to well how do they do it all it's so mysterious well they didn't think it that far
[900] 1:40:40	through so they were more interested in the Practical aspects of doing this one
[901] 1:40:46	little bit at a time and trying to do it all at once
[902] 1:40:52	so anyway I hope that experience explains a lot of how the technology of how pyramids were made how Stone
[903] 1:40:59	monuments were made and it's very fascinating when you see this first hand
[904] 1:41:06	because it's again not like what you would expect you would never expect that the pyramid
[905] 1:41:12	Builders would use rough stones let's try to fit rough stones in place and then smooth it
[906] 1:41:19	sort of it sort of would be backwards for a way of Western or would would build this sort of thing
[907] 1:41:24	so anyway uh thank you Edison for that that question and I hope your friend benefits from the answer very much
[908] 1:41:31	appreciated all right now let's find out of the question
[909] 1:41:38	Oh Captain seps question okay that's the one we missed so uh as we're sponsoring uh uh Captain
[910] 1:41:47	says question for 199 thank you very much the Super Chat
[911] 1:41:53	okay and Captain seb's question here okay and Captain Seb asks
[912] 1:41:59	is it true that archaic language was used as a literary device in the ancient
[913] 1:42:04	years to make literature have a foreign flavor can this explain the presence of
[914] 1:42:10	Egyptian loanwords in the book of Exodus ah
[915] 1:42:17	not really um
[916] 1:42:23	I have yet to see archaic language used to give literature a foreign flavor
[917] 1:42:31	I've I've read a lot of Bronze Age literature A lot of it
[918] 1:42:37	and you do sometimes find uh archaic language like like for
[919] 1:42:43	example you'll sometimes see the extended use of middle Egyptian and say a new kingdom document it doesn't happen
[920] 1:42:50	often but you do see it it's not so often used to give something
[921] 1:42:56	a foreign flavor what it is used is in the wakes we kind of use Elizabeth in
[922] 1:43:04	English or King James English to give something that air of of of uh
[923] 1:43:13	being special classical in good taste
[924] 1:43:21	uh you find in in New Kingdom documents that have middle Egyptian
[925] 1:43:26	yeah I know yeah yeah it's pretty Doddy to say
[926] 1:43:32	Shakespeare's in Good Taste but we won't get out there um
[927] 1:43:40	let's see um we have this for example this really
[928] 1:43:46	really interesting document called the camosa Stila okay
[929] 1:43:51	and uh
[930] 1:43:57	in it the king's talking in Middle Egyptian all his ministers his courtiers
[931] 1:44:02	are talking in this slangy late Egyptian
[932] 1:44:07	and um
[933] 1:44:12	and that was kind of to show the difference between the king being very literate
[934] 1:44:19	very educated very refined and the misters being just bums off the
[935] 1:44:27	street okay but you do see that
[936] 1:44:33	you do see where archaic language is is used to show refinement
[937] 1:44:38	and as I said classical learning but it's almost never used to show say
[938] 1:44:44	foreign flavor um I I don't know of any examples at least from Egypt or even from the Hebrew
[939] 1:44:50	Bible that would that would show that or be used in that way so
[940] 1:44:58	so I don't think that this would explain the presence of Egyptian loanwords in the book of Exodus
[941] 1:45:07	really the um what we what you would see
[942] 1:45:15	in um and say Exodus usually will have to mean
[943] 1:45:21	that there was some sort of influence by by essentially the Egyptian language
[944] 1:45:27	that's really was what's going to explain the Egyptian loan words because we do see for example an
[945] 1:45:32	imperial Aramaic uh a fair number of Egyptian long words but these are
[946] 1:45:38	because those documents originated from Egypt where the authors had influence by the
[947] 1:45:47	Egyptian language and also furthermore you got they even
[948] 1:45:54	in say the um Garrison towns in in Israel you know
[949] 1:46:00	those were very sequestered towns so even then you're not going to get a lot of Egyptian moments there
[950] 1:46:06	so I don't see I don't see archaic language here being used in that way
[951] 1:46:11	at least I don't see it in the literature that I read maybe I'm not reading the right literature here but in
[952] 1:46:16	the ancient literature that I read I don't see this so anyway I hope that answers your question
[953] 1:46:22	uh thank you very much for the question and thank you for Addison weird Force um
[954] 1:46:27	uh sponsoring that question it was a very interesting question and thank you very much the both of you
[955] 1:46:33	okay I think we covered everything we skipped by mistake so let's go back here and see what we
[956] 1:46:40	are yeah that's everything we get by mistake
[957] 1:46:46	okay uh the next one here is from Billy ningan for five dollars thank you very much for the Super Chat
[958] 1:46:54	Dr Falk do you know any current seminaries that teach about engaging the spirit world magic occults vampires Etc
[959] 1:47:02	oh boy um
[960] 1:47:07	oh boy occasional teacher very rare okay very rare I was really
[961] 1:47:17	lucky that I was really lucky uh
[962] 1:47:24	I had a teacher when I went to Seminary that did this um his name was Bruce Fields he's
[963] 1:47:31	unfortunately no longer with us uh he passed away I believe two years ago from brain cancer
[964] 1:47:37	I miss him I miss him a lot he was one of the most uh he was a very
[965] 1:47:44	very influential teacher for me and and I miss him deeply uh he was a
[966] 1:47:50	great man I loved him absolutely loved the man he taught us
[967] 1:47:56	he did this course called spirit world and he had to fight the Seminary to teach it
[968] 1:48:02	okay he had to fight the Seminary and he did all sorts of the cover all
[969] 1:48:07	sorts of topics in there yeah we by the way we kept the door closed as we as he taught this
[970] 1:48:14	you know because it Disturbed people in the hall people were because we were talking about things such as Angels
[971] 1:48:19	demons vampires lycanthropy Shamanism uh
[972] 1:48:25	witchcraft magic um all these you know possession uh
[973] 1:48:33	demonic influence exorcisms these are the things that you know those
[974] 1:48:40	are the topics that we covered but I remember him having to fight tooth and nail
[975] 1:48:46	to teach that course it was not a course that the Seminary wanted taught
[976] 1:48:51	are they supposed to pick it up the movies yeah exactly yeah
[977] 1:48:57	my producer makes a great point is where where where where do we expect our seminarians to get this from the movies
[978] 1:49:06	uh yeah uh clever boy says uh Dallas
[979] 1:49:12	Theological Seminary used to teach about psychic surgery now that horrell left no more he used to have a guide to exercise
[980] 1:49:20	some students called his class quote defense against the dark arts yeah you
[981] 1:49:26	know when where this is taught that's what you get and frankly to be honest
[982] 1:49:32	um this class was really small the one I took there was only eight of us that's a small class
[983] 1:49:40	and I was an elective but boy it was one of the four really
[984] 1:49:46	useful classes I took at um at uh Trinity
[985] 1:49:53	at the Seminary I went to um
[986] 1:49:59	I mean even if the supernatural world wasn't real but you have an entire
[987] 1:50:04	culture believing it is Christians still not me yeah and another great point my
[988] 1:50:10	producer makes here is even if you don't think it's real you might have a whole culture that believes it's real
