[0] 1:06	Heat. Heat.
[1177] 1:05:03	dig it out and take it home. In Egypt,
[1178] 1:05:06	you can't. That's illegal in Egypt, but
[1179] 1:05:09	it's legal in Israel.
[1180] 1:05:11	So you have to consult your local laws
[1181] 1:05:15	always. And you've got to be careful
[1182] 1:05:18	what kind of bone it is too.
[1183] 1:05:22	If it's a human bone,
[1184] 1:05:25	>> then you have to also
[1185] 1:05:26	>> then things get messy, gets messy fast.
[1186] 1:05:30	So you kind of got to know what kind of
[1187] 1:05:32	bone it is. Um and should you take it
[1188] 1:05:37	with you. So, bum papa and Milo, what
[1189] 1:05:43	are you not telling us?
[1190] 1:05:49	>> Yeah.
[1191] 1:05:52	Uh, Andagram goes, "Call law
[1192] 1:05:54	enforcement." You don't always have to
[1193] 1:05:55	call law enforcement for a human bow.
[1194] 1:05:57	Okay. It really depends where you are.
[1195] 1:06:01	Okay.
[1196] 1:06:03	I mean, I found a um a um ball joint to
[1197] 1:06:09	a human femur once uh in Egypt. I'm not
[1198] 1:06:12	calling I'm not calling law enforcement
[1199] 1:06:15	for that. This thing is clearly 3,000
[1200] 1:06:19	years old. Okay.
[1201] 1:06:23	Um
[1202] 1:06:26	you know, I'm not gonna I'm not going to
[1203] 1:06:27	call human. I'm not going to just, you
[1204] 1:06:29	know, just just leave it where it is and
[1205] 1:06:32	move on.
[1206] 1:06:40	>> A lot of times in digs.
[1207] 1:06:43	>> Yeah. In some places in digs too, you
[1208] 1:06:45	can have the whole dig frozen if you
[1209] 1:06:46	find a human bone too. Yeah. Like in
[1210] 1:06:48	Israel. Yeah.
[1211] 1:06:52	It's why they call bananas.
[1212] 1:06:55	That's a real thing, by the way. Um
[1213] 1:06:59	yeah, that's that's that's the real that
[1214] 1:07:01	that was a real thing where
[1215] 1:07:03	archaeologists if they find human bones
[1216] 1:07:05	in um in Israel in a dig um
[1217] 1:07:11	they will call them bananas because
[1218] 1:07:13	otherwise the original uh the religious
[1219] 1:07:16	authorities will stop the dig.
[1220] 1:07:19	>> Yeah.
[1221] 1:07:19	>> Treat these Philist dirty Philistines
[1222] 1:07:21	like they were Israelites.
[1223] 1:07:24	They'll take over the dig. They'll stop
[1224] 1:07:26	it. They'll put do religious ceremonies.
[1225] 1:07:29	They'll do their own sort of mini
[1226] 1:07:30	excavations of the dig and rip up the
[1227] 1:07:32	whole site. Uh looking for for dead
[1228] 1:07:36	Israelites. Um and it can be really
[1229] 1:07:39	really awful.
[1230] 1:07:43	Ah. Uh Mama says, "Doc Milo is almost
[1231] 1:07:46	done with Reoquery of the Dead." Cool.
[1232] 1:07:49	Cool. I hope he leaves a review.
[1233] 1:07:55	But yeah, if you find if you find a
[1234] 1:07:56	bone, it depends on the bone. Sometimes
[1235] 1:07:59	yes, sometimes no. And it depends on
[1236] 1:08:01	your local jurisdiction. So, hope that
[1237] 1:08:04	helps.
[1238] 1:08:13	All right, next one here.
[1239] 1:08:18	Harry asks, "Are there more males than
[1240] 1:08:21	females on YouTube? Why or why not?" I
[1241] 1:08:23	have no idea. I have no idea the
[1242] 1:08:25	percentages of males versus uh females
[1243] 1:08:27	on YouTube. Um
[1244] 1:08:31	I think it's actually more females at
[1245] 1:08:33	the moment to be honest. Um uh some I
[1246] 1:08:38	it's closer split than say something
[1247] 1:08:40	like Tik Tok. Tik Tok has like like 70
[1248] 1:08:44	80% females. So a lot of this will
[1249] 1:08:46	depend upon the social media service and
[1250] 1:08:49	again it just depends upon what people
[1251] 1:08:52	are consuming on those services. So
[1252] 1:08:56	Milo goes I was referencing the book
[1253] 1:08:58	doc. Okay. Um
[1254] 1:09:05	yeah but he's an archaeologist on a
[1255] 1:09:07	planet with no laws.
[1256] 1:09:11	Pull up the book here if I have it.
[1257] 1:09:16	Yeah, Pierre Goule is on a on a planet.
[1258] 1:09:20	There's no archaeological laws. He could
[1259] 1:09:22	pretty much do what he wants
[1260] 1:09:23	archaeologically.
[1261] 1:09:25	So,
[1262] 1:09:34	so um yeah, in Pier's case, yeah,
[1263] 1:09:37	there's there's lots he can do a lot of
[1264] 1:09:39	archaeology. No laws. If there's no
[1265] 1:09:42	laws, there's no blob broken.
[1266] 1:09:46	>> Someone says dynamite.
[1267] 1:09:49	>> Dynamite.
[1268] 1:09:51	Yeah, dynamite.
[1269] 1:09:52	>> Still a very bad idea even if there are
[1270] 1:09:56	laws.
[1271] 1:09:57	>> Yeah, it's still a bad idea if there
[1272] 1:09:59	isn't laws against it. Um
[1273] 1:10:02	Oh, yeah.
[1274] 1:10:04	Yeah. The guy who decided to dynamite
[1275] 1:10:06	the back of the Sphinx. Woo! Woo!
[1276] 1:10:17	If you're on a planet where there are no
[1277] 1:10:19	laws, are you an outlaw?
[1278] 1:10:24	>> Uh Jack Ray goes, "If you live if you're
[1279] 1:10:25	on a planet where there are no laws, are
[1280] 1:10:27	you an outlaw?"
[1281] 1:10:31	Mama says C4.
[1282] 1:10:35	C4.
[1283] 1:10:40	Archaeology and C4 don't mix.
[1284] 1:10:47	Oh boy.
[1285] 1:10:52	Okay, let's move on here. Just go to the
[1286] 1:10:54	RDX.
[1287] 1:11:00	Oh, yeah.
[1288] 1:11:04	Hey, you know, you got to find those
[1289] 1:11:06	tunnels in in in the Sphinx. You know,
[1290] 1:11:08	it's what that's what dynamite's for.
[1291] 1:11:10	Finding tunnels.
[1292] 1:11:16	Milo goes, I want to be like Pierre, but
[1293] 1:11:19	paleontology minus the humiliation, the
[1294] 1:11:22	theft, the exile.
[1295] 1:11:25	Yeah, we kind of all wished we that was
[1296] 1:11:27	the case.
[1297] 1:11:31	Oh boy. All right, that was good times.
[1298] 1:11:35	Good times.
[1299] 1:11:41	Uh, I want to thank Jack Ray for gifting
[1300] 1:11:43	the channel 10 Egypt in the Bible
[1301] 1:11:45	memberships. Thank you so very much for
[1302] 1:11:46	your generosity to the channel. We
[1303] 1:11:48	really appreciate it.
[1304] 1:11:53	Okay.
[1305] 1:12:08	Yeah.
[1306] 1:12:12	All right. Next one here. Uh, Golden
[1307] 1:12:14	Wind. Uh, what's with the uptick in
[1308] 1:12:17	hostility between Eastern Orthodoxy and
[1309] 1:12:20	Protestants online?
[1310] 1:12:22	Oh boy.
[1311] 1:12:24	It seems like many don't consider other
[1312] 1:12:26	traditions as Christian. It's truly
[1313] 1:12:28	disheartening that mere Christianity
[1314] 1:12:30	isn't a common ground. Oh, I so get it.
[1315] 1:12:33	I so get it.
[1316] 1:12:36	Um and and I'm looking at this situation
[1317] 1:12:39	and I'm just shaking my head. It's just
[1318] 1:12:43	Now, here's the source of the hostility.
[1319] 1:12:46	Uh there has been an influx of
[1320] 1:12:49	conversions
[1321] 1:12:52	from
[1322] 1:12:54	Protestantism to Eastern Orthodoxy. Um
[1323] 1:12:57	Catholicism is is getting bypassed here
[1324] 1:13:00	somewhat. Um there's more more converts
[1325] 1:13:03	from Protestantism to Eastern Orthodoxy
[1326] 1:13:05	than there is to Roman Catholicism.
[1327] 1:13:08	And I'm not going to say whether that's
[1328] 1:13:10	a good or a bad thing, but
[1329] 1:13:14	um a lot of this has been antagonized
[1330] 1:13:19	by the Orthod Bros. Now the orthobros
[1331] 1:13:25	are either
[1332] 1:13:28	they're basically taking Protestant
[1333] 1:13:31	apologetics,
[1334] 1:13:33	converting to Eastern Orthodoxy,
[1335] 1:13:36	have a surface layer understanding of
[1336] 1:13:38	Eastern Orthodoxy
[1337] 1:13:40	and then go on these
[1338] 1:13:45	inflammatory tyrates
[1339] 1:13:49	and the Orthobos have antagonized is the
[1340] 1:13:52	Protestant apologists
[1341] 1:13:55	and the Protestant apologists sort of
[1342] 1:13:57	just fall into it and it's a mess.
[1343] 1:14:03	It is an absolute
[1344] 1:14:05	mess.
[1345] 1:14:09	Um
[1346] 1:14:10	and and both sides are kind of talking
[1347] 1:14:12	past each other. Both sides are straw
[1348] 1:14:14	manning each other. Both are using
[1349] 1:14:16	composition fallacies.
[1350] 1:14:20	It's bad. It's bad.
[1351] 1:14:24	And I think a little bit of sanity has
[1352] 1:14:28	to come back into
[1353] 1:14:31	um
[1354] 1:14:33	uh into this. Okay.
[1355] 1:14:37	Um and and I and I'll say this, I'm no
[1356] 1:14:40	fan of either. I am not a fan of either
[1357] 1:14:42	Eastern Orthodoxy or Protestantism. They
[1358] 1:14:46	both have their good sides and bad
[1359] 1:14:47	sides.
[1360] 1:14:49	But at least
[1361] 1:14:51	if we are treating each other with
[1362] 1:14:55	respect,
[1363] 1:14:56	with the maximum amount of generosity
[1364] 1:15:00	and the love of Christ,
[1365] 1:15:03	then we can talk the issues through.
[1366] 1:15:10	So, um I think I think there's there's I
[1367] 1:15:16	mean, frankly, there's more common
[1368] 1:15:18	ground between Eastern Orthodoxy and
[1369] 1:15:20	Protestantism
[1370] 1:15:22	than there is between Protestantism and
[1371] 1:15:24	Catholics.
[1372] 1:15:27	The thing, the problem is the Eastern
[1373] 1:15:29	Orthodox don't understand that
[1374] 1:15:33	and
[1375] 1:15:35	the Protestants don't understand it
[1376] 1:15:37	either. So,
[1377] 1:15:45	uh, Dr. Martinez says, "As orthodox, I
[1378] 1:15:48	hate getting associated with Dyer all
[1379] 1:15:50	the time." I I don't blame you. He The
[1380] 1:15:52	dude's obnoxious.
[1381] 1:15:54	The dude is absolutely obnoxious.
[1382] 1:15:58	Hey, look, I mean, I get Orthob bro
[1383] 1:16:00	attack me all the time.
[1384] 1:16:02	Um, you know, it's just something that
[1385] 1:16:05	um, and I'm and I'm not hard I'm not
[1386] 1:16:07	especially harder on the Orthodox than I
[1387] 1:16:09	am on the Catholics or the Protestants,
[1388] 1:16:12	but boy, I mean, the last time I got
[1389] 1:16:18	basically a guy attacking me who was an
[1390] 1:16:20	orthob
[1391] 1:16:22	was was was basically attacking me on
[1392] 1:16:26	the basis of the early Exodus date.
[1393] 1:16:29	That's not even a Eastern Orthodox
[1394] 1:16:32	dogma.
[1395] 1:16:34	And and he just went would went spare on
[1396] 1:16:36	me. So it's like, dude,
[1397] 1:16:42	it's like crazy. Of course, this dude
[1398] 1:16:45	this this guy got most of his
[1399] 1:16:47	information from AI.
[1400] 1:16:49	So
[1401] 1:16:53	Oh boy.
[1402] 1:16:59	But yeah, I mean they they have made
[1403] 1:17:03	the Orthod bros have made the Orthodox
[1404] 1:17:05	look bad just like you get some some
[1405] 1:17:08	Protestant apologists who make
[1406] 1:17:10	Protestants look bad. So it's not
[1407] 1:17:12	something that this is not a problem
[1408] 1:17:14	that's confined to orthodoxy
[1409] 1:17:16	but
[1410] 1:17:18	um
[1411] 1:17:21	yeah CPM versus DOSS uh EO is mostly
[1412] 1:17:25	late data if you ask laugh out loud if
[1413] 1:17:27	you ask they're they're not even aware
[1414] 1:17:29	of it most of them aren't even aware of
[1415] 1:17:31	that there's an issue here
[1416] 1:17:33	>> no
[1417] 1:17:34	>> and in fact I will say this
[1418] 1:17:36	>> to their credit to their entire credit
[1419] 1:17:40	>> if you ask most orth Orthodox what is
[1420] 1:17:43	the date of the exodus most of them will
[1421] 1:17:46	say
[1422] 1:17:48	what's an exodus
[1423] 1:17:52	most of them will say what's the exodus
[1424] 1:17:55	I will say this about a lot of eastern
[1425] 1:17:58	orthodox they are terribly ignorant
[1426] 1:18:00	about their old testament
[1427] 1:18:04	terribly ignorant about their old
[1428] 1:18:06	testament
[1429] 1:18:10	um milo says,
[1430] 1:18:14	um, "Getting data on any exodus date
[1431] 1:18:17	from an AI is shameful." Yeah, it is.
[1432] 1:18:19	It's pretty bad.
[1433] 1:18:25	Uh, Dr. Martinez, I'd imagine that
[1434] 1:18:27	Orthro comes from an fundamentalist
[1435] 1:18:29	tradition and has yet to let go of it.
[1436] 1:18:31	Oh, yeah. I think that's a lot of it. A
[1437] 1:18:34	lot of Orthodos were converts.
[1438] 1:18:38	um they haven't been inculturated into
[1439] 1:18:40	eastern orthodoxy.
[1440] 1:18:42	They are bringing in um western methods
[1441] 1:18:48	of of engagement.
[1442] 1:18:50	Um they don't understand the breadth of
[1443] 1:18:54	orthodoxy.
[1444] 1:18:55	Here's one of the things you have to
[1445] 1:18:57	understand about orthodoxy
[1446] 1:18:59	is
[1447] 1:19:02	it's incredibly broad.
[1448] 1:19:06	It doesn't have a magisterium. It's not
[1449] 1:19:08	like Catholicism. You know, Catholicism
[1450] 1:19:10	has a magisterium,
[1451] 1:19:12	which is basically, think of it kind of
[1452] 1:19:15	like um
[1453] 1:19:18	a monarchy of priests. Roman Catholicism
[1454] 1:19:22	is a monarchy of priests. Okay.
[1455] 1:19:26	Eastern Orthodoxy is more like a debate
[1456] 1:19:28	club.
[1457] 1:19:30	It's it's it's basically
[1458] 1:19:33	hundreds of opinions
[1459] 1:19:36	that if you ha have the time to read
[1460] 1:19:39	them all and good luck on that.
[1461] 1:19:42	You're supposed to come to a consensus
[1462] 1:19:45	of tradition.
[1463] 1:19:48	That's where sort of things get sticky
[1464] 1:19:49	with orthodoxy is where do you find that
[1465] 1:19:52	consensus because it's all over the map.
[1466] 1:19:55	So
[1467] 1:19:58	yeah, Dr. uh Martinez says, "I don't
[1468] 1:20:01	think most people realize that Orthodoxy
[1469] 1:20:03	isn't a centralized institution like the
[1470] 1:20:05	Catholic Church." Bingo.
[1471] 1:20:07	Yep. Yep. I think you nailed the I think
[1472] 1:20:11	you hit the proverbial nail on the head
[1473] 1:20:13	there. I think that's what's most people
[1474] 1:20:15	get get wrong about orthodoxy. It isn't
[1475] 1:20:19	centralized. It's it doesn't even have
[1476] 1:20:21	centralized doctrine other than what you
[1477] 1:20:24	find in the councils. Okay. And really
[1478] 1:20:28	only the seven ecumenical councils
[1479] 1:20:32	and even the even the e some of the
[1480] 1:20:34	ecumenical councils are up for debate.
[1481] 1:20:40	Um like most Orthodox uh communions
[1482] 1:20:45	these days reject the Julian calendar
[1483] 1:20:48	that was part of the second council of
[1484] 1:20:51	Nika as the absolute
[1485] 1:20:55	true day true calendar.
[1486] 1:20:59	So you know and things change even in
[1487] 1:21:02	orthodoxy. So
[1488] 1:21:05	yeah um
[1489] 1:21:08	people don't understand especially
[1490] 1:21:10	westerners who are used to things such
[1491] 1:21:11	as doctrinal statements
[1492] 1:21:13	uh catechisms
[1493] 1:21:16	um
[1494] 1:21:17	um I mean you can go to any Protestant
[1495] 1:21:20	church practically and get a doctrinal
[1496] 1:21:21	statement or find out what their
[1497] 1:21:23	catechisms are like uh the H Highleberg
[1498] 1:21:26	catechism
[1499] 1:21:28	um
[1500] 1:21:29	um the book of concord you know these
[1501] 1:21:32	sort
[1502] 1:21:33	big robust doctrinal statements like the
[1503] 1:21:38	Westminster confession.
[1504] 1:21:41	Um, and
[1505] 1:21:45	they then can quote, you can quote
[1506] 1:21:47	things out of those confessions and say,
[1507] 1:21:49	"Oh, I know what the doctrine of this
[1508] 1:21:51	church is."
[1509] 1:21:54	You can do that with Western churches.
[1510] 1:21:55	It's really easy to do. You can take
[1511] 1:21:58	statements, pontipical statements, and
[1512] 1:22:00	say, "Oh, this is what the Roman
[1513] 1:22:02	Catholic Church believes until it's
[1514] 1:22:05	overturned by the next pope." But the
[1515] 1:22:07	current pope, whatever he is, will make
[1516] 1:22:09	a statement, and that's what the church
[1517] 1:22:11	believes
[1518] 1:22:14	within certain limits, of course. Um,
[1519] 1:22:17	but you can't do that with orthodoxy.
[1520] 1:22:21	You can't pick out a church father,
[1521] 1:22:23	quote mine him, and say this is what
[1522] 1:22:25	orthodoxy believes
[1523] 1:22:28	because there might be 10 other fathers
[1524] 1:22:29	out there that believe something else.
[1525] 1:22:34	So there's no centralization in
[1526] 1:22:37	orthodoxy.
[1527] 1:22:39	It's a
[1528] 1:22:41	it's an amorphous thing.
[1529] 1:22:45	So
[1530] 1:22:48	>> there is no perfection on earth. He
[1531] 1:22:51	ascended into heaven.
[1532] 1:22:52	>> Yeah. Mama says there's no perfection on
[1533] 1:22:55	earth. He ascended to heaven. Yeah,
[1534] 1:22:57	pretty much.
[1535] 1:23:01	>> But yeah, that's that's the reason why
[1536] 1:23:03	we we can't sort of, you know, nail
[1537] 1:23:08	easily nail down orthodoxy.
[1538] 1:23:11	It's I mean, there are things they
[1539] 1:23:12	believe. There are things they believe
[1540] 1:23:15	strongly,
[1541] 1:23:17	absolutely strongly.
[1542] 1:23:20	Uh they as a as a whole they reject the
[1543] 1:23:23	filio.
[1544] 1:23:25	Okay. Filio okay I don't know how to
[1545] 1:23:28	pronounce it but um you know in the
[1546] 1:23:31	creed. Okay. They they reject that
[1547] 1:23:33	really strongly.
[1548] 1:23:36	They um they are strong trinitarians.
[1549] 1:23:40	You know they do believe in salvation by
[1550] 1:23:42	grace through faith.
[1551] 1:23:46	There are things that they absolutely
[1552] 1:23:48	believe very very strongly.
[1553] 1:23:52	>> They so strongly believe salvation by
[1554] 1:23:56	grace.
[1555] 1:23:58	>> They look at Protestants who view their
[1556] 1:24:01	venerating of the saints like the
[1557] 1:24:03	Protestants are insane because it's so
[1558] 1:24:06	far removed from what they believe.
[1559] 1:24:07	>> Yeah. Yeah.
[1560] 1:24:10	Yeah, Dr. Martinez, we really hate
[1561] 1:24:14	Unitarians in in orthodoxy.
[1562] 1:24:18	Well, I can see. I mean, that's that's
[1563] 1:24:20	very very clear. You know, they are they
[1564] 1:24:23	are Unitarians are heretics. There's no
[1565] 1:24:25	question about it.
[1566] 1:24:30	Um, Andrew Graham goes, "Don't you have
[1567] 1:24:32	to go through baptism and Sunday school
[1568] 1:24:33	again if you want to join Eastern
[1569] 1:24:35	Orthodox churches?" No. No.
[1570] 1:24:37	>> No, you don't. um a lot of Eastern
[1571] 1:24:40	Orthodox churches uh will accept a
[1572] 1:24:44	baptism, an existent baptism. Now,
[1573] 1:24:49	there is a caveat. Okay?
[1574] 1:24:54	Um they might have you go through a
[1575] 1:24:56	crisismation again or a crisismation if
[1576] 1:25:00	you have not gone through one already.
[1577] 1:25:02	Now, what is a crisismation?
[1578] 1:25:05	Um I love this term crisismation. Um,
[1579] 1:25:08	>> I had inherited to this whole thing.
[1580] 1:25:10	>> Um, if you if you've been a Roman
[1581] 1:25:12	Catholic and gone through confirmation,
[1582] 1:25:15	you have been through a crisismation.
[1583] 1:25:17	Okay? You don't know it yet, probably
[1584] 1:25:19	because you've never heard the term, but
[1585] 1:25:21	you've been through one. Okay? Um, so
[1586] 1:25:26	you don't need to go through Sunday
[1587] 1:25:27	school again. You don't need to go
[1588] 1:25:28	through baptism again if it's a valid
[1589] 1:25:30	baptism by a trinitarian church. Okay?
[1590] 1:25:34	uh they might ask you to do a
[1591] 1:25:36	crisismation and what is this is when
[1592] 1:25:38	they take holy oil and they draw the
[1593] 1:25:40	cross on your forehead. That's what a
[1594] 1:25:42	crismation is because their baptisms
[1595] 1:25:45	include crismation.
[1596] 1:25:48	Now um some churches like the free
[1597] 1:25:52	Methodist church do baptism and
[1598] 1:25:55	crismation at the same time.
[1599] 1:25:59	Some churches don't.
[1600] 1:26:03	So this is one of the reasons like for
[1601] 1:26:04	example when I perform a baptism and I
[1602] 1:26:07	have performed a baptism in a pool in
[1603] 1:26:10	Egypt
[1604] 1:26:13	beside the Nile.
[1605] 1:26:15	It was totally awesome. Um
[1606] 1:26:17	>> but not in the Nile.
[1607] 1:26:18	>> Not in the Nile
[1608] 1:26:19	>> because
[1609] 1:26:20	>> because that would be a hospital trip.
[1610] 1:26:22	>> You and that person would have Jesus.
[1611] 1:26:24	>> Yeah, we would have met so much soon. We
[1612] 1:26:26	would have met Jesus so much sooner if
[1613] 1:26:28	we done the baptism in the Niles. No, we
[1614] 1:26:30	don't do the baptism in the Nile. the
[1615] 1:26:32	swimming pool beside the mile. Okay. Um
[1616] 1:26:36	when I did the baptism uh on the last
[1617] 1:26:38	our last trip to Egypt, you know, we did
[1618] 1:26:41	the baptism and I did a crisismation and
[1619] 1:26:44	I did the crisismation so that if she
[1620] 1:26:48	decided to go to some other church or
[1621] 1:26:49	communion, I don't know what churches
[1622] 1:26:51	she's going to go to after this, her
[1623] 1:26:53	baptism will be accepted.
[1624] 1:26:55	So,
[1625] 1:26:59	uh,
[1626] 1:27:04	but yeah, um, you don't have to go
[1627] 1:27:05	through baptism and Sunday school again
[1628] 1:27:07	if you want to join the old church. This
[1629] 1:27:09	just they they will put you through
[1630] 1:27:12	what's called um,
[1631] 1:27:15	uh, a um, uh, catechetical teaching if
[1632] 1:27:19	you have no experience with Christianity
[1633] 1:27:21	at all. Okay. They will have say and
[1634] 1:27:25	this is not not dissimilar to a
[1635] 1:27:27	membership process to be honest. Um so
[1636] 1:27:29	they will they will baptize youmate you
[1637] 1:27:32	and put you through a Sunday school if
[1638] 1:27:35	you have no experience with
[1639] 1:27:37	Christianity.
[1640] 1:27:39	Like this is what they did to um what's
[1641] 1:27:40	his name? Um apostate prophet when he
[1642] 1:27:44	went from atheism
[1643] 1:27:46	to Christianity. He joined an Eastern
[1644] 1:27:49	Orthodox church. They put him through um
[1645] 1:27:53	they made him a a kcumen and they made
[1646] 1:27:56	him a kcumen be which is basically
[1647] 1:27:58	you're apprenticing to be a Christian.
[1648] 1:28:03	So um
[1649] 1:28:06	um
[1650] 1:28:07	so uh they they
[1651] 1:28:10	baptized Chrismated and they put him
[1652] 1:28:13	through a kcan um a Sunday school course
[1653] 1:28:16	as it were. So,
[1654] 1:28:19	so but that's because he was a Muslim
[1655] 1:28:22	who became an atheist who then converted
[1656] 1:28:26	to to Eastern Orthodox. So,
[1657] 1:28:29	>> just wanted to see if he got the basis.
[1658] 1:28:31	>> Yeah, they want to make sure he has the
[1659] 1:28:32	basis and understands the faith well
[1660] 1:28:34	enough to to accept the accept the cost.
[1661] 1:28:37	So,
[1662] 1:28:40	yeah. Mama says, "Last week was
[1663] 1:28:42	exploration of midnight beliefs. This
[1664] 1:28:44	week, Eastern Orthodox." Yeah. that
[1665] 1:28:47	that's what we can do here. We can do
[1666] 1:28:48	that on this this channel because we
[1667] 1:28:50	don't we don't commit to any one view
[1668] 1:28:55	because we don't commit to anyone view
[1669] 1:28:58	here of of Christianity. We are free to
[1670] 1:29:01	explore these these congregations and to
[1671] 1:29:03	see you know
[1672] 1:29:06	which ones uh you know do what. And I
[1673] 1:29:09	think it's really cool that we can we
[1674] 1:29:11	can actually talk about this
[1675] 1:29:13	>> and we have people
[1676] 1:29:15	>> Yeah. And we have people of all faiths
[1677] 1:29:17	within our community too,
[1678] 1:29:19	>> including people
[1679] 1:29:22	who are
[1680] 1:29:24	you're genuine curious atheists.
[1681] 1:29:28	>> Well, what I think is is hysterically
[1682] 1:29:30	wild is that
[1683] 1:29:33	um
[1684] 1:29:35	on Monday's video, people are attacking
[1685] 1:29:39	me as if I believe in the Veneration of
[1686] 1:29:42	Saints.
[1687] 1:29:48	I'm just defending it
[1688] 1:29:52	and then next week I'll probably defend
[1689] 1:29:54	um um something else.
[1690] 1:30:00	You can strong you can you can steal man
[1691] 1:30:02	and defend any argument just for the
[1692] 1:30:05	sake of defending it.
[1693] 1:30:09	I mean Voltater I mean this was very
[1694] 1:30:10	famous tactic by Voltater.
[1695] 1:30:14	Uh he he defended a certain religious
[1696] 1:30:16	family.
[1697] 1:30:18	>> Oh
[1698] 1:30:19	>> now he did it for the most jaded reasons
[1699] 1:30:21	which was for uh the let's just say the
[1700] 1:30:24	18th century equivalent of clicks. Okay.
[1701] 1:30:28	He did it for his own um popularity.
[1702] 1:30:31	Okay. But he went to bat defending their
[1703] 1:30:36	views and pumping up their religious
[1704] 1:30:39	views. He didn't he didn't believe in
[1705] 1:30:41	those views at all, but he defended
[1706] 1:30:44	them,
[1707] 1:30:46	you know. And
[1708] 1:30:48	CPM versus DOSS. That's very
[1709] 1:30:50	>> Volter. Yeah, it is very full.
[1710] 1:30:54	>> When they watch your videos but didn't
[1711] 1:30:56	understand.
[1712] 1:30:58	>> Yeah. Pom papa. when they watch your
[1713] 1:31:00	videos but didn't understand the
[1714] 1:31:02	assignment.
[1715] 1:31:10	Uh Dr. Martinez says, "And if you want
[1716] 1:31:12	to know more about orthodoxy, I'm also
[1717] 1:31:13	here." Well, you know what? I I studied
[1718] 1:31:15	orthodoxy for 20 years. Um you know, I I
[1719] 1:31:19	had it in my family and I was interested
[1720] 1:31:21	in it. I mean, frankly, I was very
[1721] 1:31:23	interested in orthodoxy. Um uh I wanted
[1722] 1:31:26	to be more uh I was more interested in
[1723] 1:31:28	it from the outside. Um where
[1724] 1:31:32	um you know cuz I had family me
[1725] 1:31:34	relatives a lot of family who were who
[1726] 1:31:36	are Orthodox
[1727] 1:31:38	and um you know so I I studied it for 20
[1728] 1:31:43	years. I was going to be a petristic
[1729] 1:31:45	scholar. So it behooved me to really
[1730] 1:31:48	know it well.
[1731] 1:31:50	So
[1732] 1:31:52	um
[1733] 1:31:56	so it's it's one of those things where I
[1734] 1:31:58	had to know it really really well
[1735] 1:32:01	understand the view because I was going
[1736] 1:32:03	to become a a church historian of early
[1737] 1:32:05	church history. That was where my focus
[1738] 1:32:08	was
[1739] 1:32:09	and the guy who was I was supposed to
[1740] 1:32:11	study under got a um nervous breakdown
[1741] 1:32:14	and I couldn't couldn't study under him.
[1742] 1:32:17	So I mean I I spent a lot of time
[1743] 1:32:20	learning their theology.
[1744] 1:32:23	So
[1745] 1:32:25	and and not from a tourist point of
[1746] 1:32:27	view. So I I had both the leg in I had
[1747] 1:32:31	been through to many uh um
[1748] 1:32:35	Orthodox services because of the
[1749] 1:32:38	relatives.
[1750] 1:32:40	Got to talk to you know many uh Orthodox
[1751] 1:32:44	priests. I'm still friends with many of
[1752] 1:32:47	them.
[1753] 1:32:48	So
[1754] 1:32:51	um so I mean it is something you can
[1755] 1:32:55	learn. It just takes time
[1756] 1:32:59	and I don't think a lot of people have
[1757] 1:33:02	taken the time to do it. So you know if
[1758] 1:33:05	you take 20 years to learn about
[1759] 1:33:07	orthodoxy yeah you might know something
[1760] 1:33:08	about it. Okay. But a lot of converts
[1761] 1:33:12	don't. So,
[1762] 1:33:16	so I'm very cautious about
[1763] 1:33:20	um about um a lot of people who say
[1764] 1:33:23	volunteer to to teach about orthodoxy
[1765] 1:33:26	because a lot of them it's it's
[1766] 1:33:28	complicated. That's what I'll say. It's
[1767] 1:33:30	a very very nuanced and very
[1768] 1:33:33	complicated.
[1769] 1:33:36	Yeah. Well,
[1770] 1:33:38	Jay Dyer puts a lot of people off, even
[1771] 1:33:41	within orthodoxy.
[1772] 1:33:43	Um, Jay Dyer tries to uh reduce it to
[1773] 1:33:49	stupid simplicity.
[1774] 1:33:56	Pum Papa, I suspect they watched up the
[1775] 1:33:59	first point that triggered them then.
[1776] 1:34:01	Yeah. Well, some of them we had we had a
[1777] 1:34:03	few people, you know, storm out the room
[1778] 1:34:07	saying that they love my content, but
[1779] 1:34:10	they could not uh be subscribed to my
[1780] 1:34:13	channel anymore.
[1781] 1:34:15	Okay, bye-bye.
[1782] 1:34:19	It's like like for explaining of you,
[1783] 1:34:22	you're just going to storm out.
[1784] 1:34:25	Um,
[1785] 1:34:29	okay.
[1786] 1:34:31	Yeah, that makes a lot of sense. So,
[1787] 1:34:33	you're going to you're going to
[1788] 1:34:34	basically hang around my channel as long
[1789] 1:34:35	as I agree with you. Okay. Whatever.
[1790] 1:34:43	Okay. Fun times. Fun fun times. All
[1791] 1:34:46	right. Let's move on here.
[1792] 1:34:54	Uh, Harry Stark asks, "If someone would
[1793] 1:34:56	spread lies about Julius Caesar in a
[1794] 1:34:58	book, would that count as defamation and
[1795] 1:35:00	a criminal offense?" No, it wouldn't.
[1796] 1:35:02	I'm not a lawyer, but a um defamation
[1797] 1:35:06	charge has to be against somebody who
[1798] 1:35:08	can um
[1799] 1:35:11	have financial damages from a
[1800] 1:35:14	defamation. Okay? You could still defame
[1801] 1:35:17	a dead person, but that's not a crime.
[1802] 1:35:19	That's not a criminal offense because
