[0] 1:13	[Music]
[462] 50:58	bebop [Laughter]
[463] 51:04	oh this is probably gonna hurt you i haven't seen cowboy bebop yet [Laughter]
[464] 51:11	it's on my to watch list it is on my to watch list but i haven't actually seen it yet
[465] 51:16	uh my favorite anime is is gundam mobile suit gundam uh and my favorite sort of
[466] 51:24	serial within that is is thunderbolt i think gundam is an absolutely
[467] 51:30	fantastic series but i have other favorites too this time of year where we're getting
[468] 51:37	close to halloween i'll probably be watching vampire uh princess miyu again
[469] 51:42	uh i i like a lot of stuff from the 80s i started watching um
[470] 51:48	anime in the very late 80s early 90s so for me
[471] 51:53	a lot of those um those classic anime really really resonate with me
[472] 52:01	but i i do also like some of the new stuff too i'm i mean i was very very
[473] 52:06	impressed with black lagoon very impressed with black lagoon so uh it just because it's it's it's new
[474] 52:13	doesn't mean i won't watch it uh but i also have my favorites as well anyway thank you for the question uh
[475] 52:19	great question okay
[476] 52:26	now let's see here white girl with instagram
[477] 52:32	gundam is dope yes it is it is dope [Laughter]
[478] 52:38	okay uh let's get back to egypt from the bible all right um
[479] 52:47	i'm gonna take this non-super chat okay uh by kumar b is genesis
[480] 52:54	chapters one into a mytho history as argued by william craig and is it
[481] 53:00	primarily influenced by egypt you garrett and babylonia
[482] 53:06	okay um
[483] 53:11	that's a tough question um there is something to the myth of history
[484] 53:17	okay and mytho history is is essentially a the the idea that um
[485] 53:25	that it is um that it is history okay
[486] 53:31	that has sort of mythological elements to it it's interpreted through a mythological
[487] 53:37	lens so it's history that's been interpreted through a mythological ends and it's a way of clarifying the whole
[488] 53:44	ambiguity behind the word myth the problem with myth the word myth in
[489] 53:50	english is it relate it can have a huge
[490] 53:56	um range of meaning myth can mean it's pure fiction
[491] 54:02	myth could mean there's a core of truth but it's been been amplified and changed
[492] 54:08	over the years it could mean it's it's mostly true
[493] 54:13	but there's some elements of it that have been say undergone reception history to make it consistent with what
[494] 54:19	people knew of the times it could also mean archetypes
[495] 54:25	so the term mytho history is being used to sort of
[496] 54:31	narrow down what they mean by myth and what they mean here is that it's
[497] 54:36	history but it also has all these these these elements that come into it as well
[498] 54:42	now with that said i
[499] 54:48	don't i i accept the idea that it's possibly myth of history i don't have
[500] 54:53	any i really don't have any problem with it being mythical history
[501] 54:58	whether or not it's primarily influenced by egypt you garrett and babylonia
[502] 55:04	i think it's influenced by everything i think i i think genesis 1 and 2 are essentially anti-myth
[503] 55:11	and what do i mean by that okay when the israelites came out the land of
[504] 55:17	egypt they were a mixed multitude you had a huge range of ethnicities in
[505] 55:26	that mixed multitude i mean yes you had the sons of jacob you had amorites
[506] 55:31	you had canaanites you had uh libyans
[507] 55:37	you had magi you had cushites you had egyptians
[508] 55:43	you had all these ethnicities each one had their own creation myth
[509] 55:49	so you're dealing if you were moses you are dealing with dozens and dozens and dozens and dozens of
[510] 55:56	of creation myths so what genesis 1 and 2 is is it's
[511] 56:03	anti-myth it's a myth that's designed to engage every other myth
[512] 56:11	and provide an alternate myth that's that's mytho history
[513] 56:17	so in that way they don't actually have to just do a polemic against egypt one against you garrett one against
[514] 56:23	babylonian it's a really really clever way of trying to engage them all simultaneously
[515] 56:31	by providing a different kind of of myth that doesn't talk about theogony
[516] 56:38	like these myths do and theogony means the creation of gods it instead goes to cosmogony
[517] 56:47	the origin of the cosmos and who was responsible
[518] 56:53	so it sort of flips the whole whole influences uh from
[519] 56:59	egypt ugarip and babylonia on its head to try to make it more
[520] 57:06	um um so that it it better engages everything
[521] 57:14	so that's what's going on there as far as genesis 1 and 2. it's anti-myth it's it's myth it's instead of
[522] 57:22	myth so anyway i hope that answers your question thank you very much for the uh
[523] 57:28	question very much appreciated okay
[524] 57:34	okay
[525] 57:40	what schmidt said did you need my christmas list
[526] 57:53	okay let's see another question here
[527] 57:59	all right i'm gonna take this one here from pistes productions hi dr falk
[528] 58:04	what are your primary reasons for not taking the sons of god in genesis 6 as divine uh beings mingling with women
[529] 58:11	thanks okay several reasons um it's not just one reason it's many
[530] 58:16	reasons i think there's many reasons here now when it talks about genesis 6 it
[531] 58:22	talks about the sons of god had relations with the daughters of men
[532] 58:28	and produced the nephilim okay now when we talk about
[533] 58:36	um there are several issues here there's some theological issues
[534] 58:42	and this is this is i know right now that that heiser's interpretation right now is really
[535] 58:47	really a hot hot interpretation a lot of people have accepted it and even i buy it to some extent but
[536] 58:55	this is sort of where i draw the line right here because there's theological issues
[537] 59:01	uh there's biological issues there's um
[538] 59:07	interpretive issues and contextual issues okay so let's let's sort of piece this
[539] 59:12	out okay let's draw this out now the sons of god um
[540] 59:19	i think there's a there's a completely rational alternative to this
[541] 59:26	basically we have an an ancient mesopotamian culture priests could be
[542] 59:33	called like for example there's a cast of priests called the sons of ishtar
[543] 59:38	or the sons of inanna okay we even find this to some extent in a
[544] 59:46	egyptian priesthood where for example you know while it's often a royal title
[545] 59:53	uh the king is called the son of rey well he's also the high priest so in many respects being the son of a
[546] 1:00:01	god often indicated you were a priest not necessarily a divine being
[547] 1:00:07	okay second of all there is this myth
[548] 1:00:13	in ancient eastern culture um and it comes down to what's called the
[549] 1:00:19	naditum vowel now the naditun vowel was a sexual vowel
[550] 1:00:26	that was particularly uh done with say priestesses but say it's
[551] 1:00:31	it's it's it could also be a possibly applicable to men also where essentially
[552] 1:00:37	a priest takes a vow of abstinence
[553] 1:00:43	to serve the god okay now it was considered to be
[554] 1:00:49	exceptionally [Music] um an exceptional bad omen
[555] 1:00:56	to for a priest or priestess to break one of these sexual vows
[556] 1:01:04	and if any offspring uh resulted from it they were supposed to be killed
[557] 1:01:11	and the reason why was this was supposed to have unleashed terrible power
[558] 1:01:17	uh we find this for example where um sargon of akkad
[559] 1:01:23	is is one of these children of an adito
[560] 1:01:28	you know his mother did not complete her naditum vow
[561] 1:01:34	she had relations with sargon's father and what happened was
[562] 1:01:40	produce this child that ended up overthrowing the empire and creating an empire of his own
[563] 1:01:46	okay so there is this myth within say the context of the ancient near east where
[564] 1:01:53	children of you know illegitimate children of naditum
[565] 1:01:58	can upset society it's a bad omen really really really bad omen so you get a chapter here like genesis 6
[566] 1:02:06	where it's talking about say potentially a priests a cast of priests
[567] 1:02:12	um which are and there's nothing that says necessarily these are divine beings
[568] 1:02:17	okay we are sort of assuming they are and sons of god can be used in multiple ways
[569] 1:02:23	too i think for example in job sons god were divine beings
[570] 1:02:29	i think sons of god and genesis 6 are not now we also got other problems here
[571] 1:02:35	that's just the beginning of the problems we also got a biological problem which is the idea that angels have dna
[572] 1:02:43	okay now we've got some issues here now we've got some some some real issues
[573] 1:02:49	here uh because of the whole idea that a spirit can have dna
[574] 1:02:57	well um you know jesus christ you know you know
[575] 1:03:03	at the resurrection says handle me and see a spirit does not have flesh as you see
[576] 1:03:08	me have flesh and bone like you see me have well you know if
[577] 1:03:14	a spirit does not have flesh and bone and angels are spirit
[578] 1:03:19	they also don't have dna but this also leads to
[579] 1:03:25	and and i'm not saying anything new here this is this is the result of a hundred years of apollo of of
[580] 1:03:32	peer-reviewed articles on this this topic uh for example you know one of the
[581] 1:03:38	problems if you did combine say angel dna with say human dna is
[582] 1:03:45	the problem of federated responsibility a federator of responsibility is that
[583] 1:03:50	when adam fell all mankind fell so jesus as the second adam is paying for
[584] 1:03:58	adam's you know adam and the whole federative responsibility their sins so
[585] 1:04:04	all the descendants of adam this raises a question of well what
[586] 1:04:10	about these people who are you know say tangentially related to somebody with a
[587] 1:04:15	uh angel dna i mean let's say i have some angel dna
[588] 1:04:21	does christ's sacrifice cover me does he cover my 98
[589] 1:04:26	human dna and 2 uh nephilim well dna well maybe i i'm
[590] 1:04:32	gonna have to pay for my uh the sins of my nephilim ancestor because it's not covered by the blood of christ
[591] 1:04:42	i think there's some really really serious theological problems with this
[592] 1:04:48	there's serious theological problems there's serious physiological problems with this
[593] 1:04:53	i think there's a better alternative so um that sort of gives you the sort of
[594] 1:04:58	the kohl's notes version of why i reject this interpretation so anyway thank you very much for the
[595] 1:05:04	question i think it's a great question okay um
[596] 1:05:10	let's see uh [Music]
[597] 1:05:15	i'll take this one from swift c uh do you know some good books on studying apologetics for teenagers no i
[598] 1:05:22	don't but what i would recommend is uh picking up some good books on logic
[599] 1:05:30	you know you know there are some i know there's there's books like logic for dummies
[600] 1:05:37	you know try that you know a lot of of of what apologetics
[601] 1:05:42	ministry is i mean apologetic is essentially two things you know when we when we get right down
[602] 1:05:47	to it it's not so much on how to do arguments it's how to formulate arguments that's
[603] 1:05:53	your logic side and um church history
[604] 1:05:58	you for example you take a curriculum on apologetics at a university it's 90
[605] 1:06:03	church history you have to have a historical mind
[606] 1:06:09	to really be good at apologetics so there are actually several good books
[607] 1:06:14	uh on church history uh one was there's a one i i think it's out of print but it
[608] 1:06:20	the it was so widely printed that there's good used copies available at a very very
[609] 1:06:25	inexpensive price which was a history of the christian church and it's got lots
[610] 1:06:31	of photographs in it it's about i think 400 pages um it's a you know really good sort of
[611] 1:06:37	introduction into church history you know that'll give him a brief
[612] 1:06:44	overview of say church councils um it's not they won't get that book new i don't think they still print it but um
[613] 1:06:51	but it is uh there's several of these that are um uh are out there now
[614] 1:06:57	but a good book on church history would be really really helpful um
[615] 1:07:03	and there's some even available with lots of pictures too so that's really nice it can make a dry reed easier
[616] 1:07:11	so that's what i would recommend a good book on logic and a good book on church history and that's a great great start
[617] 1:07:17	for apologetics after that then you can sort of branch into other
[618] 1:07:22	things too so
[619] 1:07:30	all right uh let's see more non-super chats i'm gonna go back a bit here
[620] 1:07:36	so uh uh let's see here
[621] 1:07:52	uh
[622] 1:08:01	okay i'm actually going to take this one here rg strategy
[623] 1:08:07	uh why was the reas what was the reason why susanne's the first is just skeletal
[624] 1:08:12	remains follow up on an adopter's questions water
[625] 1:08:19	earlier in the live chat i said one of the reasons why joseph was not buried uh
[626] 1:08:24	in that uh hicks off cemetery at a virus was it's uh the high water
[627] 1:08:30	table um tanis is the exact same tannis has got a
[628] 1:08:36	really high water table uh so what happened was that in the case of
[629] 1:08:42	susanna's the first tomb it got flooded and
[630] 1:08:47	when he was mummified well he went to goo and um
[631] 1:08:53	all that's left was the bones so that's what happened with skeletal remains is essentially any time water
[632] 1:08:59	invades a tomb all you're going to get left is skeleton skeletal remains and that's about it
[633] 1:09:07	um very much like my wife just said you know very much like when you make a stew you know the
[634] 1:09:13	meat falls off the bone you know it's gross but you know it dissolves all
[635] 1:09:18	the connective tissue result dissolves and all you have left is is bone so that's that's the reason
[636] 1:09:25	okay uh
[637] 1:09:32	sg what do you think happened to the ark of the covenant um
[638] 1:09:38	well i cover this briefly in the epilogue of my book the ark of the covenant in its egyptian context and
[639] 1:09:43	illustrated journey what i think happened to the ark of the covenant was um well
[640] 1:09:50	let's say the tal let's let's take a look at the talmud for a moment um talbot say it basically says that
[641] 1:09:55	there was one of two fates that happened to the ark of the covenant now i'm ignoring maccabees here because i don't
[642] 1:10:01	think the story in maccabees has anymore but the talmud says one or two things happened to it that it was either hidden
[643] 1:10:08	under the temple mount or it was carried off to babylon and melted down
[644] 1:10:14	i take the latter alternative i i think it was melted down honestly um i think that uh nebuchadnezzar
[645] 1:10:21	took the ark of the covenant hauled it back to uh babylon and melted the whole thing down
[646] 1:10:27	and basically used the gold that he melted from it to pay his soldiers so that's what i think happened to the
[647] 1:10:34	ark of the covenant it's not glamorous uh i kind of wish it was under the uh
[648] 1:10:40	temple mount and could be you know i'd love to see it again i mean really i would i think it would be just wonderful
[649] 1:10:46	to see that but i'm also realistic about this too um
[650] 1:10:52	i think in many ways it was just too and some people say you know we don't have it recorded that it was
[651] 1:10:57	destroyed well you know we also don't have it recorded that the um that the table of the showbread was
[652] 1:11:05	destroyed yet it would have indefinitely have been destroyed you know
[653] 1:11:10	um the you know there are other items from the temple that nebuchadnezzar would have
[654] 1:11:17	would have taken and destroyed that aren't recorded so
[655] 1:11:22	you know there's an altar in there that was what it would would have been destroyed also
[656] 1:11:28	so there's a there's a there's just because it isn't mentioned that nebuchadnezzar destroyed it doesn't mean he didn't destroy it
[657] 1:11:35	and i think that's the most likely outcome here it was the the ark of the covenant was last seen by king josiah
[658] 1:11:42	and it's a very very short period of time between king josiah
[659] 1:11:47	uh just before his death and um the fall of jerusalem to nebuchadnezzar
[660] 1:11:54	so it's a very short period of time there's not much that could have happened to it in the meantime
[661] 1:12:01	so that's what i think happened to it thank you very much for the question very much appreciated
[662] 1:12:07	okay um let's see what else
[663] 1:12:27	okay um hmm let's take this one
[664] 1:12:33	from the end cells are here's a serious question
[665] 1:12:39	what do you feel about people who consider the bible poorly written and inconsistent
[666] 1:12:45	well inconsistencies are where you find them
[667] 1:12:52	um i don't think it's poorly written i think it's brilliantly written for being you know
[668] 1:12:59	late bronze or iron age literature that's what we're talking about here it's late bronze iron age literature
[669] 1:13:06	so it's not poorly written you know it's it's poetics are are high
[670] 1:13:11	poetics for its time you know it uses symbolism it uses a
[671] 1:13:17	metaphor and uses all these other literary devices that we would expect
[672] 1:13:23	from high literature so i don't know where he where he's sort of um
[673] 1:13:34	i mean we could i mean possibly that translations might be poorly translated that's possible
[674] 1:13:42	i mean what translation is he reading it sounds like you know
[675] 1:13:49	you know you know they're the not all translations are created equal at the same time too
[676] 1:13:56	um not all um frankly not all
[677] 1:14:02	israelis can even read hebrew to be honest um
[678] 1:14:08	some of them can some of them can't uh ancient hebrew is very different than
[679] 1:14:13	modern hebrew two so we have to keep that in mind you know and i understand that a to a
[680] 1:14:19	modern hebrew reader uh biblical hebrew can actually be quite challenging because there's there's um
[681] 1:14:28	constructions in ancient hebrew that you just don't find in modern hebrew
[682] 1:14:34	so it can be very challenging to a modern hebrew reader uh it was also one of the dirty secrets
[683] 1:14:39	when i used to go to a messianic jewish congregation i actually served in a messianic jewish congregation as um
[684] 1:14:47	as the receptionist and one of the things that you know i
[685] 1:14:53	discovered was how i mean even though every almost everybody there was ethnically jewish
[686] 1:14:59	almost none of them could read hebrew you know only a small number of us could read hebrew i could
[687] 1:15:07	read hebrew but very few others could uh and and it really sort of you know
[688] 1:15:14	one of my jobs was um [ __ ] um crib notes
[689] 1:15:20	inside the torah scroll the night before to make sure that the reader could
[690] 1:15:25	you know read the transliterations read the ancient um the english
[691] 1:15:32	letters as if they're hebrew so you know and this was a fully
[692] 1:15:37	baptized you know bar mitzvah jew so yeah
[693] 1:15:42	so very few few few modern um jews can actually read hebrew anymore
[694] 1:15:50	i'll take part two of that as well he also thinks ramses can't be the pharaoh because the pharaoh was
[695] 1:15:56	universally hated by whom you know there's nothing saying he was
[696] 1:16:01	universally hated i mean he was he was the egyptian king would
[697] 1:16:08	have been hated by the egyptian king well you know that's sort of that's the universally hated aspect that's sort of jewish myth
[698] 1:16:14	being superimposed upon the narrative so again i don't i don't think that's
[699] 1:16:20	that's that's a serious objection here uh i admit i didn't ask the passage uh
[700] 1:16:26	he views akhenaten as more likely but didn't believe in exodus well you know
[701] 1:16:31	uh akhenaten is not is not likely you know uh akhenaten was completely sequestered
[702] 1:16:38	at amarna the israelites never made it to amara so
[703] 1:16:44	um i i don't i i don't think that this would have been you know very serious um
[704] 1:16:50	as far as you know a candidate for the exodus um and frankly too uh akhenaten's
[705] 1:16:56	chariot army survived him uh it survived into the reigns of ai and hormheim so
[706] 1:17:02	you know you can't have a chariot army because because after the reign of akhenaten horemheb is out um fighting
[707] 1:17:10	the xos you know they're having a little war in in canaan
[708] 1:17:15	at that time after the reign of akhenaten so if akhenaten is the exodus pharaoh then he
[709] 1:17:21	should have no chariot army to speak of and and i don't think that's the case here
[710] 1:17:27	so anyway thank you very much for the question
[711] 1:17:33	so let's see here
[712] 1:17:38	um
[713] 1:17:49	uh let's see here
[714] 1:17:55	we are still taking on super chess because we don't have any more super chats so let's see
[715] 1:18:03	i'm going to take charles smith's question here uh because early
[716] 1:18:09	prophets did not speak against ashrae does that mean they endorsed her no it means that they were
[717] 1:18:14	silent on it it probably means they had bigger fish to fry like ball
[718] 1:18:21	i've heard this argument before and i wanted to hear your thoughts no um uh some of this comes from a
[719] 1:18:27	misreading of the um um uh the tel azrud uh
[720] 1:18:34	uh yahweh ashrae inscription where it's it's got this this this um
[721] 1:18:41	you know writing um um yahweh and his ashura
[722] 1:18:48	and there's there's two figures below it uh you know some some um
[723] 1:18:54	some uh people you know think that one of them is ashrae other is is is is
[724] 1:19:00	yahweh but the figures aren't identified now there's actually a really compelling
[725] 1:19:05	argument to say that um you know that in that
[726] 1:19:10	inscription that asherah is not uh the name of the goddess asherah
[727] 1:19:18	which is it has the um the um masculine pronoun so it's his
[728] 1:19:24	asherah so it's not returning to a person and
[729] 1:19:29	indeed these are persons so we just don't find that
[730] 1:19:35	to be i don't find that to be a compelling argument here now
[731] 1:19:41	i also don't think that just because a prophet is silent that it's it's a tacit endorsement and
[732] 1:19:47	it's clearly not a tacit endorsement because the the prophets are going to have to
[733] 1:19:54	deal with what is the most important problem of their day
[734] 1:19:59	and i think say in the case of the early prophets the biggest problem is is
[735] 1:20:07	polytheism it's just polytheism you know the israelites coming in and adopting the
[736] 1:20:12	native gods of the land now would that include um the asherah
[737] 1:20:19	possibly you know an ashrae poll and there's actually some evidence to
[738] 1:20:25	suggest that the ashrae poll is related to the god of cyrus who is also represented
[739] 1:20:32	by a pole uh what's often called the osiris fetish so there there there's a weak
[740] 1:20:38	etymological link between the two and there's actually a good cultural um similarity between the two as well as as
[741] 1:20:45	far as how they're they're both worshipped
[742] 1:20:51	so what i think is is going on here is at least with the early prophets is you have more of a problem with
[743] 1:20:59	ball's probably the big problem of say the period of the judges
[744] 1:21:04	you know they're going you know the israelites are falling head first for ball worship
[745] 1:21:09	or they're worshiping milcom or they're watching uh worshipping
[746] 1:21:14	kimash uh i don't think ashra is as big as a player at this point in time too in the
[747] 1:21:21	early stages of say um the period of the judges uh it's not going to be until the period
[748] 1:21:28	of the kings that i think asher is going to become a really big deal and again this is more of what happens
[749] 1:21:37	is you have a gradual during the the monarchy you have this beginning
[750] 1:21:42	to this this this uptick in yahwehism followed by an increase in aberrant
[751] 1:21:49	yahwehism that then ends up being polytheism once again so hey that's my thoughts on those
[752] 1:21:56	questions uh that question thank you very much for the question very much appreciated all right
[753] 1:22:02	we've got a couple more super chats
[754] 1:22:08	uh mouthwash for six israeli shekels uh thank you very much um opinions and logos no any secret
[755] 1:22:15	discounts um i don't use logos so i i can't really
[756] 1:22:21	say uh i've always been more of a bible works user but um i do know that they
[757] 1:22:26	have a deep deep discount on a certain book um
[758] 1:22:31	called uh the ark of the covenant in his egyptian context an illustrated journey
[759] 1:22:40	i i don't know of any secret discounts here um as far as logos goes um what i've
[760] 1:22:46	heard is pretty good but again that's more hearsay i don't actually use logos very much
[761] 1:22:53	um i use lebronics more so uh and really my subscription for
[762] 1:22:59	that has expired at this point so i i don't really um use logos so i can't really
[763] 1:23:08	say so um sorry but i i've heard i've heard it is very good but i don't i don't have
[764] 1:23:15	the cash flow to to actually invest in that so but anyway thank you very much for the
[765] 1:23:20	super chat and thank you for the question okay
[766] 1:23:29	uh dn cells are for two dollars thank you very much for the super chat question below i came with a ton of
[767] 1:23:35	questions okay
[768] 1:23:41	uh question is what do you think about the idea that the seraphim are those dragons
[769] 1:23:47	and dragon gods in say china mesa mesoamerica mesopotamia and norse
[770] 1:23:53	mythology i think there's it's not um
[771] 1:23:58	i think seraphin are our flying snakes at least in and it's iconography uh like
[772] 1:24:04	the egyptian winged um um cobras they're like wadgets and eureas
[773] 1:24:12	they're not dragons i don't think they're dragons but they are they are winged serpents
[774] 1:24:17	and and they're they're they're basically fire angels they're they're basically fire spirits
[775] 1:24:23	they're the spirits of that purify the flame so i i think that
[776] 1:24:29	um and we find that that seraphim are not say
[777] 1:24:35	um gods again here here i think i i think a little bit of hyzerism is is is sort of
[778] 1:24:41	creeping into this into into and started it has started to creep into some of these interpretations
[779] 1:24:47	that i don't think um i don't think well warrant it um one of the one of the problems i've
[780] 1:24:54	i've kind of had with heiser's interpretation of say
[781] 1:25:02	the gods that people worship in ancient times were you know
[782] 1:25:07	um these sons of god and the seraphim and all that is that um
[783] 1:25:14	in some cases we know the development of some of these religions like for example we really really know um
[784] 1:25:21	how egyptian religion developed we know it very well
[785] 1:25:26	and it doesn't seem to fit very well with the idea that there's these these
[786] 1:25:32	static um sons of god or seraphim and that that
[787] 1:25:37	that these gods are just sort of these these spirits are acting as counterfeits
[788] 1:25:43	and presenting themselves as gods and that the people are just sort of on a one-to-one basis worshiping them now
[789] 1:25:50	i'm not saying that there isn't a spiritual counterfeit behind the gods people worship i think there is
[790] 1:25:56	i mean i'm absolutely convinced that there's spiritual counterfeits behind there
[791] 1:26:01	but i don't think they have license to do this and i don't think that it is on a
[792] 1:26:09	basically a one-to-one correspondence either i i i think that it's a lot more messy
[793] 1:26:16	than that as we look at say the history of religion as i said the we get we get in in
[794] 1:26:24	in ancient egypt we get these um animist gods that then becomes a
[795] 1:26:29	solar deities that become then anamorphic deities that you know and and
[796] 1:26:34	there's this this this proliferation of of of deities
[797] 1:26:40	and not just that their compositism as well where they they merge so they not only just split they merge as well
[798] 1:26:47	so there's there's very a lot of a lot of dynamic going on in egyptian religion that i don't think heiser's theory
[799] 1:26:54	really qualifies for here now with that said
[800] 1:27:01	i think dragons are cool uh when i was growing up i play dungeons
[801] 1:27:07	and dragons uh i think the whole idea of big scaly flying reptiles is a completely cool
[802] 1:27:13	fantasy creature uh great fx and games look looks
[803] 1:27:18	wonderful in game of thrones um i i have a great admiration of dragons
[804] 1:27:25	and artwork um but um i i don't necessarily think that
[805] 1:27:31	the dragon gods are necessarily seraphim but there are seraphim
[806] 1:27:37	and they do serve a specific purpose and they serve a specific purpose for god as well
[807] 1:27:43	which is they drive out impurity
[808] 1:27:48	so we do see seraphim in the bible they are in the bible
[809] 1:27:54	um they aren't portrayed necessarily as snake gods they aren't portrayed as as as fire um deities and and it's even in
[810] 1:28:02	the name seraphim seraph is is the hebrew word mean to burn so these are the burning ones
[811] 1:28:10	okay so we do find this we do definitely find this in
[812] 1:28:15	in in in the biblical account um they do show up a little later than say cherubim
[813] 1:28:21	so they're already in say uh we always see them in the book of ezekiel and they've already taken on a different
[814] 1:28:28	form where they have hands and sorry uh faces and feet and six wings
[815] 1:28:35	and that's sort of very very true of say um babylonian inspired angelic beings
[816] 1:28:42	so anyway i've probably uh babbled on enough about this and thank you very much for the question very much appreciated
[817] 1:28:49	okay i see another super chat here okay uh by michael beason for 20 bucks
[818] 1:28:57	thank you very much for the very generous super chat very much appreciated
[819] 1:29:02	uh dr falk uh just wanted to ask clever question but i'll settle for your favorite
[820] 1:29:09	geography book on the ancient near east that would happen to be barry beitzel's
[821] 1:29:14	uh atlas of the ancient near east i think or atlas of the bible lands i think it's by barry beitzel let me just
[822] 1:29:22	look it up just to be sure um
[823] 1:29:32	very vital
[824] 1:29:50	apples
[825] 1:29:56	okay um
[826] 1:30:02	uh it's uh it's the new moody atlas of the bible
[827] 1:30:08	so um it's really affordable it's really good
[828] 1:30:13	it's uh it's gone through several editions now it's gone through several editions
[829] 1:30:19	um it's excellent it's it's it's very very good now vital has some some uh
[830] 1:30:25	identifications i don't necessarily agree with but i think it's very very good now
[831] 1:30:31	there is another atlas out there bible atlas out there that's also very good
[832] 1:30:37	which is um there's an atlas that was uh out done by uh alan millard and
[833] 1:30:45	paul lawrence that was also very good
[834] 1:30:50	i think uh my opinion is that uh the one by byzal covers more territory
[835] 1:30:57	covers more geography um also byzal was actually trained as a
[836] 1:31:03	geographer so he knows his geography and his map making exceptionally well
[837] 1:31:09	he's really the expert here so i would definitely
[838] 1:31:14	if i had a choice between the two i'd pick by souls first and lawrence and millard's second
[839] 1:31:21	but they're both good they're both really good so those are my my my picks as far as as
[840] 1:31:28	my favorite books on geography of the ancient near east anyway thank you very much for the
[841] 1:31:34	question and the super chat very much appreciated okay
[842] 1:31:49	uh dean selzar bahamut best deity the platinum dragon i see
[843] 1:31:56	i see we have a fellow player here several players huh
[844] 1:32:08	someone asking which setting what does it mean
[845] 1:32:13	oh i played uh version three advanced video dnd version three that's that's the one i um that's that's the
[846] 1:32:20	set of books that i played
[847] 1:32:27	i didn't play a lot of the modules i i did play you know basically we created our own adventures using the the stock
[848] 1:32:34	books so um it was that was a cool game it was
[849] 1:32:40	really cool it was very fun to play very much appreciate it and i loved playing the dungeon master that was sort of my
[850] 1:32:45	favorite role in that in doing the campaigns okay
[851] 1:32:54	josh uh sketch show a super chat for ten dollars thank you very much very much appreciate the super chat
[852] 1:33:01	hello dr folk unsure if i asked this before but what is your opinion on tel alhaman being a site of saddam due to
[853] 1:33:10	a supposed meteor strike me that destroyed it opinion of the shroud of turin okay
[854] 1:33:18	oh boy um uh i've i've been a sort of a critic of the tele-alhaman um
[855] 1:33:26	um being the site of solomon of sodom um
[856] 1:33:32	there was a recent um um article put on retraction watch
[857] 1:33:39	uh regarding the whole meteor shower article or the whole meteor strike article
[858] 1:33:45	uh one of the um
[859] 1:33:51	one of my friends that i really respect steve ortiz he basically says there's nothing at tel
[860] 1:33:58	alhaman that would basically um
[861] 1:34:03	you know say that it was extraordinary destruction at tel alhaman
[862] 1:34:09	i i i think i think the the evidence that this is sodom is very
[863] 1:34:14	deficient honestly um i i don't think the the evidence
[864] 1:34:19	uh is very good i think i think it's actually quite poor um i have concerns that steve collins is
[865] 1:34:26	not reading stratigraphy right i know he tends to he will read a one
[866] 1:34:32	strip uh straddle error and then like two feet above it read that as the same strata
[867] 1:34:38	well strata doesn't work that way at tells you know those are two different
[868] 1:34:44	destruction layers so
[869] 1:34:51	the fact that the they have not produced proper excavation reports i think is
[870] 1:34:56	very troubling i think that there's ethical problems with
[871] 1:35:03	that whole dig um collins has let his diggers take uh pot
[872] 1:35:09	shards home um which is illegally exporting antiquities from jordan which is a crime
[873] 1:35:17	uh yeah there's this this is just not this is not going to end well uh in fact i i did a whole sort of uh if
[874] 1:35:25	you want my opinion more in detail and look in the community tab on um
[875] 1:35:32	on my channel where i actually talk about this i talk about this in some detail
[876] 1:35:39	so um i i i would right now
[877] 1:35:45	i would place more money on uh the existence of bigfoot than i would on teleman being uh sodom
[878] 1:35:53	so uh that's sort of my um my take on this at the moment i i think the the evidence
[879] 1:35:59	is more against it right now than it is for it uh the shadow turn
[880] 1:36:05	you know um that's such a controversial artifact
[881] 1:36:11	uh i don't think it's the shroud of christ honestly um i think it
[882] 1:36:16	dates pretty reliably to the 13th century a.d um
[883] 1:36:22	now with all that said you know um i hate to be a naysayer here because i think there's really really good
[884] 1:36:29	evidence for for the biblical narrative i think there's excellent evidence for the biblical narrative
[885] 1:36:36	i also think we tend to as christians often get distracted by
[886] 1:36:42	things that are um give us a lot of flash
[887] 1:36:48	that are easy to digest that um don't challenge us
[888] 1:36:56	it would be all too easy to believe that this is sodom it would all be all too easy to believe that this is the shroud
[889] 1:37:01	of jesus christ but i also don't think it's good
[890] 1:37:06	evidence and i think if we are to have say credibility in what we present to the world that we
[891] 1:37:13	have to be rigorous in the evidence we do present and i don't see the rigor here
[892] 1:37:20	i i need to see the rigor i do need to see the that that we've we've we've done this
[893] 1:37:26	the right way and um in in neither the shroud of turin nor the
[894] 1:37:34	sight of sodom i don't think it's it's it's the right way on on either of these artifacts
[895] 1:37:40	so uh thank you very much for the super chat i very much appreciate it again if you want to see it more in detail go to
[896] 1:37:46	the to my community tab and check it out because i do have actually a fairly long
[897] 1:37:53	discussion there on um what i think why i don't think that tel alhaman is
[898] 1:38:00	sodom so anyway thank you very much i really appreciate the super chat
[899] 1:38:06	okay
[900] 1:38:12	murray swe for 50 uh swedish corona thank you very much
[901] 1:38:18	all right thoughts on dune 2021 i'm really looking forward to it uh
[902] 1:38:26	there are some of these things uh i'm not easily convinced okay but some of these things i think are
[903] 1:38:33	like for example i i'm i'm dreading the new lord of the rings uh
