[0] 2:51	Heat. Heat.
[1339] 1:13:33	stick, a feather, and a piece of flint.
[1340] 1:13:39	Yeah, but can you shoot it straight?
[1341] 1:13:50	Yeah, it just uh but that's that's
[1342] 1:13:52	that's the reason is essentially that
[1343] 1:13:55	every everybody could be a slinger.
[1344] 1:13:59	Not everyone could be an archer because
[1345] 1:14:01	as I said archers took skill to make the
[1346] 1:14:04	the make the um
[1347] 1:14:07	um the weapon and skill to practice and
[1348] 1:14:10	use it. So
[1349] 1:14:14	um now not every army preferred
[1350] 1:14:16	slingers. Uh Egyptians did not prefer
[1351] 1:14:20	slingers. They did prefer archers.
[1352] 1:14:23	Uh but also too that archers
[1353] 1:14:27	were um trained to make arrows, their
[1354] 1:14:32	own arrows, their own bows, their own
[1355] 1:14:35	arrow heads.
[1356] 1:14:37	So most archers in uh
[1357] 1:14:40	>> Oh yeah.
[1358] 1:14:43	>> It's very fine art. So in Egypt a lot of
[1359] 1:14:47	archers were um trained in the
[1360] 1:14:52	essentials of archery.
[1361] 1:14:55	So that's typically why um say Egyptian
[1362] 1:14:58	military preferred archers over
[1363] 1:15:00	slingers. Um the and then for also we
[1364] 1:15:07	also have to keep in mind that a lot of
[1365] 1:15:08	archers were part of the chariot corps
[1366] 1:15:12	as well whereas say the infantry in
[1367] 1:15:16	Egypt tended to be more using spears and
[1368] 1:15:18	shields.
[1369] 1:15:19	Spears, shields and if they they um if
[1370] 1:15:23	they were also that poor they there also
[1371] 1:15:25	were some some infantry archers as well.
[1372] 1:15:28	So,
[1373] 1:15:37	>> where's this time stamp?
[1374] 1:15:41	>> 9:15.
[1375] 1:15:45	Uh, common lurker asks, "Did they have
[1376] 1:15:47	people to make the leather for the sling
[1377] 1:15:48	or were the soldiers crafting it
[1378] 1:15:50	themselves?" generally the soldiers
[1379] 1:15:52	would craft their own slings, but once
[1380] 1:15:55	they had the sling, uh, they it didn't
[1381] 1:15:57	generally didn't wear out that that
[1382] 1:15:59	quickly, but it was easy enough once
[1383] 1:16:02	they I mean, I think a lot a lot of
[1384] 1:16:04	those people knew how to tan their own
[1385] 1:16:06	hides anyway.
[1386] 1:16:08	So,
[1387] 1:16:10	so um it wasn't that difficult for um
[1388] 1:16:16	slingers to make their own slings. As I
[1389] 1:16:18	said, it's it's a it's basically a
[1390] 1:16:20	weapon anyone back then could make. So,
[1391] 1:16:29	all right. So, uh hope that helped. Uh
[1392] 1:16:32	thank you for the uh the question.
[1393] 1:16:35	Andrew Guler for 20 bucks. Uh thank you
[1394] 1:16:38	again for that very generous super chat.
[1395] 1:16:41	In one of his lectures, Michael Heiser
[1396] 1:16:43	said that if you assume a 13th century
[1397] 1:16:46	Exodus, nothing in the Bible lines up.
[1398] 1:16:49	Did you ever try to contact him to talk
[1399] 1:16:51	about it? Uh, Michael Heiser and I kind
[1400] 1:16:55	of were like passing ships in the night.
[1401] 1:16:58	We would go, we would pass each other in
[1402] 1:17:01	lectures and in uh on podcasts, but we
[1403] 1:17:06	never actually got to meet. Okay. Now
[1404] 1:17:13	>> yeah, people were trying to get us in in
[1405] 1:17:15	the same room and just couldn't get it
[1406] 1:17:17	done. Um,
[1407] 1:17:20	now you have to kind of understand
[1408] 1:17:26	when when when talks about a 13th
[1409] 1:17:28	century exodus,
[1410] 1:17:31	he has a history here.
[1411] 1:17:34	He was very beholden to David Ro.
[1412] 1:17:38	Okay.
[1413] 1:17:40	Um,
[1414] 1:17:42	he was part of David R's
[1415] 1:17:47	uh,
[1416] 1:17:49	chronology colloquium
[1417] 1:17:51	as a preh early academic
[1418] 1:17:57	and
[1419] 1:18:00	Heiser felt he owed David Ro. Now this
[1420] 1:18:04	happens a lot. This is not uncommon
[1421] 1:18:08	where some unscrupulous guy will try to
[1422] 1:18:12	influence early academics by giving them
[1423] 1:18:15	a place to give their papers and a early
[1424] 1:18:19	publication.
[1425] 1:18:22	So,
[1426] 1:18:25	so Heiser was very double-minded
[1427] 1:18:29	uh about the the Exodus.
[1428] 1:18:33	Um
[1429] 1:18:34	he was he was double-minded about it. He
[1430] 1:18:38	uh would flatter Ro on occasion. Um
[1431] 1:18:45	uh
[1432] 1:18:48	it would give R's revised chronology a
[1433] 1:18:53	crazy amount of benefit of the doubt.
[1434] 1:18:56	>> And there weren't very many people
[1435] 1:18:59	speaking out against Roll. Oh, there
[1436] 1:19:01	were lots of people speaking out against
[1437] 1:19:03	Ro at the time. Oh, yeah.
[1438] 1:19:08	So, I mean, Ro was always a
[1439] 1:19:10	controversial figure in Egyptology.
[1440] 1:19:13	So,
[1441] 1:19:16	>> he wrote well. He just contradicted
[1442] 1:19:18	himself.
[1443] 1:19:18	>> Well, he I mean his I mean it was just
[1444] 1:19:21	his his chronology can't work. Okay.
[1445] 1:19:24	So,
[1446] 1:19:27	so yeah, it's just um
[1447] 1:19:31	uh Heiser was definitely wrong about The
[1448] 1:19:33	Exodus. Okay, I'll say that. Um
[1449] 1:19:38	there were things I think he got right.
[1450] 1:19:40	I think some of his stuff was very
[1451] 1:19:42	inventive. I like some of his stuff. But
[1452] 1:19:45	when it comes to the Exodus, he was dead
[1453] 1:19:47	wrong. But he was wrong because a lot of
[1454] 1:19:50	again he owed way too much to a guy who
[1455] 1:19:53	really didn't deserve to be owed that.
[1456] 1:19:55	So
[1457] 1:20:01	So I hope that helps. Um again we tried
[1458] 1:20:05	to set up a meeting with him. It just
[1459] 1:20:06	never never materialized.
[1460] 1:20:09	But at the same time too some of his
[1461] 1:20:12	stuff he said about the exos was goofy.
[1462] 1:20:14	really really goofy
[1463] 1:20:17	>> is best known
[1464] 1:20:20	and very influential on the
[1465] 1:20:25	>> Council of Gods. Yeah. Yeah. The Council
[1466] 1:20:27	of Gods is really his his forte. Um like
[1467] 1:20:32	like his his lecture on the Exodus and
[1468] 1:20:36	like the first two two or three minutes
[1469] 1:20:38	of it had something like six or eight
[1470] 1:20:40	errors in it. I mean really really bad
[1471] 1:20:43	errors.
[1472] 1:20:45	Um
[1473] 1:20:47	uh like for example he he said uh you
[1474] 1:20:50	know he talked about
[1475] 1:20:54	uh
[1476] 1:20:55	the um this tomb of uh with the relief
[1477] 1:21:00	of this the Asiatics
[1478] 1:21:03	making bricks. Um and he said that the
[1479] 1:21:06	the tomb belonged to a guy called Benny
[1480] 1:21:09	Hassan. But Benny Hassan is in uh the
[1481] 1:21:13	18th century, which is far too early for
[1482] 1:21:15	it to be the Exodus. And it's like, oh
[1483] 1:21:18	no, no, no, no, no. That's the tomb of
[1484] 1:21:20	Rec Marray.
[1485] 1:21:22	Beni Hassan is a place, not a person.
[1486] 1:21:28	That tomb is not at Beni Hassan anyway.
[1487] 1:21:30	It's in thieves.
[1488] 1:21:33	That tomb dates to the uh 15th century,
[1489] 1:21:38	not the 18th century.
[1490] 1:21:41	So, uh
[1491] 1:21:43	Heiser did not always check his sources.
[1492] 1:21:47	He didn't all he wasn't very thorough in
[1493] 1:21:49	some things. Um particularly for some
[1494] 1:21:53	reason when involved the Exodus. I don't
[1495] 1:21:54	know why he had he was so sloppy in that
[1496] 1:21:57	regard, but he was um
[1497] 1:22:01	so
[1498] 1:22:04	um
[1499] 1:22:09	so um but again, you know, he's deceased
[1500] 1:22:12	now, so there's can't really discuss it
[1501] 1:22:14	with him anymore, unfortunately. So any
[1502] 1:22:21	uh dark blade, the name Beni Hassan is
[1503] 1:22:24	transparently that of an Arabic tribe or
[1504] 1:22:26	clan.
[1505] 1:22:28	Yeah, it's a place name though. But it
[1506] 1:22:31	is a place name. Um
[1507] 1:22:34	and it's a place name that's it's a
[1508] 1:22:36	place that's nowhere near thieves.
[1509] 1:22:39	So,
[1510] 1:22:47	all right, let's move on now. Uh, Golden
[1511] 1:22:49	Wind asks, "What sci-fi or fantasy
[1512] 1:22:52	settings, themes, or plots do you think
[1513] 1:22:54	are underexplored, and what are ones
[1514] 1:22:56	that should be given a break?" Um,
[1515] 1:23:03	I would like to see a return to
[1516] 1:23:04	exploring new worlds,
[1517] 1:23:07	new concepts.
[1518] 1:23:09	Um,
[1519] 1:23:11	I'd like to see the exploration of
[1520] 1:23:13	strange new gender stop.
[1521] 1:23:16	Um, it's boring.
[1522] 1:23:19	Really, really boring.
[1523] 1:23:22	Um
[1524] 1:23:26	um
[1525] 1:23:29	things I would like to see explored more
[1526] 1:23:32	is
[1527] 1:23:34	um
[1528] 1:23:35	different age demographics.
[1529] 1:23:40	Older people in sci-fi don't get a fair
[1530] 1:23:43	shake.
[1531] 1:23:44	>> They're the ones
[1532] 1:23:47	>> Yeah. You don't see very 50-year-old
[1533] 1:23:50	anybody in a sci-fi book. It's very
[1534] 1:23:54	rare.
[1535] 1:23:55	>> Um,
[1536] 1:23:56	>> even in military
[1537] 1:23:57	>> Even in military sci-fi. Yeah. Yeah. For
[1538] 1:23:59	some reason, you just don't see even
[1539] 1:24:01	generals being older men.
[1540] 1:24:03	>> All you women from a 20-year-old is an
[1541] 1:24:05	N.
[1542] 1:24:06	>> Yeah. You don't
[1543] 1:24:07	>> get captains. They're certainly not
[1544] 1:24:09	going to get
[1545] 1:24:10	>> Yeah. You don't see men or women in
[1546] 1:24:11	their 50s being portrayed in science
[1547] 1:24:13	fiction. You also don't see married
[1548] 1:24:15	couples in science fiction
[1549] 1:24:18	>> including Orville.
[1550] 1:24:20	>> Yeah, Orville did have that that
[1551] 1:24:21	>> they were separated.
[1552] 1:24:22	>> They were divorced. Yes.
[1553] 1:24:24	>> But
[1554] 1:24:25	>> but yeah, you ve see that very very
[1555] 1:24:28	rarely in science fiction.
[1556] 1:24:31	So science fiction does not as a rule
[1557] 1:24:35	tend to write a lot about married
[1558] 1:24:38	couples.
[1559] 1:24:40	um they don't tend to write about older
[1560] 1:24:42	couples or older older individuals.
[1561] 1:24:46	So like older single people definitely
[1562] 1:24:50	don't see that very often.
[1563] 1:24:55	Yeah. Raging Smurf says you see young
[1564] 1:24:58	people young adults are people in the
[1565] 1:24:59	primes of their lives. You don't see the
[1566] 1:25:01	grizzled man woman in a profession where
[1567] 1:25:04	the less able die young. Yeah.
[1568] 1:25:08	>> Yeah. Well, this is one of the reasons
[1569] 1:25:09	why I tend to write about older people
[1570] 1:25:12	in my books.
[1571] 1:25:14	You know, uh Pierre is is in his 40s.
[1572] 1:25:18	He's in his late 40s. Um Alicia Stripes,
[1573] 1:25:24	you know, when when uh in book two, both
[1574] 1:25:28	of them, Pierre and Alicia, are in their
[1575] 1:25:30	50s at that point.
[1576] 1:25:33	So,
[1577] 1:25:36	so, um, yeah, you don't see a lot of
[1578] 1:25:40	older people in science fiction. It's
[1579] 1:25:42	just, and I hate this, too, when And I
[1580] 1:25:46	And I hate age swapping in science
[1581] 1:25:50	fiction and fantasy. I I really hate it.
[1582] 1:25:54	>> What's that?
[1583] 1:26:00	if you were the main charact
[1584] 1:26:05	IC says, and I hope you don't mind if I
[1585] 1:26:07	call you Icy from now on. Uh because I
[1586] 1:26:09	can't just can't pronounce your name and
[1587] 1:26:11	I don't want to butcher it anymore. If
[1588] 1:26:13	you were the main character, I would
[1589] 1:26:14	watch the whole movie saga Dr. Faulk.
[1590] 1:26:20	Well, I hope so. Um, I'm I'm not much of
[1591] 1:26:23	a uh I'm not much of a movie person, but
[1592] 1:26:27	um I but I I do write lots of of science
[1593] 1:26:32	fiction and I do think that older people
[1594] 1:26:35	should get a good shake at at having the
[1595] 1:26:39	uh at being good characters cuz I one of
[1596] 1:26:43	the things I like about older characters
[1597] 1:26:47	as opposed to say young characters,
[1598] 1:26:50	I
[1599] 1:26:52	Young characters
[1600] 1:26:56	um
[1601] 1:27:00	are incomplete characters in a different
[1602] 1:27:04	way than older characters are
[1603] 1:27:06	incomplete. You always want an
[1604] 1:27:08	incomplete character when you start a a
[1605] 1:27:10	a story because you want every every
[1606] 1:27:13	character to grow in a certain way.
[1607] 1:27:17	There's too many ways a a young
[1608] 1:27:21	character can grow
[1609] 1:27:24	in such a way that it kind of feels
[1610] 1:27:26	disorganized or or a little scattered.
[1611] 1:27:31	Whereas an old character, they tend to
[1612] 1:27:33	know what they want. They have goals.
[1613] 1:27:36	They know how to get it. And
[1614] 1:27:41	I think that with an older character,
[1615] 1:27:45	when they come into whatever their
[1616] 1:27:49	completion is, it tends to have more
[1617] 1:27:52	gravitas and meaning.
[1618] 1:28:02	Uh, Darkling goes, I'll record a video
[1619] 1:28:05	on how to pronounce their name and post
[1620] 1:28:06	it on Discord for you. Dr. Don't bother.
[1621] 1:28:09	Don't bother. Um, Mrs. Producer is a
[1622] 1:28:12	Spanish speaker and um, she's tried to
[1623] 1:28:15	coach me on this. I'm not going to get
[1624] 1:28:17	it. I'm just not going to
[1625] 1:28:19	>> It's too many languages and I and it's
[1626] 1:28:21	not one I'm I'm very good at. So, it's
[1627] 1:28:23	just I'm just going to have to accept
[1628] 1:28:26	that.
[1629] 1:28:30	Um,
[1630] 1:28:34	Dark Blade goes asks, "Uh, do authors
[1631] 1:28:37	who are themselves old also under
[1632] 1:28:39	represent old people in their writing?"
[1633] 1:28:41	Yes, they do
[1634] 1:28:44	a lot. A lot of older older writers um
[1635] 1:28:49	under represent old people in their
[1636] 1:28:51	writing. And the reason they do is
[1637] 1:28:54	because it's not as exciting for them.
[1638] 1:28:57	they're sort of reliving their younger
[1639] 1:29:00	years. So, it does still tend to get
[1640] 1:29:03	under represented even if uh they tend
[1641] 1:29:07	to be more mature writers. Now, that's
[1642] 1:29:09	not true of every writer. Some writers
[1643] 1:29:12	um as they grew old uh really sort of
[1644] 1:29:15	embrace their age like Hemingway. He he
[1645] 1:29:18	would really he really did embrace uh
[1646] 1:29:21	older characters
[1647] 1:29:24	often old and nasty pretty well. Yeah.
[1648] 1:29:27	Well,
[1649] 1:29:28	>> put up with the crap. We just
[1650] 1:29:30	people
[1651] 1:29:32	>> but um
[1652] 1:29:35	uh raising SMS goes young characters
[1653] 1:29:37	tend to twist and bend and contort from
[1654] 1:29:39	pressure while the old are more from the
[1655] 1:29:42	previous experiences in life. It gets
[1656] 1:29:44	set as uh it sets a bit of a guardrail
[1657] 1:29:46	on trajectory of their arcs. Yeah,
[1658] 1:29:49	exactly. Yeah. So,
[1659] 1:29:53	so I hope that helps. Um,
[1660] 1:29:57	so that's what I'd like to see. I'd like
[1661] 1:29:58	to see more older characters in sci-fi
[1662] 1:30:01	and fantasy. I'd like to see more um
[1663] 1:30:04	less exploration of gender and more real
[1664] 1:30:10	uh interesting uh world building.
[1665] 1:30:14	Like I'd love I'd love to see good
[1666] 1:30:16	interesting economies.
[1667] 1:30:21	Well, uh, that's one of the things that
[1668] 1:30:22	was, um, pointed out about, um, Egg
[1669] 1:30:25	Hunter,
[1670] 1:30:27	you know, that was, uh, the carrot based
[1671] 1:30:30	economy.
[1672] 1:30:32	The reviewer really thought that was
[1673] 1:30:34	interesting because it wasn't, it had an
[1674] 1:30:37	internal consistency. It was something
[1675] 1:30:40	that drove the game forward.
[1676] 1:30:42	So, I'd like to see, you know, more
[1677] 1:30:45	interesting economies,
[1678] 1:30:47	interesting types of um suppositional
[1679] 1:30:51	militaries, you know, basically things
[1680] 1:30:53	like that. Um I'd like to see less of
[1681] 1:30:56	the wandering space hobo.
[1682] 1:31:00	Um I don't it's not interesting to me
[1683] 1:31:03	because I've seen it too often.
[1684] 1:31:06	I'd like to see um just
[1685] 1:31:11	more
[1686] 1:31:13	challenging of of of ideas and concepts.
[1687] 1:31:17	So,
[1688] 1:31:19	I hope uh I hope that helps. Uh thank
[1689] 1:31:22	you for the question. Appreciate it.
[1690] 1:31:25	Andrew Guler for $20. Thank you for the
[1691] 1:31:27	super chat.
[1692] 1:31:29	Isaiah 13:17-19 says the Mes will attack
[1693] 1:31:32	the city of of Babylon. Historically,
[1694] 1:31:35	they attacked the city of Opus, not
[1695] 1:31:36	Babylon. Thoughts on the contradiction?
[1696] 1:31:39	Let's look at the text because I think
[1697] 1:31:41	the text will sort that out.
[1698] 1:31:46	Okay. Isaiah
[1699] 1:31:49	13
[1700] 1:31:52	17.
[1701] 1:31:54	Here's the the text reads, "Behold, I'm
[1702] 1:31:57	going to stir up the mess against them
[1703] 1:32:00	who will not value silver or take
[1704] 1:32:02	pleasure in gold, and their bows will
[1705] 1:32:04	mow down young men. They will not e even
[1706] 1:32:07	have compassion on the fruit of the
[1707] 1:32:09	womb, nor will they eye uh pity
[1708] 1:32:12	children." Okay, up to this point here,
[1709] 1:32:15	verses 17 and 18, it's not talking about
[1710] 1:32:17	the city of Babylon, just the
[1711] 1:32:19	Babylonians.
[1712] 1:32:21	it. But verse 19 says, "And Babylon, the
[1713] 1:32:26	beauty of the kingdoms, the glory of a
[1714] 1:32:28	Calaldian's pride will be as when God
[1715] 1:32:31	overthrew Sodom and Gomorrah."
[1716] 1:32:35	Now, it doesn't say here that the Mes
[1717] 1:32:40	will attack Babylon.
[1718] 1:32:43	What it does say is that it will be as
[1719] 1:32:47	when God overthrew Sodom and Gomorrah.
[1720] 1:32:52	God didn't send anyone to attack Sodom
[1721] 1:32:55	and Gomorrah. It was just rendered,
[1722] 1:33:00	destroyed
[1723] 1:33:02	in an instant,
[1724] 1:33:05	in a basically in in the blink of an
[1725] 1:33:07	eye, more or less.
[1726] 1:33:10	And that's what how how Babylon
[1727] 1:33:12	essentially fell
[1728] 1:33:14	was that the Mes infiltrated the city
[1729] 1:33:18	and basically took it
[1730] 1:33:21	without much without a really an attack.
[1731] 1:33:27	The city was overthrown without a fight
[1732] 1:33:32	on that and like woke up and it was just
[1733] 1:33:36	like we won.
[1734] 1:33:38	>> Yeah, it was over. It was over in a
[1735] 1:33:40	night.
[1736] 1:33:42	>> Yeah. They went through they went
[1737] 1:33:43	through the sewages sewage system. Yeah.
[1738] 1:33:46	The uh the dot system.
[1739] 1:33:50	>> Yeah.
[1740] 1:33:50	>> They were relying on their well-kept
[1741] 1:33:52	gate.
[1742] 1:33:53	>> Yeah.
[1743] 1:33:54	>> So the enemy just said, "Oh, we'll
[1744] 1:33:56	bypass that. You did you did block the
[1745] 1:33:58	gate really well. We'll ignore that."
[1746] 1:34:00	>> Yeah. To a different
[1747] 1:34:02	>> No, they didn't siege the walls of
[1748] 1:34:03	Babylon. And nothing here says that they
[1749] 1:34:05	attacked Babylon.
[1750] 1:34:08	Nothing here says that at all.
[1751] 1:34:17	So, hope that helps. Uh because again
[1752] 1:34:22	again just a a a critical reading of the
[1753] 1:34:25	text can often sort of um welay a lot of
[1754] 1:34:30	these um these critiques because again
[1755] 1:34:34	if the text doesn't claim it we
[1756] 1:34:37	shouldn't claim it either. And in here
[1757] 1:34:41	never claims that Babylon would be
[1758] 1:34:43	attacked, only that
[1759] 1:34:46	the the Babylonians would be attacked.
[1760] 1:34:50	And the attack of the city of Opus would
[1761] 1:34:53	fulfill that role. The fall of Babylon,
[1762] 1:34:57	well, that's just it being overthrown.
[1763] 1:35:00	So,
[1764] 1:35:06	uh, AJ Higgins asks, "Didn't the M bees
[1765] 1:35:09	and Persians attack Babylon eventually?"
[1766] 1:35:12	Only in in the only in the sense that
[1767] 1:35:14	they invaded it. Uh they it was almost a
[1768] 1:35:19	bloodless takeover almost except they
[1769] 1:35:22	killed a lot of soldiers but essentially
[1770] 1:35:24	the Mes uh and the Persians snuck in and
[1771] 1:35:29	basically killed basically everybody uh
[1772] 1:35:33	all all all the high ranking officials
[1773] 1:35:36	uh the the high ranking officials the uh
[1774] 1:35:40	um
[1775] 1:35:42	um the guards all that. So,
[1776] 1:35:47	so I wouldn't say it was a an attack as
[1777] 1:35:50	much as it was a takeover.
[1778] 1:35:53	So,
[1779] 1:35:54	um it's more along those lines. There
[1780] 1:35:57	was no siege as it were.
[1781] 1:36:03	Okay. Well, let's move on here.
[1782] 1:36:08	Uh here
[1783] 1:36:15	save that for later here. Uh Stri Herb
[1784] 1:36:18	asks uh for $5. Thank you for the super
[1785] 1:36:20	chat.
[1786] 1:36:21	There seems to be so many battles ahead
[1787] 1:36:23	for Christians. How do you stay focused
[1788] 1:36:25	on your goals, Doc, amidst all these
[1789] 1:36:28	distractions?
[1790] 1:36:29	You don't let it distract you. Uh you
[1791] 1:36:33	weigh I'll say this. Um,
[1792] 1:36:37	if you have a YouTube channel, there's a
[1793] 1:36:39	lot of people out there that want to
[1794] 1:36:40	distract you, okay? They're clout
[1795] 1:36:43	chasing.
[1796] 1:36:45	Uh, they're in a um a they're little
[1797] 1:36:50	puppies trying to be alpha wolves. Um,
[1798] 1:36:54	they're they're trying to to to show
[1799] 1:36:56	their their big tough atheists. You just
[1800] 1:37:00	don't let that distract you from what
[1801] 1:37:04	you want to what you want your goals to
[1802] 1:37:07	be. In my case, my goal is to do a lot
[1803] 1:37:10	of writing, to produce a lot of
[1804] 1:37:12	research, to to to write books.
[1805] 1:37:17	So for me, if I get involved with all
[1806] 1:37:20	those little petty disputes and and and
[1807] 1:37:24	tit fortat name calling,
[1808] 1:37:27	it's a waste of time.
[1809] 1:37:29	It doesn't benefit me in any way. Yeah,
[1810] 1:37:33	I might win, but you know, it doesn't
[1811] 1:37:36	resolve anything.
[1812] 1:37:38	So
[1813] 1:37:40	So you got to you got to pick your
[1814] 1:37:42	battles. Some battles are worth
[1815] 1:37:44	fighting, some are not. And if it's not
[1816] 1:37:47	worth fighting, it's just not worth it.
[1817] 1:37:52	So
[1818] 1:37:54	>> people are just doing it.
[1819] 1:37:58	>> A lot of them are
[1820] 1:38:01	>> Yeah. You know, a lot of them a lot of
[1821] 1:38:03	those people are are just seeking
[1822] 1:38:04	attention and you don't want to give
[1823] 1:38:05	them that. It doesn't do you good. It
[1824] 1:38:08	doesn't do them good.
[1825] 1:38:09	>> If you ignore them, they'll
[1826] 1:38:16	So,
[1827] 1:38:21	you know, if they want that victory,
[1828] 1:38:23	they can have it because it's not worth
[1829] 1:38:25	anything.
[1830] 1:38:27	You know, I'd much rather, as I say,
[1831] 1:38:29	write books. Write books, publish books,
[1832] 1:38:32	write articles, publish articles, you
[1833] 1:38:34	know, do stuff that's actually
[1834] 1:38:36	significant, important, and builds
[1835] 1:38:39	builds up the kingdom and builds me up.
[1836] 1:38:42	you know, why would I want to do
[1837] 1:38:45	something that doesn't build up anybody
[1838] 1:38:50	really?
[1839] 1:38:52	So, you know, you shouldn't waste your
[1840] 1:38:53	time on that stuff.
[1841] 1:38:59	>> Yeah, we are very selective on popcorn
[1842] 1:39:01	rev video. It was because of that. We
[1843] 1:39:03	don't just popcorn anything. You know,
[1844] 1:39:06	>> we all different.
[1845] 1:39:09	Well, we we do it when there's an
[1846] 1:39:11	educational purpose involved. Okay?
[1847] 1:39:14	There has to be something educational to
[1848] 1:39:16	a popcorn review before we take it on.
[1849] 1:39:19	So,
[1850] 1:39:22	um I think I think that's one of those
[1851] 1:39:24	things that we just again keep in mind
[1852] 1:39:26	that while it may come off sometimes
[1853] 1:39:29	that we are flippant about these things
[1854] 1:39:31	and we really aren't because our time is
[1855] 1:39:34	precious.
[1856] 1:39:36	We realize there's only a certain number
[1857] 1:39:38	of hours in a day. And I could put that
[1858] 1:39:40	towards building things up or I can put
[1859] 1:39:44	it towards tearing things down. I'd
[1860] 1:39:46	rather build things up. So,
[1861] 1:39:57	what videos?
[1862] 1:40:02	Uh, AJ Higgins asks, "What videos would
[1863] 1:40:05	you like to popcorn review but can't do
[1864] 1:40:08	uh can't do because of copyright
[1865] 1:40:10	concerns?" Oh, there's a lot of them.
[1866] 1:40:12	Um,
[1867] 1:40:15	the Ten Commandments. I'd love to
[1868] 1:40:17	popcorn review that to show how good it
[1869] 1:40:20	is.
[1870] 1:40:21	Can't do it. Uh we've tried to strip
[1871] 1:40:24	that one down to just the bare minimum
[1872] 1:40:26	and it can't be done. Uh the the
[1873] 1:40:29	copyright ID detection system is just
[1874] 1:40:32	too good on YouTube for it. Uh anything
[1875] 1:40:35	from A&E Entertainment, which includes
[1876] 1:40:37	like ancient alien stuff, can't do that
[1877] 1:40:39	either for the exact same reasons. Um,
[1878] 1:40:45	anything with the slightest bit of uh
[1879] 1:40:48	that will trigger the AI detection
[1880] 1:40:50	system is just sort of off limits.
[1881] 1:40:55	Dark blade can't even stick figure that
[1882] 1:40:57	one. Well, the Ten Commandments is is
[1883] 1:41:00	exceptionally difficult to review uh
[1884] 1:41:03	just because again it's there's so much
[1885] 1:41:05	has that's been put into the protection
[1886] 1:41:08	of that.
[1887] 1:41:09	Um,
[1888] 1:41:11	so, uh, even, you know, we've even found
[1889] 1:41:15	that like for example, the the mummy,
[1890] 1:41:18	like the 1930
[1891] 1:41:20	something one, I think it's 1932 mummy,
[1892] 1:41:23	it's still vigorously
[1893] 1:41:27	um, copyright defended.
[1894] 1:41:30	So, we can't even do that one.
[1895] 1:41:34	Uh, so
[1896] 1:41:39	I see Pam versus Dus. Hey, I like the
[1897] 1:41:42	stick figure version you made of ancient
[1898] 1:41:44	aliens.
[1899] 1:41:48	Oh yeah, we had to change the dialogue.
[1900] 1:41:50	We had to change the the the pictures.
[1901] 1:41:53	We had Oh my gosh, it was so so much
[1902] 1:41:56	work to do that.
[1903] 1:41:58	>> We did three different versions of
[1904] 1:41:59	>> Yeah, we did three different versions of
[1905] 1:42:01	that to get it past the uh
[1906] 1:42:04	>> We sit on the the front. We sit on the
[1907] 1:42:06	front. is in education.
[1908] 1:42:08	>> Yeah, that didn't matter.
[1909] 1:42:09	>> Quoted that.
[1910] 1:42:13	>> Yeah, we even appealed that and we
[1911] 1:42:14	couldn't get it through.
[1912] 1:42:15	>> The stick figure version actually worked
[1913] 1:42:18	out better.
[1914] 1:42:18	>> Yeah, the stick figure version was a lot
[1915] 1:42:21	more hilarious in the long run, but I
[1916] 1:42:23	wouldn't want to do it again.
[1917] 1:42:24	>> And that's where we got the mana machine
[1918] 1:42:26	for our mana.
[1919] 1:42:27	>> Yeah, that is where we got the mana
[1920] 1:42:29	machine from.
[1921] 1:42:31	We had to make our own mana machine
[1922] 1:42:32	though. That's our model. But uh yeah,
[1923] 1:42:35	it was it was really bad. Uh
[1924] 1:42:40	>> popular with coverage of topics related
[1925] 1:42:42	to ancient Egypt and the
[1926] 1:42:46	>> All right, let's move on here.
[1927] 1:42:49	>> That could be a topic.
[1928] 1:42:51	>> Uh next question is from Golden here. Uh
[1929] 1:42:55	any literary techniques from the Bible
[1930] 1:42:56	that could be used more in one's own
[1931] 1:42:59	fiction?
[1932] 1:43:00	Uh
[1933] 1:43:03	well the the techniques in the Bible
[1934] 1:43:06	that literary techniques are basically
[1935] 1:43:08	literary techniques that are used
[1936] 1:43:09	everywhere anyway. You know this is not
[1937] 1:43:12	something that's unique to the Bible.
[1938] 1:43:13	These are techniques that are used in
[1939] 1:43:16	literature in general. Now there's some
[1940] 1:43:19	that are more specific to ancient
[1941] 1:43:21	literature uh uh like um kasm. You know,
[1942] 1:43:27	you could use kiasm. Uh that that could
[1943] 1:43:29	probably be used a little more
[1944] 1:43:31	structurally in in modern fiction, but
[1945] 1:43:34	it doesn't really need to either. Um
[1946] 1:43:37	because modern fiction tends to be more
[1947] 1:43:39	asymmetrical
[1948] 1:43:40	and kasms tend to be symmetrical in in
[1949] 1:43:43	weighing. But at the same time too, you
[1950] 1:43:47	know, things like reflection could be
[1951] 1:43:49	used where you have a a inflection
[1952] 1:43:51	point. you go up to say your climax and
[1953] 1:43:54	inflected that point and then go back
[1954] 1:43:57	and basically repeat the same thing in
[1955] 1:43:58	the opposite direction. Um, and fibly
[1956] 1:44:01	could be used. That's that tends to be
[1957] 1:44:04	more uh common in biblical text than in
[1958] 1:44:07	fiction. Um, but you know, most of that
[1959] 1:44:10	stuff most of the same literature
[1960] 1:44:13	literary techniques you find in the
[1961] 1:44:14	Bible you do find in modern literature.
[1962] 1:44:17	It's it's actually uncanny how many how
[1963] 1:44:20	much of literary techniques that the
