[0] 0:00	[Music] foreign
[460] 53:30	now here's what I'm going to say about this these two passages one of them has probably a textual
[461] 53:39	amendation in it or error copy of stairs is is likely
[462] 53:44	we just don't know which one it is the first king passage has 40 000 stalls
[463] 53:51	the second the second chronicles passage has four thousand both have the same number of Horsemen which is twelve
[464] 53:57	thousand okay now do I think the 40 here is an idiom
[465] 54:03	it could have been written as an idiom that's possible
[466] 54:09	especially if what you're going to take out of this is and there's also an interpretive
[467] 54:14	matter too okay so the Forty thousand
[468] 54:21	it seems like a very inflated number especially for a small Kingdom like Israel
[469] 54:28	so forty thousand would be over the top
[470] 54:33	even even four thousand is a very very sizable number for chariots
[471] 54:39	you would you would have the equivalent of 2 000 chariots here okay now when you
[472] 54:45	compare that to say the Egyptian Army at its height that probably had about five
[473] 54:52	six thousand chariots under romsey's the second you're talking a lot of Chariots here
[474] 55:02	is it conceivable that that Israel had twenty thousand chariots
[475] 55:07	probably not two thousand more reasonable yeah two
[476] 55:13	thousand it could be but it would still be a lot of expense and manpower to to
[477] 55:19	afford that now the other thing we can the other interpretive matter about
[478] 55:26	these two passages is we are talking about something in the thousands that word LF
[479] 55:32	which we have talked about before on this channel which can not just only mean thousand but it also means it also
[480] 55:38	can mean say uh division plan
[481] 55:43	contingent so if you had say 40 divisions of
[482] 55:50	Chariots yeah or 12 divisions of Horsemen
[483] 55:58	you know then that number becomes a lot more reasonable so when we talk about this
[484] 56:04	we're going to have to sort of look at this week we can't be really sure which one
[485] 56:10	is the right reading whether it's the 40 000 or the four thousand
[486] 56:15	because we can't really be sure what's meant here according to by elif
[487] 56:21	so with that said we have to be a little more open here to to possibilities
[488] 56:30	there does seem to be a textual error I mean although you could say I mean you could even compatibilize this by saying
[489] 56:36	okay you had four divisions but say 40
[490] 56:42	um or 40 divisions and 4 000 horses I mean that's that would be compatible
[491] 56:48	you know with each division having say a hundred chariots okay so you could make
[492] 56:53	them compatible that way I wouldn't recommend that I think I think a scribal error is is much more
[493] 57:00	um much more likely here than a compatibilism
[494] 57:08	between the two verses and and there are scribal errors in in these texts so you know I I don't think
[495] 57:15	that's an unreasonable thing to say but with that said
[496] 57:22	I do think that there are uh because we are uncertain whether it's the numerical
[497] 57:29	thousand or a division of Chariots getting exact numbers here is always
[498] 57:35	going to be dicey I don't think that the 40 here is ex is
[499] 57:40	an idiom per se although if an idiomatic reading
[500] 57:46	is correct and say uh First Kings one if that's the original reading
[501] 57:52	then it is very very would be very idiomatic I mean it would be that would
[502] 57:58	be the put essential you know an unknown number of divisions of horses and say 12
[503] 58:05	divisions of Horsemen no that's it's a it's a possible reading
[504] 58:10	in this and 12 divisions of of Horsemen you know wouldn't be unlikely either because one
[505] 58:18	from each tribe of Israel there's your you got a complete set of Horsemen at
[506] 58:24	that point so it could be it's it's it is possible
[507] 58:33	that the 40 idiom is being used here it's it's we can't exclude it we can't
[508] 58:38	exclude that as a possibility at the same time too we also can't exclude the possibility scribal error
[509] 58:44	also because we just don't have enough information to tell one way or the other
[510] 58:49	so it's a this is a tough problem there's no easy answers for this one
[511] 58:55	uh thank you very much for the Super Chat I hope that sort of at least helped to explain some of the issues between
[512] 59:01	these two texts thank you very much for the Super Chat and very much appreciated
[513] 59:07	okay next one here is from Daniel Ray
[514] 59:13	for 9.99 thank you very much for the Super Chat he says in Second Kings 17 9
[515] 59:19	what were the secret things the people in Israel did against the Lord
[516] 59:24	were there some secret rituals going on well let's go to the text and find out
[517] 59:33	so Second Kings
[518] 59:38	17. nine
[519] 59:44	all right this is this is interesting this is I like I like this question I like this
[520] 59:49	question a lot this one's this one this one's really interesting
[521] 59:54	and if I started reading at verse 9 and I will read
[522] 59:59	to verse 11. oh I'll go to 12 actually and the sons of Israel did things
[523] 1:00:06	secretly which were not right against the Lord their God moreover they
[524] 1:00:12	built for themselves high places in all their towns from Watchtower to fortified
[525] 1:00:17	City for they set for themselves sacred pillars and asherim on every High Hill
[526] 1:00:24	under every Green Tree and there they burned incense on all the high places as
[527] 1:00:30	the a Nations did which the Lord had carried away to Exile before them
[528] 1:00:36	and they did Evil things provoking the Lord and they served Idols concerning which
[529] 1:00:42	the Lord had said to them you shall not do this thing
[530] 1:00:47	okay now secret things let's talk about secret
[531] 1:00:54	things because that is a religiously loaded word really loaded
[532] 1:01:01	okay when we look at say Egyptian ritual as a
[533] 1:01:07	point of comparison there is something called
[534] 1:01:13	uh in the Egyptian ritual they call these
[535] 1:01:19	it's the secret practices uh if you go to Denver Temple there's a
[536] 1:01:26	chamber underneath the temple that's elaborately decorated in Alabaster it's
[537] 1:01:33	actually physically underneath the temple it's called the Chamber of Secrets in
[538] 1:01:39	Egyptian and it's called this Chamber of Secrets
[539] 1:01:44	because that's where the most secret private rituals were done and usually
[540] 1:01:52	for say things like such as uh inauguration of idols and Priests and
[541] 1:01:59	all that okay yeah I know it sounds a lot very well chamber Secrets sounds very loud
[542] 1:02:05	Harry potter-ish okay I get that okay he was called that
[543] 1:02:16	so uh um but you had some priests who went by
[544] 1:02:23	the the names like that the the priest of the secrets
[545] 1:02:28	and these were priests that performed these private rituals and they did it in darkness and to in in
[546] 1:02:37	places nobody could see okay so the idea of of of people doing
[547] 1:02:44	these rituals before their idols
[548] 1:02:50	was a common practice in the ancient near East
[549] 1:02:55	now some texts will will especially when you get sort of a more into Hellenistic
[550] 1:03:01	times they'll call these more Mysteries than Secrets but in ancient times like the late Bronze
[551] 1:03:06	Age they're still calling them secrets so what we have in the text here
[552] 1:03:13	is they're doing these things in secret that are not right against the Lord their God
[553] 1:03:21	and the whole context here is about religious practices they verse nine they built for
[554] 1:03:27	themselves high places in all their Towns now a high place is aberrant Yahweh worship
[555] 1:03:35	a high place is where they've they've basically set a temple not necessarily
[556] 1:03:42	geographically High but high in the sense of being being elevated to a god
[557] 1:03:50	so it's not a high as an elevation but it's it's a say it's high in elev in in
[558] 1:03:55	respect to approaching the divine
[559] 1:04:01	yeah a lot of people think they're literal high places but they weren't okay any Chapel could be a high place
[560] 1:04:08	but a high place is aberrant Yahweh worship but it's what they did at that those
[561] 1:04:14	sites of Yahweh worship that sort of were detestable verse 10 and they set for themselves
[562] 1:04:21	sacred pillows and asherah ashram which are ashra poles on every high hill and
[563] 1:04:27	under every Green Tree so they're setting up astral pools all over the place
[564] 1:04:32	and they built all uh incense on all those high places as the Nations did which the Lord carried away into exile
[565] 1:04:40	and they served idols so what was happening in these high places
[566] 1:04:46	was they were not just doing rituals to Yahweh they were adding other stuff
[567] 1:04:53	into other secret practices they were setting up ashra polls
[568] 1:05:00	they were burning incense they were setting up aisles right so you
[569] 1:05:06	know alongside uh Yahweh they were also also worshiping the idol of ball or reschef or whoever whichever Idol uh
[570] 1:05:14	that struck their fancy so
[571] 1:05:19	that was what's going on in this text is they are practicing the secret
[572] 1:05:25	religious rituals of these various cults
[573] 1:05:30	alongside a Yahweh that breaks that breaks the Commandment you shall have no other gods literally
[574] 1:05:38	in my face so there are literally putting idols and
[575] 1:05:44	ashra right beside supposed worship of Yahweh
[576] 1:05:50	so that's why the Lord is coming out and saying hey you know this is not cool
[577] 1:05:56	this these you're doing these things against me because you know the Commandments you know the law and you
[578] 1:06:02	should know better so anyway I hope that helped thank you very much for the Super Chat very much
[579] 1:06:08	appreciated and it's a very very interesting question
[580] 1:06:17	all right our next Super Chat here is from Billy mingan for ten dollars thank you very much for Super Chat
[581] 1:06:23	good evening Dr Phil well good evening Billy Tahoma said to have been derived from
[582] 1:06:29	Tiamat by modern Scholars yeah many modern Scholars still hold this but could temptu the deep in Babylon be
[583] 1:06:36	a better candidate thanks I haven't looked up time 2
[584] 1:06:42	I don't see anything Prima fascia that would disregard it it could be a better
[585] 1:06:47	candidate we do have certain things certain
[586] 1:06:52	say things like uh Yom the sea being
[587] 1:06:58	deified in say Canaanite literature
[588] 1:07:03	or or you know the storms or that sort of things there are these physical
[589] 1:07:10	manifestations that are stay
[590] 1:07:17	personified and elevated to deity within these
[591] 1:07:22	cultures so I don't I can't see any reason to Discount this idea immediately
[592] 1:07:28	now I'd have to look it up in the Acadian to see if the two are
[593] 1:07:33	linguistically compatible I haven't done that work so I don't know for sure but
[594] 1:07:39	it is possible and I wouldn't rule it out so but it would take it would take uh
[595] 1:07:44	going through say the uh CAD to
[596] 1:07:50	to figure out the etymology and see if the etymology actually works but again would not rule it out uh off
[597] 1:07:57	the top of my head I can't see any reason to rule it out immediately and it is possible that it could be a
[598] 1:08:04	better candidate so anyway uh thank you very much for the Super Chat very very much appreciate it
[599] 1:08:18	okay okay the next Super Chat here
[600] 1:08:29	is either from I think it's Oz or Os I'm not sure which one it is here because you've got two capitals here so
[601] 1:08:36	uh for ten dollars thank you very much for the super chat if you want to put into the live stream which way to
[602] 1:08:42	pronounce this would would love this okay because I want to make sure I get
[603] 1:08:47	people's names right and he asks or she asks
[604] 1:08:53	what was the furthest away land the ancient Egyptians would have known about
[605] 1:08:59	would they have known about Persia before being conquered India China
[606] 1:09:05	Europe other than Greece okay
[607] 1:09:10	Greece they knew very early we do actually have have evidence that
[608] 1:09:17	there was trade going on between Greece and Egypt as early as Dynasty 11.
[609] 1:09:23	while it doesn't appear uh the names for Greece like keftu do not appear in
[610] 1:09:29	Egyptian texts until the New Kingdom we have trade goods from the Greek
[611] 1:09:35	archipelago that SSA dates to the 11th Dynasty so
[612] 1:09:42	uh Daniel Greece very early Europe yes
[613] 1:09:47	uh and particularly we also we have evidence that they knew
[614] 1:09:54	about um uh what's it called the attack um
[615] 1:10:03	etruskins in Italy because there are Etruscan Craftsmen
[616] 1:10:10	that worked on some of the our uh some of the objects of King Tut
[617] 1:10:17	like for example there's a metal uh technique that's that's that's a very
[618] 1:10:22	very particular to the Etruscans which is granulation
[619] 1:10:29	yeah we saw the dragger yes uh King Tut has a very very famous dagger
[620] 1:10:35	that has granulation on the handle now granulation is a really difficult
[621] 1:10:42	metal technique to master really difficult
[622] 1:10:48	and the only ones okay on S okay good
[623] 1:10:54	um so that granulation was only Mastered by
[624] 1:11:02	Etruscan Craftsman we also have evidence that in the so so
[625] 1:11:08	they had some ties to Italy so in the by by the 18th Dynasty there
[626] 1:11:13	were some ties to Italy there's also some connection with tarshish
[627] 1:11:22	which is actually Spain on say the West Coast this is the coast that's actually on the Atlantic side
[628] 1:11:30	there were some Egyptian scarabs New Kingdom scarabs discovered there
[629] 1:11:36	so they do seem to have been aware of at least uh trade connections going all the
[630] 1:11:43	way to Spain on that site okay now with that said okay so that's that's
[631] 1:11:51	sort of the western the Northwestern extreme of what they would have had contact with is Greece Italy and Spain
[632] 1:12:03	on say the South the farthest they would have gotten is
[633] 1:12:08	punt and that's in Sudan okay that's in Sudan
[634] 1:12:14	so that's as far as they got Southward is Sudan
[635] 1:12:21	to the east this is where things sort of get fuzzy okay
[636] 1:12:28	were they aware of Mesopotamia absolutely absolutely they were totally aware they
[637] 1:12:33	actually had diplomatic relations with with balwan and Assyria
[638] 1:12:39	so the Egyptians had had diplomatic relations with both they had diplomatic relations with
[639] 1:12:45	turkey so they were the kings of the amarna
[640] 1:12:51	period were sending letters to Mesopotamia to the kings of Mesopotamia
[641] 1:12:57	uh kadash II was was one of the kings that Akhenaten had diplomatic
[642] 1:13:04	relationships with
[643] 1:13:11	we don't know if there's a late Egyptian word for India now we do know they were trade routes that
[644] 1:13:20	went to India how do we know this cloves have been found in the Tomb of King Tut
[645] 1:13:27	so given that there's cloves found in the Tuma King Tut they must have had some trade relationship with India
[646] 1:13:35	we also find Silk that dates to the reign of Ramses III so a couple dynasties later
[647] 1:13:41	uh Dynasty 20 we find Silk
[648] 1:13:46	so for that they would have gone to China now were the Egyptians aware that their
[649] 1:13:53	Traders had gone to India or China we don't know
[650] 1:13:58	but there is a trade route at least that connects
[651] 1:14:04	uh Egypt to China that's one of the things we were
[652] 1:14:09	actually coming to understand now that we didn't understand let's say 50 years ago how extensive these trade routes have
[653] 1:14:16	become they're incredibly vast incredibly extensive
[654] 1:14:23	and it could be that that you know the trading with one says set of traders who
[655] 1:14:28	trades with another set of Traders whose trades with no set of Traders and there might not be this you know set number
[656] 1:14:35	one may not be aware of where set number three is coming from but they're meeting in the middle and they're trading their goods
[657] 1:14:43	entirely possible so you know we don't know exactly how
[658] 1:14:50	far the Egyptian concept of the world expanded but we do know that they were aware that
[659] 1:14:58	it was bigger out there you know they were not that insular that they were not so insulin that they
[660] 1:15:04	didn't know that there was a big Basque world out there they may not have appreciated how vast
[661] 1:15:12	but they knew it was big and they did have to say have regular diplomatic relations with all the way to
[662] 1:15:19	this as I say to Mesopotamia North into turkey and even South into uh punta into Sudan
[663] 1:15:28	so those were regular trips that the king would have been aware of
[664] 1:15:35	as I said the one to put easily was I mean
[665] 1:15:40	Queen hebshetsu made a huge deal of that one you know she decorated her Temple at dear uh El bakri with reliefs of scenery
[666] 1:15:50	from punt so these kings were aware of all these
[667] 1:15:57	other kingdoms out there yeah she didn't go herself but there
[668] 1:16:03	were a lot of people out there who yeah yeah so there was um there was a lot of
[669] 1:16:11	of trading going on and as I said exchange of diplomatic courtesies as I said at least as far east as as
[670] 1:16:20	Babylon so anyway or end of Syria so I hope that
[671] 1:16:28	answers your question thank you very much for the Super Chat OS very very much appreciate it
[672] 1:16:37	okay our next Super Chat here is for five dollars from Billy ningan thank you very
[673] 1:16:42	much for the Super Chat Dr Falk could the term Mata Rod or staff
[674] 1:16:48	be of Egyptian origin uh Madu possibly
[675] 1:16:54	yeah possibly could this be evidence for the early dating of The Exodus account
[676] 1:17:01	it's possible yeah that's um yeah it's it's a it's a possible etymology
[677] 1:17:09	but there's a lot of of these etymologies in say uh uh the pentateuch
[678] 1:17:15	so you know we've got like uh um you know minerals like lapis that are
[679] 1:17:21	have Egyptian etymologies we have also etymologies of stuff like
[680] 1:17:27	uh baskets you know uh the tab you know that's that comes from an Egyptian word
[681] 1:17:34	taba you know there's uh um the natural
[682] 1:17:42	um the it comes in Hebrew comes from itaru which is the river
[683] 1:17:47	you know both words mean River you know you have the soof comes from the Egyptian we're tooth you know there's
[684] 1:17:53	all these related etymologies that are
[685] 1:17:59	that are derived from Egyptian loanwords so the more that that of these that that
[686] 1:18:07	sort of emerge the more evidence there is for say at least a core account of
[687] 1:18:14	The Exodus that's very very early so one way I hope that helped thank you
[688] 1:18:19	very much to the Super Chat and yeah this is this is very possible so again uh we we just keep looking at
[689] 1:18:27	at the text here and we keep engaging that lexicography and we see what it comes up with
[690] 1:18:32	so anyway thank you very much for the Super Chat very very much appreciated
[691] 1:18:45	okay
[692] 1:18:52	the next Super Chat here is from Captain Seb for five dollars thank you very much for the Super Chat
[693] 1:18:58	if the case for The Exodus is strong then why do the vast majority of scholarship Scholars agree that The
[694] 1:19:04	Exodus did not happen as described in the Bible it's a great question and there's
[695] 1:19:10	several reasons for this uh first is the whole idea that
[696] 1:19:16	of scholarly tradition for over 150 years
[697] 1:19:23	Scholars have been taught that the Bible at least the pentateuch has been was not
[698] 1:19:32	written at the time of Moses that it was something that was crafted
[699] 1:19:37	much much later than say the prophets as as Julian wellhausen was most famous for
[700] 1:19:44	saying uh prophets before pentateuch
[701] 1:19:49	so from from wellhausen's point of view the Israelite prophets took place
[702] 1:19:56	before we're writing before the pentateuch was even informed
[703] 1:20:02	now this is very very interesting considering that the prophets are constantly referring to the Exodus
[704] 1:20:08	so there's a little inconsistency there but you know that never stopped a good theory from keeping its traction
[705] 1:20:17	so you got that but you also have
[706] 1:20:23	the idea that um that biblical minimalism basically
[707] 1:20:30	says that hey you know all the all the stuff that's pretty davidic is myth
[708] 1:20:37	you know the judges is myth Joshua's myth Moses's myth
[709] 1:20:44	the other thing too is that you do have a lot of Sunday school exegesis
[710] 1:20:49	and that's a problem because when I when I when I talk to
[711] 1:20:55	other Scholars about say The Exodus I usually have to correct the record of
[712] 1:21:02	what the text actually says and you know sometimes people ask me
[713] 1:21:08	well you know what's the hardest piece of evidence you have to engage which
[714] 1:21:14	when it comes to debating Exodus and it and it's like well you know there isn't the hard piece of evidence I
[715] 1:21:21	have to engage most of the time what I have to engage is people have either misread
[716] 1:21:28	forgot the contents of the text or have a inflated sense of what the
[717] 1:21:37	text is actually representing so in a sense of kind they're interpreting it through an isogetical
[718] 1:21:44	lens and this is what I mean by Sunday school interpretation Sunday school exegesis is
[719] 1:21:52	they've learned something a rather distorted view of The Exodus in
[720] 1:21:59	Sunday school and now they're professionally interpreting the
[721] 1:22:04	pentateuch using that that conception of
[722] 1:22:11	of The Exodus you know and and frankly too
[723] 1:22:16	you know the movies have not helped this the movies that has showed the Exodus really affirm Sunday school exegesis
[724] 1:22:26	you know the whole idea of of these 400 foot walls of water
[725] 1:22:36	you know I remember I remember when I was uh driving in uh
[726] 1:22:42	uh uh Northern Nevada in the middle of winter we had to go uh visit a lawyer in
[727] 1:22:48	Truckee and in the dead of winter
[728] 1:22:53	oh that was an experience and the snow Banks were 20 feet tall
[729] 1:22:59	you got this winding little narrow Highway with these 20-foot snow Banks
[730] 1:23:04	and you can't see around the corner of those snow Banks three people
[731] 1:23:10	it was terrifying because you couldn't see around the corner and all you saw beside you was
[732] 1:23:17	these these tall walls of snow 20 feet tall
[733] 1:23:23	and there's like straight sides up
[734] 1:23:29	uh look I mean if if you've got a walls of water that are straight up that are
[735] 1:23:34	400 feet tall and you're driving a chariot in the middle of that you are going to be scared out of your
[736] 1:23:40	gourd hey you're gonna get deserters right there
[737] 1:23:45	because that is a terrifying experience no it's not quite like that
[738] 1:23:54	20 feet Yes people will people will drive between walls that are 20 of water
[739] 1:24:00	that are 20 to 40 feet tall they will not drive through walls what are their 400 feet tall
[740] 1:24:08	so the movies have not helped this any also the fact that the wind would be
[741] 1:24:14	impossible uh to divide water that to that that extent is just you know
[742] 1:24:23	again Sunday school exegesis plays fast and loose with the facts
[743] 1:24:28	so again that's what I have to deal with most of the time is that people have not
[744] 1:24:34	read the text they haven't read the text they forgot the text or they've got a a
[745] 1:24:40	image of what the text actually says that has no bearings on say what the
[746] 1:24:45	text actually means a Sunday school exegesis
[747] 1:24:50	so anyway those are the reasons why a lot of Scholars reject the Exodus
[748] 1:24:56	it comes down academic tradition it comes down to biblical minimalism and
[749] 1:25:01	it comes down to for the most part again Sunday school exegesis so anyway thank you very much for the Super Chat very
[750] 1:25:08	very much appreciate it okay uh Nick felstead for ten dollars
[751] 1:25:14	Australian thank you very much the Super Chat in your opinion how are Stones precisely
[752] 1:25:22	cut engineered and placed to form the Great Pyramid of Giza with the limited technology at available at the time was
[753] 1:25:30	it aliens [Laughter] no
[754] 1:25:35	[Laughter] interestingly enough
[755] 1:25:43	the Great Pyramid of of Giza was not constructed alone
[756] 1:25:50	there is actually several satellite pyramids that were constructed at the
[757] 1:25:56	same time as the Great Pyramid these were the Pyramids of the Queens
[758] 1:26:02	one of those pyramids was unfinished and very unfinished
[759] 1:26:11	all it had was the burial chamber hollowed out in in the base Rock
[760] 1:26:18	and one layer of stones around the edge
[761] 1:26:24	and what's really really fascinating about that one layer of stones is
[762] 1:26:31	they're completely unfinished they had done the sides
[763] 1:26:37	so but the surface was completely unfinished
[764] 1:26:44	so they basically started lining them up and making them fit each one next to the
[765] 1:26:50	other and the the outward facing surface was completely rough
[766] 1:26:57	so the way they sort of cut it was that I mean they were using bronze tools
[767] 1:27:03	uh we have the marks and we have the middle um uh stay
[768] 1:27:09	um uh chips you know we find bronze tools at all these quarries so we know they
[769] 1:27:15	use bronze tools they use bronze sauce if you go to Giza you can see the saw marks on the stones
[770] 1:27:23	okay so it wasn't aliens with laser beams and it wasn't sound technology it wasn't anything silly like this they're
[771] 1:27:30	using sauce they're using bronze sauce and as I said we got more than enough examples of those tools to know that
[772] 1:27:36	that's what they were using they had chisels as well so a combination of saws and chisels
[773] 1:27:45	and as I say you can go to Giza today and you can actually see the saw marks you know on the stones
[774] 1:27:53	so so yeah there was a no it was South boxes
[775] 1:28:03	no it wasn't sound foxes [Laughter]
[776] 1:28:09	but yeah they would they would actually lay these Stones rough and then cinch them later
[777] 1:28:15	so that was probably one of the most interesting things that I saw when I was uh at Egypt was in Egypt was on the Giza
[778] 1:28:23	plateaus how much of this was unfinished and really it really was all that
[779] 1:28:31	finishing was left to the end you know they finished just enough of
[780] 1:28:37	the stone to fit the next Stone
[781] 1:28:42	no they were not covered in plaster the pyramids were not covered in plaster
[782] 1:28:48	now there is some suggestion uh basically what they would do is they
[783] 1:28:54	would put the rough Stones first and then they would put casing Stones over them
[784] 1:29:00	and the casing Stones were a fine kind Stone though they could be either really
[785] 1:29:05	really white fine limestone but they could also be like red granite
[786] 1:29:12	like the um the the Pyramid of menkare was actually covered in red granite so it
[787] 1:29:18	was a different color altogether now there's some suggestion that the Ben Ben Stone which is the the pyramid
[788] 1:29:25	Capstone there's a thumb suggestion that one or two of
[789] 1:29:30	these Ben Ben Stones might have actually been covered in gold foil
[790] 1:29:37	but we do have examples of these Bend stones and uh they're generally limestone
[791] 1:29:43	they're generally Limestone though occasionally they'll be black granite uh they are often decorated
[792] 1:29:51	but there's also there's also one record in in Egypt that suggested that they
[793] 1:29:58	were covered in gold foil too or at least some of them were so anyway I hope that answers your
[794] 1:30:04	question thank you very much for the Super Chat very very much appreciate it
[795] 1:30:10	okay next Super Chat here is from Faye of the
[796] 1:30:16	duet for two dollars thank you much to the Super Chat inner Korean the chess uh in the chat labeled with a Q okay
[797] 1:30:26	ah and she says it is the uh fourth month of parrot which is summer
[798] 1:30:34	uh day one in the few days it will be fourth of
[799] 1:30:40	parrot five and the day of chewing onions for best what is your favorite way to have onions
[800] 1:30:48	I am looking for ideas oh oh
[801] 1:30:53	good question ah
[802] 1:31:00	well deep fried the onion rings are always always yummy
[803] 1:31:08	okay I like my onions fried okay uh onion rings oh oh yeah they're good
[804] 1:31:18	oh yeah you can do use uh well uh I mean if you uh can go this way too you can
[805] 1:31:23	always just say fry them and put them on a burger I mean just fried onions are
[806] 1:31:28	just delightful on their own I also like say
[807] 1:31:35	a spring onions uh stay uh stuff like uh
[808] 1:31:43	like these these they're they're green onions and they're great on soups love them on
[809] 1:31:49	soups I used to chop up onions and stick them in ramen
[810] 1:31:54	oh yeah that's yeah green onions in the ramen oh so good so yummo
[811] 1:32:01	I also like like onions uh chopped onions on say Irish potato soup
[812] 1:32:09	now I'm getting hungry for stuff I shouldn't be eating
[813] 1:32:16	but another way I like my onions too is in say beef stroganoff
[814] 1:32:22	which is onions and mushrooms and a mustard sauce a mustard sour cream sauce
[815] 1:32:28	on beef also very very yummy very very yummy
[816] 1:32:36	but yeah the good nice deep fried onion is a beautiful thing beautiful beautiful
[817] 1:32:41	thing so that's that's sort of my onion repertoire here
[818] 1:32:46	uh thank you very much the Super Chat there's a lot of great ways to have onions and uh oh they're beautiful
[819] 1:32:55	so anyway thank you very much for the Super Chat very very much appreciated
[820] 1:33:09	okay I've got a one dollar Super Chat here from Diane Salazar is there is there a
[821] 1:33:18	okay 18 foot only a question
[822] 1:33:23	okay I'm gonna go take a look here
[823] 1:33:29	first question was who do you think and it's notice and where do you think
[824] 1:33:36	actually how much
[825] 1:33:43	okay I'm still looking for it here
[826] 1:33:55	okay uh no I do not oh there they are okay
[827] 1:34:03	and right okay I see it
[828] 1:34:20	right so here's Dean's uh question here which is who do you think is menis and
[829] 1:34:27	where do you think it comes from and essentially how much did Egyptians during the Middle Ages know about
[830] 1:34:34	ancient Egypt and Europeans themselves okay
[831] 1:34:40	us Middle Ages I think you're talking about say the basically after the Roman Empire
[832] 1:34:52	I'll take that second question first and then we'll talk about menis
[833] 1:34:58	Egyptians knew very very little about their history during the Middle Ages
[834] 1:35:04	in fact knowledge of ancient Egypt just Tanked domestically
[835] 1:35:11	as soon as you had say the Islamic occupation in the 7th century
[836] 1:35:19	with Islam there was a forced language conversion
[837] 1:35:25	from say reading the native Egyptian
[838] 1:35:30	a hieroglyphic and demotic to Arabic
[839] 1:35:35	and as this was forced the only phase of the Egyptian language that really survived Beyond
[840] 1:35:43	say the Islamic invasion was a Coptic and much of because of Coptic being more
[841] 1:35:53	of a dialect that was used in Christian areas in Egypt
[842] 1:35:58	the history and the religion of Egypt had not been preserved through Coptic
[843] 1:36:04	writings so you get by the time you get to say the Middle Ages which are about two
[844] 1:36:10	centuries after the Egyptian the Egyptian people had
[845] 1:36:17	forgotten how to read hieroglyphs they'd forgotten how to read demonic and erratic
[846] 1:36:23	and they had no real knowledge of their history anymore we actually have one
[847] 1:36:28	text uh from say I think it's around 150 years after the Islamic conquest of
[848] 1:36:37	Egypt that attempts to
[849] 1:36:43	read hieroglyphs and
[850] 1:36:50	it they don't understand the language at
[851] 1:36:56	that point it's very very clear that the author of this text did not understand the language
[852] 1:37:03	it's more akin to Joseph Smith's interpretation of hieroglyphs than it
[853] 1:37:09	was to anything that you could call a language manual
[854] 1:37:15	um it took a very symbolic method of reading hieroglyphs as opposed to a
[855] 1:37:21	linguistic method
[856] 1:37:31	so it's clear that by around 500 A.D the and frankly this we can't we can't just
[857] 1:37:37	blame this on Islam the language itself had fallen deeply
[858] 1:37:44	deeply out of favor by the 5th Century A.D okay so it was already going to it
[859] 1:37:52	was on on the road to being an extinct a dead Language by the time Islam had arrived
[860] 1:37:59	people in Egypt were were speaking Greek they were speaking Coptic that's really what the people were
[861] 1:38:05	speaking then Egypt was essentially a Greek speak Greek and cockpit speaking Nation
[862] 1:38:14	hieroglyph score as I say on the way out already in the 5th Century it was just a
[863] 1:38:20	matter of time but Islam accelerated that process
[864] 1:38:26	so they actually had very very little knowledge by the Middle Ages about any of their history
[865] 1:38:32	about any of their um religion or background
[866] 1:38:37	so that's just sort of the consequences of invasion and uh declining popularity
[867] 1:38:44	of their own culture now the first question who is Manny's
[868] 1:38:52	egyptologists debate this all the time many is a name of one of the early early
[869] 1:39:01	Kings of either nagada 3 or Dynasty one
[870] 1:39:08	and a spin nail it's it's pretty much egyptologists are divided between
[871] 1:39:13	one of two kings now we do find the name menis uh extant it is Extant
[872] 1:39:22	but it doesn't seem to be a king in isolation
[873] 1:39:27	and it seems to be connected we know that many was a unifier of Egypt
[874] 1:39:33	that much we know but there's two candidates that could
[875] 1:39:39	have possibly been Minis so it seems to have been a second name for one of these two kings
[876] 1:39:45	either the king [ __ ] aha which was a king in the god of three
[877] 1:39:51	period which is the sort of the kind of Dynasty zero uh the Dynasty before
[878] 1:39:57	Dynasty one or King Narmer
[879] 1:40:02	and Narmer was one of the first Kings of Dynasty one
[880] 1:40:07	okay so it's one of the two
[881] 1:40:14	um one of the two uh
[882] 1:40:20	of those Kinks so we don't know who it is and egyptologist you can ask a 100
[883] 1:40:27	egyptologists and they'll be sort of divided 50 50 on this so there's no consensus here there's no consensus here
[884] 1:40:34	whether it's uh and I don't have an opinion on this
[885] 1:40:39	honestly I could go either way on this I think there's good evidence for both arguments
[886] 1:40:46	so we're just not sure we're just not sure and egyptologists will go back and
[887] 1:40:51	forth on this one we don't have enough evidence and I hope someday we do so we do know mannius was a king we do
[888] 1:40:58	know Menace was the name of a king Memphis is named after menis and we know it's either for aha or
[889] 1:41:06	Narmer and that's about all we know so anyway thank you very much for that Super Chat very very much appreciate and
[890] 1:41:13	great question okay
[891] 1:41:22	second here
[892] 1:41:30	let's go check something here
[893] 1:41:47	okay our next one here
[894] 1:41:56	is from
[895] 1:42:01	Alonzo Muncie for two dollars thank you very much for the Super Chat question below let's take a look
[896] 1:42:10	and he asks what is the symbolic meaning of destroying high places ashrafuls Etc
[897] 1:42:16	and what would be the equivalent in modern culture oh
[898] 1:42:22	interesting um part two part two wow
[899] 1:42:30	wow okay well uh symbolic meaning of destroying high
[900] 1:42:37	places and astropoles now high places are aberrant worship
[901] 1:42:43	all worship of Yahweh at least where altars were set up
[902] 1:42:50	was supposed to be done at the temple in Jerusalem that was the prescribed place for Yahweh
