[0] 1:15	[Music]
[471] 51:52	haven't read it so um being a little bit uh um say um
[472] 51:59	short of change i haven't bought it so uh who knows you know maybe next year
[473] 52:04	when i'm out at uh the conferences i'll be able to pick it up for a discount so anyway thank you very much for the
[474] 52:11	super chat very much appreciate it
[475] 52:19	okay dev in canada for two dollars thank you very much for the super chat was genesis 10 11 referring to the eric
[476] 52:26	expansion well let's read genesis 10 11 and find out
[477] 52:39	okay i'll read from verse 10 here at the beginning of his kingdom
[478] 52:45	was babel and eric and akkad and kalna in the line of shinar
[479] 52:50	from the land he went forth into assyria and built nineveh rehoboth ear and kala
[480] 52:56	and resend between nineveh and kala that is the great city
[481] 53:03	right now it's talking here about nimrod
[482] 53:11	and if i am correct here
[483] 53:20	yeah so this is this is sort of taking place before um say babel
[484] 53:28	so um no one is really sure here there's a there's a problem with the
[485] 53:33	whole nimrod york expansion um
[486] 53:38	and that is it's really really hard to pin this down it's really really hard to pin this down
[487] 53:45	um i know that the um the uh eric expansion is very very a
[488] 53:52	very popular theory and say more fundamentalist circles where they sort of tie this idea to say
[489] 53:59	you know the fall of babel and er awesome everyone spreads out
[490] 54:06	um and you know yeah and that we do have some evidence
[491] 54:13	of of an expansion um and it does happen during the dynasties of eric
[492] 54:19	but we don't know what extent it expands uh we don't know the exact timing of
[493] 54:25	that expansion there's there's so many uh we're working
[494] 54:30	here with such a deficit of information in this period of time
[495] 54:36	that uh it's even harder to say that there was a uric expansion
[496] 54:42	now is it possible yeah it's possible but you know i don't like to i don't
[497] 54:48	like trying to come up with a theory where there's not
[498] 54:54	enough evidence to justify it so um i i tend to sort of stray away
[499] 55:00	from that theory and i and i don't exactly
[500] 55:07	subscribe to say genesis 10 11. i don't think that is exactly the york expansion
[501] 55:14	again um it's it i mean the whole idea of the uric expansion at least in
[502] 55:20	fundamentalist circles is it's the direct assault uh the direct result
[503] 55:25	of the fall of babel so given that
[504] 55:32	um i've got some i've got some got some methodological and say interpretive issues here that i i'm
[505] 55:39	i don't feel comfortable about um and especially given the fact that
[506] 55:48	this idea is not exactly supported by rigorous scholarship
[507] 55:54	um like for example one of the famous proponents of this is douglas petrovich he's a big proponent of this theory
[508] 56:02	so um i've got a few issues here i've got i've got a few issues and i'd like more evidence
[509] 56:08	i i'm just i'm i'm the one thing you'll learn about me is is i'm
[510] 56:14	i'm all about the evidence um i follow the evidence and if there's not enough evidence i don't like going there
[511] 56:20	and at this point there's not enough evidence for me to go in that direction so uh i hope that answers your question
[512] 56:27	um i very it's it's a good question it's a perfectly legitimate question and i very much appreciate the question
[513] 56:33	and i appreciate the super chat and i hope that answered it thank you very much
[514] 56:42	okay definite candidate at the end for five dollars in what ways did sumerian culture affect
[515] 56:48	the writing of genesis that may be different than how it is commonly viewed in sunday
[516] 56:54	school well you know that's a really great question um
[517] 57:02	one of the problems with sumerian culture is it's very very early
[518] 57:07	it's it's very very early you know you're talking about say
[519] 57:13	early bronze age uh back in mesopotamia
[520] 57:18	now by the time uh genesis is put to pen
[521] 57:24	and i'm not saying that the israelites didn't already have these as genesis as stories okay but when it is actually
[522] 57:31	sort of finalized and it's put to pen it happened sometime during i would say
[523] 57:38	the late bronze age i would say roughly around the same time as say the books uh the other five four
[524] 57:46	books of the pentateuch were written or at least the the major documents of those four books were written
[525] 57:52	we do find inclusion of egyptian vocabulary and genesis so that's that's sort of very telling and there's even
[526] 57:57	some uh illusions in genesis to to their exile or their sojourn in egypt
[527] 58:05	so the problem then is um contemporization of texts
[528] 58:12	when people start writing things down they tend to write them down as they know them in the culture in which
[529] 58:18	they're writing them by the time um
[530] 58:24	genesis rolls around to being written which is as i say roughly late bronze age probably my guess is around say the
[531] 58:32	13th century bc uh sumerian culture is long gone dead
[532] 58:38	and forgotten you know it's it's it's not even part of the mix anymore
[533] 58:45	so when you have a culture here that's that's separated by a thousand or more
[534] 58:51	years and all you have is say the oral
[535] 58:56	tradition um it's it's very difficult for that to be um
[536] 59:02	to maintain any sort of um affectations of the sumerian culture
[537] 59:11	so we don't actually see a lot of say sumerian culture in
[538] 59:18	genesis honestly uh there might be some sort of vague
[539] 59:24	reference here there to specific cities in mesopotamia like we find in genesis 10
[540] 59:30	but really it isn't going to be very much so anyway that's probably all we're going
[541] 59:37	to have left of say the the their cultural effects is say landmarks
[542] 59:42	maybe a couple names but it isn't going to be very much so anyway
[543] 59:48	thank you very much for the super chat very much appreciated
[544] 59:54	center apologetics for australian two dollars thank you very much here's to the atheist falling in love
[545] 1:00:00	with fog well i don't think love is is the right uh verb here
[546] 1:00:06	uh [Laughter] i wish they would fall in love with me i
[547] 1:00:11	mean i really have nothing against them
[548] 1:00:17	in fact i hope they do well i wish them nothing but but the best
[549] 1:00:22	you know even digital hammurabi and uh and uh kip davis you know i wish them
[550] 1:00:28	the best you know i i have no ill will against them
[551] 1:00:34	but i also don't like what they are doing to the faith of believers
[552] 1:00:39	so you know i am gonna stand stand uh upon
[553] 1:00:44	you know um the evidence i'm gonna follow the evidence and if that evidence leads me
[554] 1:00:51	to say that that the bible should be trusted i'm gonna say that so um
[555] 1:00:57	and i respect the fact that they have a different view and i hope they respect
[556] 1:01:02	that i have a different view so with that thank you very much for the super chat very much appreciated
[557] 1:01:12	matthew harrell for five dollars thank you good to see you tonight hi dr falk i hope you're well
[558] 1:01:18	well i'm hurting a bit from work but uh
[559] 1:01:24	that's life uh how did snake charming work in the near east and where did it come from oh
[560] 1:01:32	um yes uh it was done in the ancient near east there are snake charmers that are
[561] 1:01:38	recorded in a variety of ancient eastern sources uh it was done from egypt all the way to
[562] 1:01:46	uh babylon we do see it frequently and basically it's
[563] 1:01:52	interesting that you know when we talk about say snake charming in asia near east uh it's done uh pretty much
[564] 1:02:00	uh in the same way uh today as it was way back then where they basically you
[565] 1:02:07	know used music even though snakes can't hear you can't can't really appreciate music
[566] 1:02:15	they would bob a lot they would uh distract the the the snake
[567] 1:02:21	um they would handle it you know they'd keep them in baskets so yeah it was very much it's very the
[568] 1:02:28	ancient uh practice of of snake charming uh is very very similar very remarkably
[569] 1:02:35	similar to uh the snake charming today and in you know like today passed down
[570] 1:02:42	family lines it was it was probably passed down by through family lines back then too
[571] 1:02:47	so uh we do have evidence for this in the ancient near east and we do have evidence of it from egypt
[572] 1:02:53	as i say all the way to babylon so it was something that people did
[573] 1:02:59	now why did they do it well mostly for entertainment or for um religious
[574] 1:03:05	practices but they did do it so anyway it's a great question i i've never gotten that question before thank
[575] 1:03:11	you very much for the super chat fascinating question
[576] 1:03:20	cnmk4499 thank you very much for super chat thank you for doing these oh you're most welcome um frankly this is one of
[577] 1:03:27	my favorite days of the week as is just being able to do these live streams i love taking
[578] 1:03:33	questions and answering them um again for this this is a ministry
[579] 1:03:38	we are doing this for our community uh we are doing this so the community can grow
[580] 1:03:44	they can learn uh they can uh get some of the information that i've been wonderfully
[581] 1:03:50	blessed to have received through my education so it is it's a time for me to be able to share
[582] 1:03:56	and to um to really sort of um uh give back
[583] 1:04:02	so i i really much appreciate it and um thank you so much for the super chat i
[584] 1:04:09	so appreciate it and and your contributions really really help us to
[585] 1:04:14	um make this channel better so i very much appreciate it thank you
[586] 1:04:24	cinderella apologetics for australian two dollars atheists after our review of a review of a review
[587] 1:04:31	yeah they were not very happy after that um i think a lot of them were very
[588] 1:04:37	embarrassed after that honestly that didn't go well for them
[589] 1:04:45	um and much of the criticism that was directed towards them was you know from their own side
[590] 1:04:52	so you know when that sort of happens when you get a tribal division like that
[591] 1:04:57	you know that's that's kind of telling so um it's not something we planned but
[592] 1:05:04	you know it is something that happened you know and and you know kind of like tower of babel their language was
[593] 1:05:09	confused so um very much appreciate the super chat um as i said as i uh recommend
[594] 1:05:17	people go watch that review of a review of a review on sentinel apologetics channel it is fascinating to watch
[595] 1:05:29	okay tom mann for 10 thank you very much for the super chat very much appreciate it uh thanks for
[596] 1:05:36	your answer you're most welcome uh was it
[597] 1:05:42	uh common for ancient near eastern sieves to have eschatologies
[598] 1:05:47	um well an eschatology is really a
[599] 1:05:53	um view of what comes after you know essentially
[600] 1:05:59	and and it it it it sort of breaks down into a um
[601] 1:06:06	kind of two categories and if i remember this right you have personal eschatology
[602] 1:06:14	and then you have um there's another term for this but it it's it's more of a
[603] 1:06:20	um um it's not it's not cosmo law i think it's cosmological eschatology is the
[604] 1:06:27	other category and personal eschatology is what happens to
[605] 1:06:33	you when you die it's the belief of what happens life after death you know you're dead
[606] 1:06:40	now you're going to either heaven hell valhalla
[607] 1:06:49	that's that's the idea of a personal eschatology now
[608] 1:06:55	the other eschatology is what happens at the end of days you know at the end of all the time
[609] 1:07:01	um so the question goes on i know the norse
[610] 1:07:07	had one but that's far removed well you know it's it's the same impulses
[611] 1:07:13	do pre-exilic hebrew texts have any eschatology i don't know my bible that
[612] 1:07:18	well disappointed oh well well first of all let me encourage you to still read your bible even if you
[613] 1:07:23	don't know it that well read it because you know just getting into the practice of reading uh your bible will make you
[614] 1:07:29	more familiar with your bible and that alone is well worth doing just by itself you know as much as a channel
[615] 1:07:36	like this can help you know your bible better there's still no substitute for reading it yourself so i highly encourage you to
[616] 1:07:43	still read it even if you don't know it that well now did pre-exilic hebrew texts have
[617] 1:07:49	eschatology yes absolutely they did have eschatology we see it at the end of the book of
[618] 1:07:55	daniel uh or sorry that's sorry that's post that's that's um
[619] 1:08:00	that's supposed to seal it uh pre-exilic um we do see still some um pre-exilic um
[620] 1:08:07	eschatology in say the establishment of sheol uh we do see it in uh ecclesiastes
[621] 1:08:15	uh where you know this what happens to the soul you know the soul of man
[622] 1:08:20	um returns to the father um you know there is there is some some at
[623] 1:08:27	least hints of of say personal eschatology um in the um pre-exilic texts
[624] 1:08:35	now when it comes to say you know uh final eschatology that's what it was called
[625] 1:08:40	final eschatology when it comes to final eschatology we do say
[626] 1:08:46	see hints in the pre-exile but it tends to be more in the post-exilic text where we start seeing this
[627] 1:08:53	we do see it in some of say prophetic texts where we see say final eschatology
[628] 1:09:00	uh like in the books of ezekiel and in isaiah we see it
[629] 1:09:05	so um yeah we do we do find say um
[630] 1:09:11	personal and final eschatologies in in say both pre-exilic and post-exilic hebrew
[631] 1:09:17	texts so it is it is one of those things we find in both
[632] 1:09:22	um you as i say though you do find less of say the the personal eschatology
[633] 1:09:28	um before the exile and a lot more afterwards but it's still there there's still hints to it
[634] 1:09:34	so anyway i hope that answers your question thank you very much for the super chat
[635] 1:09:40	very much appreciated okay
[636] 1:09:48	okay rg strategy for five dollars thank you very much and good to see you tonight
[637] 1:09:53	uh thoughts on the discovery of the tomb of ramses the second treasure that was announced not that long ago oh
[638] 1:10:00	um i'm still waiting to see some pictures um i've seen a few pictures um the tomb looks like it's in very good shape
[639] 1:10:07	um much of the paint is still intact i've only seen about three pictures of
[640] 1:10:13	it apparently the mummy is was still there uh from what i've heard but i haven't
[641] 1:10:18	had that yet confirmed uh how much of the burial goods remained unknown there's a lot of unanswered
[642] 1:10:25	questions on that but from what i can what i've heard the um tomb and the paint is in
[643] 1:10:32	excellent condition it sounds like it's going to be relatively easy for them to conserve
[644] 1:10:38	um i like the fact that that this has been announced and i can't
[645] 1:10:43	wait till they start sort of publishing the tomb once they start publishing the tomb
[646] 1:10:50	that's going to be very interesting especially if he's got a biography section in this too and
[647] 1:10:56	uh a tomb like this i mean and it's a big tomb it's a big tomb it's it's a rock cut tomb
[648] 1:11:02	it's got plastered walls it's got writing on the walls it's got a funerary
[649] 1:11:07	statuary statuary uh it looks on uh at the surface it looks like a great
[650] 1:11:12	looking tomb and if it's got a biography section that can tell us an awful lot
[651] 1:11:18	but we won't know more until it's published so i'm really looking forward to seeing what
[652] 1:11:24	what comes out in publication but we won't know until then but anyway thank you very much for the
[653] 1:11:30	question and the super chat very much appreciate it
[654] 1:11:37	uh tom wanna check for two dollars what is your preferred commentary on exodus who would have to
[655] 1:11:45	uh look that up my problem with commentaries on exodus
[656] 1:11:51	is that i um
[657] 1:11:58	is that i tend to use more um uh peer-reviewed journals and i actually
[658] 1:12:04	use commentaries so i don't i i will get try to get you a
[659] 1:12:09	recommendation for a commentary here let's see here if i can find it
[660] 1:12:26	okay do i have it here
[661] 1:12:32	i have somewhere a list of preferred commentaries
[662] 1:12:38	but that i usually consult when i need a commentary
[663] 1:12:46	but trying to find it is another matter
[664] 1:12:58	see if i can find it and if i can't i'll just have to defer the question or post it
[665] 1:13:20	yeah i don't think i can find that right now um yeah the problem is to say is i don't
[666] 1:13:27	use a lot of commentaries for exodus the fact is um
[667] 1:13:33	i'm i haven't actually preached from exodus in a very very long time and the last time i did it i basically gathered
[668] 1:13:39	say five good commentaries and the fact is i never just stick to one commentary so i i don't stick to one
[669] 1:13:47	commentary there was a survey done when i was in seminary
[670] 1:13:53	that the average pastor uses between one and zero commentaries
[671] 1:13:59	when he uh prepares his sermon and and that
[672] 1:14:05	that statistic really stuck with me so i sort of vowed to to never be that guy
[673] 1:14:12	never be that that pastor that's so slack that i'm just using a single commentary
[674] 1:14:17	to do a sermon so when i decide to do say those sorts
[675] 1:14:22	of work i don't just use one commentary i use many commentaries
[676] 1:14:28	if i have to do that work i even even if i have to go down to say the theological library like regent or vsts library or
[677] 1:14:35	ubc and find many commentaries so when i when i do my writing i just
[678] 1:14:41	don't i don't consult one i consult many commentaries so i don't have a preferred commentary
[679] 1:14:48	on exodus um i would say if if i probably would have
[680] 1:14:54	to be forced to pick one i might pick the nikot one just because uh
[681] 1:14:59	nycot has um really really high standards for its old testament commentaries
[682] 1:15:05	so um i'm very much uh i like the nikon
[683] 1:15:11	commentaries and i think they're very very solid commentaries but they're also very expensive too so i
[684] 1:15:17	tend to pull them out library when i when i use them
[685] 1:15:22	so um i hope that answers your question i know i know it's not it's it's not i mean whenever you
[686] 1:15:30	ask me about commentaries i'm just gonna say you know i use lots of them um there's no commentary i think that is
[687] 1:15:37	so awful that i won't use at least in some respect i mean there might be some of those paperback ones that i think are
[688] 1:15:42	pretty worthless um you do get those
[689] 1:15:47	but those more say um those less good commentaries
[690] 1:15:53	don't seem to be as much of a problem for say um
[691] 1:15:58	um exodus as they are for say say the prophetic books or the psalms where you know
[692] 1:16:07	standards can sometimes be a little lower but when i when i do a sermon i
[693] 1:16:12	typically use five commentaries i try to use no less than five i might use a sixth or seventh if if i
[694] 1:16:20	think that it's it's a um if those if i if i'm you know pressed
[695] 1:16:26	between you know six or seven good commentaries
[696] 1:16:31	but i will use no less than five when i do sermons and that's just my my
[697] 1:16:36	professional ethics here that that come professional practice that comes into doing it
[698] 1:16:41	so anyway thank you very much for the super chat very much appreciate that
[699] 1:16:49	okay matthew horrell for five dollars thank you very much for the super chat
[700] 1:16:56	mystery babylon reminds me of ishtar am i wrong to think babylon was being described
[701] 1:17:03	with her imagery
[702] 1:17:09	yes it is yes it is you are to think babylon
[703] 1:17:20	but you're also supposed to think something else too you also are supposed to think
[704] 1:17:27	the great harlot okay um
[705] 1:17:33	now uh i wish you had posted a because you've alluded to
[706] 1:17:38	something in the bible i kind of wish you had posted a bible passage that i could look this up
[707] 1:17:46	um i do actually uh when i when you do uh request something like this see here
[708] 1:17:53	see if we can find it just okay
[709] 1:18:04	see if i can find it elsewhere here
[710] 1:18:17	yeah okay it's revelation 17 5 and upon i will go back uh one verse uh four and
[711] 1:18:26	the woman was close this is revelation 17 verses uh four
[712] 1:18:32	and five and the woman was clothed in purple and scholar scarlet and adorned with gold
[713] 1:18:38	and precious stones and pearls having in her cup a uh hannah gold cup filled of
[714] 1:18:43	abominations and of unclean things of her immorality and a porn upon her forehead was the
[715] 1:18:50	name a mystery babylon the great the mother of harlots
[716] 1:18:56	and of the abominations of the earth okay now
[717] 1:19:01	there is something here that's that's that's really sort of being described here
[718] 1:19:07	and um
[719] 1:19:14	to sort of understand this we almost need to talk about
[720] 1:19:20	say the mystery of the ecclesia the mystery of the church
[721] 1:19:27	when say the apostles especially the apostle paul talks about the church
[722] 1:19:33	he talks about it as a mysterion a mystery now the mystery this is this is not a
[723] 1:19:40	mystery as in um uh who who was the murderer on the orient express it's it's not that kind
[724] 1:19:47	of mystery it is it's more along the lines of a paradox
[725] 1:19:53	or or something wondrous to behold so that's what's meant here by mystery
[726] 1:20:01	so when we talk about say the mystery of the church what we are talking about here
[727] 1:20:07	is that we have this entity of of a nation of and the mystery here is
[728] 1:20:15	the body of christ and that's the ecclesia the body of christ is made of several units
[729] 1:20:22	you know each of us is a part of the body of christ each of us has different spiritual gifts
[730] 1:20:30	and combined the the the body of christ the ecclesia is the
[731] 1:20:37	mystery it's the wonder to behold it's the wow this is awesome
[732] 1:20:45	or this is a paradoxes that has many people but one
[733] 1:20:50	body united in christ okay now when we look upon say revelation 17
[734] 1:20:57	5 we almost have to do to approach say this text with a similar sort of
[735] 1:21:04	viewpoint which it's a mystery that is again this is this is john using the
[736] 1:21:10	word mysterion you know babylon the great the mother of
[737] 1:21:15	heartless and of abominations of the earth what this is
[738] 1:21:21	is it is apostate religion okay this is apostate religion
[739] 1:21:29	just like we have say a mysterion of of of faithful yahweh worship
[740] 1:21:37	there's also a apostate worship
[741] 1:21:43	you know where they're not worshiping yahweh they're worshiping the beast
[742] 1:21:48	they're falling away they're unfaithful you know and i and i'm you know i've heard
[743] 1:21:55	preterious views on this that this is this is um this is um um
[744] 1:22:01	israel you know apostate israel and uh might be
[745] 1:22:06	but it could also be say uh people who were among the elect of the church who fall away because we're told we're told
[746] 1:22:14	that you know the end times won't come until the church falls away apostasia is
[747] 1:22:20	is the greek term it it falls away from the faith and when the falling of the with uh way
[748] 1:22:27	of the faith occurs the end is near so what i think is that that this this
[749] 1:22:34	babylon agree the great is this apostasia it's the apostate
[750] 1:22:40	people who had been connected to christ through the church
[751] 1:22:46	jessica we find in hebrews 6 and then fell away
[752] 1:22:51	and then became part of this mysterion of of apostasy and of of unfaithfulness
[753] 1:23:01	and of abomination so anyway i hope that helps
[754] 1:23:06	thank you very much for the super chat and very much appreciate the questions an interesting question
[755] 1:23:13	okay uh luis sandoval for uh dominican
[756] 1:23:21	republic uh 250. thank you very much good to see you again uh question you have asked if anyone had
[757] 1:23:29	a supernatural encounter do you personally had a supernatural encounter and if so
[758] 1:23:36	what can be classified as supernatural okay um
[759] 1:23:42	oh boy yes i have had supernatural encounters absolutely
[760] 1:23:49	um and i prepared to discuss those supernatural encounters
[761] 1:23:54	not really but i have seen things i have seen things
[762] 1:24:01	my supernatural encounters um are not so much say dreams or um
[763] 1:24:10	along that line but i have seen entities okay i have seen spirit beings
[764] 1:24:17	okay uh so i'm gonna leave it at that i'm gonna
[765] 1:24:23	leave it at that for now but yes i've had i have had um i've had uh a counter encounters of
[766] 1:24:31	of the supernatural so um that answers your question thank you
[767] 1:24:37	very much for the super chat very much appreciate it but on the other hand too i am very very
[768] 1:24:44	interested in hearing other people's experiences as well so if you do have an experience and feel feel comfortable
[769] 1:24:51	sharing it please do include that in the community tab it does i do find it very very
[770] 1:24:56	interesting okay
[771] 1:25:04	uh devon canada again for five dollars thank you very much uh was there a egyptian significance to
[772] 1:25:13	the long ages in uh genesis 5. uh we do find long ages being referred
[773] 1:25:20	to in say um somewhat king's lists
[774] 1:25:25	where say in the earliest dynasties
[775] 1:25:30	the egyptians thought that their earliest rulers were the gods
[776] 1:25:37	rey is given an age of 50 000 years i believe um horus is given an age of
[777] 1:25:44	say um i i don't know if it's 25 000 or
[778] 1:25:50	or 50 000 but we also see even seth is given a reign of say extended long
[779] 1:25:56	periods of time so we do find that but that those those numbers are a little different than what
[780] 1:26:02	we find in genesis 5. now i think the significance of the long
[781] 1:26:08	ages in genesis 5 isn't actually ages of individuals
[782] 1:26:13	i think what what's being represented in genesis 5 is say clan uh ages how long a clan survived
[783] 1:26:23	before it was replaced or superseded by the next clan and we find clans being um talked about
[784] 1:26:31	all through the old testament ancient israel was a clan based society
[785] 1:26:37	it was it was it was completely a clan-based society you know and we find this even in the
[786] 1:26:42	abrahamic tradition you know where where when um you know tara leaves uh
[787] 1:26:48	irkesh you know he's going off with his clan you know he's got his three sons
[788] 1:26:56	and you know he's becomes a a sojourner
[789] 1:27:02	and you know it's it's it's in this clan structure
[790] 1:27:08	that we find such idiosyncrasies such as you know um abraham sending out his servant
[791] 1:27:14	to um to his brother to get a bride
[792] 1:27:20	for for his son isaac so we do see a lot of clan identity in
[793] 1:27:26	genesis i mean it's it's inescapable so given how much of uh how much how much
[794] 1:27:33	um clan structures and we shouldn't find a clan a clan is four gen a family unit of four
[795] 1:27:39	generations and the lifespan of the clan basically is
[796] 1:27:44	as long as you maintain that that that sort of close-knit family structure for
[797] 1:27:50	generations it's it's only until you start seeing a clan split
[798] 1:27:57	that a new clan is born as such so i think what we're seeing in in genesis 5
[799] 1:28:03	is say the birth of clans and we see this also in genesis 11 as well
[800] 1:28:09	and we can get more into this detail i mean i talk about this extensively in my videos
[801] 1:28:15	um you know even even you know how um
[802] 1:28:21	even the whole structure of say genesis 5 where it's the um
[803] 1:28:27	um father lived x numbers years and he begat a son
[804] 1:28:32	and then lived x more years that that beganning of the sun doesn't exactly correlate to
[805] 1:28:40	how long the parent lived before spawning the clan and we know this by the final verse in in genesis 5 and
[806] 1:28:48	genesis 11 chance 11 is structured almost exact same way as genesis 5.
[807] 1:28:54	uh where you have say honorific transposition of say the the the basically the the
[808] 1:29:02	clan initiator more or less being uh transposed into the firstborn
[809] 1:29:09	of uh of the parent like for example in in genesis five you know
[810] 1:29:14	you know you have um um shem ham and japeth well shem wasn't the
[811] 1:29:22	firstborn we see the same thing in genesis 11 where you have
[812] 1:29:29	abram haran and nehor well abram's not the
[813] 1:29:34	firstborn abraham's given the firstborn position he's he's given the honorific firstborn
[814] 1:29:40	position so you know even though tara becomes a father at age 70 it's not to abram he
[815] 1:29:47	doesn't become a father until his 130s we see the same thing at the endogenesis 5. so we have to take those structures
[816] 1:29:54	in genesis 5 and 11 as if they're essentially the um the lineages of clans so anyway thank
[817] 1:30:02	you very much for the super chat very much appreciate it
[818] 1:30:08	okay uh louis sandoval for dominican republic 100 thank you very much
[819] 1:30:15	uh also which egyptian film depicts best ancient egypt oh
[820] 1:30:21	i'm not much of a film goer honestly um and there isn't actually very many films
[821] 1:30:27	on ancient egypt um i can tell you a whole lot of films on ancient egypt that are absolutely
[822] 1:30:33	terrible um i will say this the ten commandments the the uh cecil the mills is actually
[823] 1:30:41	remarkably a uh accurate um i had was very very i i'm still very
[824] 1:30:48	tempted of doing a popcorn review of the cecil mills film of the exit of
[825] 1:30:54	the ten commandments just to point out all the the the the
[826] 1:30:59	beautiful details that they included that are true to to ancient egypt
[827] 1:31:04	so um i have to admit that's a very very good film some of the costuming is a little over
[828] 1:31:10	the top i'll be very honest about that but but that's true of almost all films on ancient egypt the costuming isn't
[829] 1:31:17	always that accurate on films that depict ancient egypt but i've seen a lot worse i've seen a lot worse
[830] 1:31:29	um so i don't have a recommendation for a best film on ancient egypt uh and i and honestly i don't actually
[831] 1:31:35	watch a lot of films either because i'm very very busy so um i wish i had a better answer for that
[832] 1:31:41	but i will recommend the cecil the mills film of the ten commandments the classic um
[833] 1:31:46	it's very good it's very good i have my beasts with it but overall i think i think it does a really excellent job of
[834] 1:31:53	trying to portray egypt as it was so anyway thank you very much for the super chat very much
[835] 1:31:59	appreciate it
[836] 1:32:04	okay sean horton for 10 thank you very much for the super chat
[837] 1:32:10	would egyptians and other ancient eastern idol worships have felt attention being
[838] 1:32:15	believing gods were above them or at least as far as abilities go but that humans were in a position to manipulate
[839] 1:32:21	the gods well um um
[840] 1:32:29	well you have to kind of understand what the idea of being a god was
[841] 1:32:37	in in the ancient near east um gods in the ancient near east were in
[842] 1:32:43	one place at one time so you know they didn't always believe that the gods were overhead watching
[843] 1:32:51	i mean newt was always overhead but you know she was way up there she was so separate she was separated by shoe or
[844] 1:32:56	the air that she never came down so it's it's it's not like they they ever
[845] 1:33:02	felt that that sort of tension that they were being watched you know or that they
[846] 1:33:07	that um the gods were above and yet they were still being manipulated now they they they thought that the gods
[847] 1:33:14	were more were basically spirits that came and go at will
[848] 1:33:21	and to to manipulate them they would have to trap them in the idol
[849] 1:33:27	and then once they were in the idol they could then you know manipulate them because they're not somewhere else
[850] 1:33:33	they're not somewhere else they're they're not causing trouble elsewhere you know so they got them trapped in this idol now they can either extort
[851] 1:33:39	them or please them and depending on which culture you are in
[852] 1:33:45	uh was more or less how you approach that now in the case of ancient egypt
[853] 1:33:51	egyptians try to please their gods uh frankly part of it comes down to
[854] 1:33:58	the way that um egyptians viewed the nature of divinity which was as a dualism
[855] 1:34:04	you know every god in ancient egypt had a good sight and a bad side
[856] 1:34:10	and if you didn't treat your god right he would get angry with you and then he would smite you
[857] 1:34:17	gods in ancient egypt were very vindictive they were very very vindictive
[858] 1:34:24	so egyptians didn't mess around with their deities they did not mess around with their deities
[859] 1:34:30	they treated their deities with respect you do have to give that to the egyptians is they understood the idea
[860] 1:34:37	that a badly treated god god where you introduce defilement into
[861] 1:34:43	the temple that you didn't give him the right offerings was a dangerous entity so they got that they understood that
[862] 1:34:55	now on the other hand in canaan they would try to extort their gods
[863] 1:35:03	because in canada it was more the idea was well i've got you trapped in here
[864] 1:35:09	now i'm gonna get you to do what i want because otherwise i won't let you go
[865] 1:35:14	so in in that respect canaanites
[866] 1:35:20	were much more irreverent towards their gods they had no i mean canaanites had no concept of um
[867] 1:35:28	or as i say not as strong a concept of sacred space as say the egyptians
[868] 1:35:34	in the egyptians the household gods had a sacred sacred place where they were there a
[869] 1:35:40	little little shrine that where they put them on whereas in canaan any dusty shelf you
[870] 1:35:45	could put your gods up there and it's okay you know because it didn't matter to them didn't matter them you know
[871] 1:35:52	these were tools of extortion so you know um
[872] 1:35:57	so it wasn't quite the same sort of idea of of of
[873] 1:36:02	what a god could do um what the implications were for being irreverent
[874] 1:36:09	so you know this is something that just vary between cultures
[875] 1:36:15	now on the other hand too you know you know that's that's also an over simplification
[876] 1:36:20	in the respect that you know um canites could also you know be very
[877] 1:36:25	reverent towards their gods and worship him as as as you know being the image of a god that came in
[878] 1:36:33	and they're trying to please so they did have that aspect too but they did both they did both
[879] 1:36:40	so anyway uh very interesting question uh thank you very much for the super chat very much appreciated
[880] 1:36:50	sentinel apologetics for five dollars australian thank you very much a pastor only uses one commentary
[881] 1:37:01	if that i'm only a layman but i still consult 10
[882] 1:37:06	commentaries good for you baker herman here anchor yale
[883] 1:37:11	when i write studies on mark yes absolutely consult several commentaries and i would say two
[884] 1:37:18	um uh consult commentaries that have a good
[885] 1:37:24	command of the language what they call exegetical commentaries
[886] 1:37:30	no you got two kinds of commentaries actually got three counts but
[887] 1:37:37	there's a historical commentary which really talks about the history of how uh how a particular book is
[888] 1:37:43	interpreted um passage by passage um historical commentaries are great for
[889] 1:37:50	doing historical analysis but don't actually have a lot of words outside of that
[890] 1:37:56	you have a um what's called sort of sometimes called an english bible
[891] 1:38:02	commentary or say a popular commentary
[892] 1:38:07	this these commentaries will not use say greek or hebrew in their commentaries
[893] 1:38:12	and are generally meant for more the layman
[894] 1:38:19	um then he got the exegetical commentaries and these are say the really solid commentaries they do talk
[895] 1:38:26	about the languages in the commentary um they often will have the best scholarship
[896] 1:38:32	so you know this is one of the reasons why it's also so important for a pastor to
[897] 1:38:39	know greek and hebrew because the best commentaries that are available
[898] 1:38:44	also had make reference to hebrew and greek and you can't really get the most out of
[899] 1:38:50	those commentaries without knowing the languages now that's not to say you can't get something good out of them absolutely
[900] 1:38:56	you can get something good out of i mean hermeneut is an excellent commentary it's an excellent liberal commentary but
[901] 1:39:02	it is an excellent commentary so um i do think that that you can get
[902] 1:39:09	something out of an exegetical commentary but it is it's unfortunate um
[903] 1:39:16	sign of our times that most pastors don't use any commentaries
[904] 1:39:21	at all when they write a sermon and most
[905] 1:39:28	sermons today aren't even expository commentaries you know or sorry ex um expository
