[0] 1:05	[Music]
[440] 48:53	down to what is your exegetical method what's your hermeneutic your method of interpretation and
[441] 48:59	genesis has been subjected to all sorts of different interpretations over the over the millennia
[442] 49:05	you know after oregon in the um during the patrist period the
[443] 49:11	allegorical method became the predominant method of interpretation in western
[444] 49:17	christianity and remains so until around three hundred years ago with dominic calmay
[445] 49:23	dom augustin kame it was um
[446] 49:28	the allegorical method read everything in the bible as an allegory did not read according to what we would
[447] 49:34	call the historical grammatical method so that may be one of the interpretations you're talking about
[448] 49:39	here so i do think we have to be just a little cautious here because
[449] 49:45	just because um just one can be read in multiple readings not
[450] 49:52	every reading is going to be valid so that's all i can pretty much say on that that super chat
[451] 50:00	um but it can be read in into address other creation stories
[452] 50:05	definitely um but usually as a criticism like for example it will uh sort of
[453] 50:12	engage the whole um the whole tiamat myth because the tmat myth
[454] 50:20	views creation as as the god marduk struggling against tiamat
[455] 50:26	the force of chaos and you know marduk slays tmat and splits
[456] 50:33	the dragon in half part of it becomes the sea part of it becomes the land well you can read genesis as a polemic
[457] 50:40	against that myth like well there was no battle at all god just said
[458] 50:46	let there be let the waters divide and it was
[459] 50:51	so there there is definitely a a addressing of that response to those
[460] 50:57	those ancient near eastern myths but that's not necessarily a third or
[461] 51:02	fourth reading but that is just reading it in its ancient eastern context so again it depends what exactly you
[462] 51:10	mean by multiple readings interpretations but great super chat thank you very much and let's see is
[463] 51:18	there what else do we have here okay
[464] 51:23	one of many uh five dollar super chat no question thank you very much okay ah
[465] 51:30	okay there's a question underneath it awesome thank you uh for my um wife here for pointing it out
[466] 51:36	i'll take the question uh is there a book or an online course
[467] 51:41	you would recommend for learning ancient egyptian um for a book i would recommend mark
[468] 51:47	collier's um book on reading hieroglyphs it's very good it's very basic though
[469] 51:53	uh it won't get you to the point where you can be competent at reading it but it'll give you sort of the foundations
[470] 52:00	as far as the um alphabet the basic uniliterals i would
[471] 52:06	recommend i have i think i've got a 10 or 12 part series on actually how to
[472] 52:12	how to um write and read basic uniliterals uh on my um youtube channel that will
[473] 52:19	help uh for more advanced work i would recommend james hawk's um um middle egyptian
[474] 52:27	textbook it's it's it's probably a little overpriced because it's like
[475] 52:32	spiral bound which shouldn't have been spiral bound it should be actually properly bound but they spiral bound it
[476] 52:38	um and it's it's it's a good book it's it's decent it's it's a good solid textbook um
[477] 52:46	apart from that you'll need a reference grammar and then things get start to get really expensive and hard to get
[478] 52:52	but that's sort of the basics that just just getting mark collier's book uh i also um it's collier and manly
[479] 52:59	uh who wrote it and um it's a good basic start um by the way collier was my
[480] 53:06	phd supervisor at the university of liverpool so i know him well so thank you very much
[481] 53:13	for the question and the super chat
[482] 53:19	what tahash animal was used as a tent coverings um
[483] 53:27	are you talking here about the porpoise skins um now we're not really sure what that
[484] 53:34	was i i think i think you're talking about the porpoise skins here if i am not mistaken uh i'd have to look that
[485] 53:41	what up what you mean by tahash animals but if you're talking about the porpoise skins there are actually several types
[486] 53:47	of skins that are used uh in the tent uh you had sheepskin you had ram skin
[487] 53:53	you had um what's something that's called corpus skins now the whole porpoise skin thing is
[488] 54:01	is debated now could have been porpoise skin maybe
[489] 54:07	that's that that's definitely a possible ability varus was a port city it did have access to the mediterranean
[490] 54:14	and we do know that ancient people did hunt porpoise
[491] 54:20	so it's it's it's entirely possible it could have been that an aquatic animal of some kind it's also
[492] 54:28	possible that it could have been some sort of terrestrial animal not exactly sure that's something i'd have to do really more research on to
[493] 54:34	to give you a definitive answer on uh one of the things i really didn't touch
[494] 54:40	on in in my book on the ark of a covenant was the actual um uh fabrics
[495] 54:49	fabrics and skins that were used in the tabernacle and part of the reason uh i didn't touch
[496] 54:54	on that was because it was it itself especially all on its own there there are there there are ancient
[497] 55:00	near eastern specialists that just specialize in textiles
[498] 55:06	and for me to give an authoritative a statement on that would have been a little bit out of my wheelhouse so it's
[499] 55:12	it's something i do need to do more work on and i can't give you a definitive answer on that but it's
[500] 55:18	it's something that's worth exploring but thank you very much for the super chat and the question it's a great
[501] 55:24	question though okay let's that's it for the super chats
[502] 55:32	at the moment so let's go back to the non-super chat
[503] 55:37	questions here uh-huh let's see here
[504] 55:46	let's see if i see a second question by hate love nothing um
[505] 55:53	but i want to see get give other people a chance for questions too although you have a lot of questions
[506] 56:12	all right
[507] 56:19	interesting name uh question any resources on ancient egypt from an economic
[508] 56:25	perspective yes absolutely um the
[509] 56:30	uh the economics of um egypt have been very very well studied
[510] 56:37	it's it's it's actually one of the hot sort of topics in egyptology um over the last 20 30 years very very
[511] 56:44	fascinating um uh jack j johnson uh
[512] 56:51	j i think it's uh a it's a or double a i can't remember ssen
[513] 56:58	or a-n i can't remember how to spell anything exactly uh he wrote um um
[514] 57:04	[Music] a book on the economics of ancient egypt called i believe the
[515] 57:09	commodities or something of ram aside egypt it's a fascinating fascinating
[516] 57:17	uh book uh it's it's an incredible book i would highly recommend that um
[517] 57:23	jack j johnson a very very very good book on the economics of ancient egypt highly
[518] 57:29	recommended it goes into the whole thing the currency inflation um you know what things were
[519] 57:35	worth um that was a commodity prices of of ram aside egypt that was the name of the
[520] 57:42	book um fascinating book really great resource it's really the starting point for any
[521] 57:48	any sort of uh resource on the economics of ancient egypt
[522] 57:53	great question thank you very much for asking it
[523] 57:58	okay and i just saw some more super chats here
[524] 58:04	super chat there
[525] 58:10	by tyler smith thanks for your efforts and rigor you're welcome are there any particular
[526] 58:17	cultural references in the period of the patriots or judges that are lost on us that you are
[527] 58:24	aware of would confirm the historicity mythic statics that you are aware of
[528] 58:29	yes there is
[529] 58:34	um abraham's anakin is
[530] 58:40	318 trained men this is a very very interesting
[531] 58:46	reference especially when you look at it and say the cultural context the contemporary cultural
[532] 58:51	context of egypt when you look at say the whole the whole
[533] 58:57	question is i mean there's two questions that come out of that passage that are just fascinating
[534] 59:02	the first question is well would 318 men really make a difference
[535] 59:07	the second question is were they really trained now the i actually wrote a paper on this
[536] 59:16	uh for um the evangelical theological society back in i think
[537] 59:22	2018 or 2017. i can't remember that but when you look at say
[538] 59:29	the 318 all you have to do is to go to say the um uh
[539] 59:35	the amarna letters and you can see a very small number of men can make a huge difference you know the the city-states the kings
[540] 59:42	of the city-states of the levant were making requests in the 14th century
[541] 59:48	for 250 men to even well i should say as high as 250
[542] 59:54	men they were also asking for smaller numbers like 20s and 50s to come help them out in in the wage war
[543] 1:00:02	so we can tell that you know yeah 350 men would really shift the balance of power
[544] 1:00:09	but the other interesting thing is that that whole training aspect because one of the things we find in say
[545] 1:00:15	at benihasan is in the tombs of the nomarks you see
[546] 1:00:21	on the wall these wrestling moves they're called wrestling scenes
[547] 1:00:27	but they're really not quite wrestling they're it's more like a martial arts catalog each
[548] 1:00:35	wrestling move on that and there can be up to like two 300 moves catalog on a wall
[549] 1:00:42	and each of those moves is unique in martial arts you have sometimes
[550] 1:00:48	what's called a mokuroku which is a a catalog of moves
[551] 1:00:54	it's a catalog that that sort of uh defines the martial art what you have on
[552] 1:01:02	these um on these walls in these tombs of benny hassan is essentially a
[553] 1:01:07	catalog of of of a really really ancient martial art
[554] 1:01:14	um and and these these these have ha these guys are doing moves that would be
[555] 1:01:20	recognizable by any martial artist today you know things like hip throws you know
[556] 1:01:25	a leg sweeps um you know you know just it was essentially a martial arts
[557] 1:01:31	training and this is contemporary with the time of abraham
[558] 1:01:38	so absolutely there is definitely um ultra references
[559] 1:01:45	in say genesis that are that we find in other parts of the ancient near east that confirm the historicity and that's
[560] 1:01:52	just one of them so but it's a great question and um that's the one that comes to my top of
[561] 1:01:57	my head thank you very much for the super chat the 20 super chat and very generous i do appreciate that
[562] 1:02:03	and great question okay
[563] 1:02:13	uh sentinel apologetics [Laughter] five dollars australian thank you very
[564] 1:02:19	much i laugh because i see the ques i i for knew the question
[565] 1:02:28	do predestination debates on romans 9 about pharaoh conveniently ignore the
[566] 1:02:34	egyptological context of the verbs uh hezek and
[567] 1:02:41	khabad about hardening um i don't think so
[568] 1:02:47	it is a particular reading of it but i don't think it it conveniently
[569] 1:02:53	ignores it i think there's a wide diversity to
[570] 1:02:59	to these verbs and i'm i think one of the one of the problems i have with the way you say
[571] 1:03:06	hebrew exegesis is sometimes done is what grant osborne and uh donald
[572] 1:03:12	carson have have called the the one interpretation the one meaning fallacy where there's just one meaning to a word
[573] 1:03:20	and um you know you always stick to that one meaning whenever you do a translation
[574] 1:03:26	these words have semantic ranges you know uh you know uh donald carson's famous
[575] 1:03:34	example of of the roller coaster you know he's telling he's telling you know his students that
[576] 1:03:40	uh in class that you know words can have more than one meaning
[577] 1:03:45	and of course he gets some wag in the audience he goes okay tell me tell me what's more than one
[578] 1:03:50	meaning to the word roller coaster of course he's stumped and but he thinks
[579] 1:03:56	about it and and he goes yeah there is a second meeting life is like a roller coaster
[580] 1:04:04	he's using the metaphorical meaning to say that there's a second meaning well words in hebrew can do the same thing
[581] 1:04:11	you know they can have more than one meaning multiple meanings they can have literal meanings metaphorical meanings and a lot
[582] 1:04:16	uh analogical meanings allegorical meanings like for the word for example the verb
[583] 1:04:22	to be in greek has five different meanings so
[584] 1:04:28	i don't think he's conveniently ignoring the the egyptological context uh in romans nine but i think he is
[585] 1:04:35	taking a particular reading of that and i don't think that reading is necessarily wrong it could be part of
[586] 1:04:42	the semantic range so it's an interesting question but
[587] 1:04:47	um i i think if there's more going on there than just sort of what meets the eye
[588] 1:04:53	but thank you very much for the super chat very much appreciate it
[589] 1:05:00	okay king in the north thank you very much good to see you again big daddy foggle
[590] 1:05:06	that's going to stick i think
[591] 1:05:14	next will be the popcorn king [Laughter]
[592] 1:05:21	why do you think uh scholars are quick to accept the sea people's philistines conquest and settlement in
[593] 1:05:26	canon but not the hebrew account is there more evidence for the philistines
[594] 1:05:31	no there isn't um we do have more for the philistine we do
[595] 1:05:37	have slightly more for the philistines in all honesty because they do actually enter the texts
[596] 1:05:42	relatively um a little bit earlier than the israelites
[597] 1:05:49	we do find a brief mention of the philistines in the martin letters when they're just sort of starting to their incursions
[598] 1:05:57	uh we there's also a reference to cheryl him which is one of the tribes of philistines during the reign of romans
[599] 1:06:04	ii and then we find um mernepta actually talk about several
[600] 1:06:10	of the uh philistine tribes the dodan the lucca and the um the palestine
[601] 1:06:18	so there's um sorry the the sharahan um there is actually
[602] 1:06:26	several reference more references to the philistines uh but that also makes sense too because when the egyptians sort of went
[603] 1:06:33	into palestine they typically didn't go in through the judean foothills
[604] 1:06:38	they typically um went across the road of horus and right
[605] 1:06:43	into say the coastal plain now we sort of have to understand too that the geography of of ancient israel
[606] 1:06:51	at the time the geography of ancient israel isn't the same as it is today
[607] 1:06:57	it was a essentially two countries canaan was essentially two countries
[608] 1:07:03	divided north to south uh or sorry um east to west by a
[609] 1:07:10	swamp that ran north to south through the middle of the country okay
[610] 1:07:17	so you have a have a coastal plain where the philistine cities are then you had a swamp then you had a
[611] 1:07:25	valley the chefela valley and then you have the judean foothills
[612] 1:07:30	okay now the philistines are coming in from from
[613] 1:07:36	from the north from anatolia and they're sort of occupying the coastal coastal plain
[614] 1:07:42	and that coastal plain if you fall that coastal plain down goes into gaza ashkelon and gaza and you can take the road then uh the
[615] 1:07:50	road of forest right into egypt and that's what the philistines are doing when they are
[616] 1:07:55	are invading during the sea people's invasion of ramses iii is there combining a sea invasion with a
[617] 1:08:02	land invasion at the same time so
[618] 1:08:08	we hear more about the philistines in um in say
[619] 1:08:14	uh egyptian sources because there's more interaction with the
[620] 1:08:20	egyptians at the time because that's the road that the egyptians typically take but the same
[621] 1:08:27	sort of situation that um allows the philistines to have a
[622] 1:08:34	foothold during the reign of ramses ii is also going to allow the israelites to
[623] 1:08:41	put in their claim in the judean foothills during the time of um
[624] 1:08:49	of um the end of ramsay's the seconds reign in the beginning of moneta's reign
[625] 1:08:54	so it's the same circumstances scholars are just sort of blind to to
[626] 1:09:01	to the one and not the other you there's a there's a bias there and
[627] 1:09:08	you know there's there's you got all you can do is at that point point out the bias say okay you accept the philistines did
[628] 1:09:15	it why can't the israelites also have done it
[629] 1:09:21	you know a bias is a bias they also have say a theoretical
[630] 1:09:26	underpinning here with a documentary hypothesis and biblical minimalism that sort of sort of confirms that bias so
[631] 1:09:34	it's it's it's an uphill it's an uphill battle to sort of point this out but more and more
[632] 1:09:41	scholars are now actually you know coming to terms with this and saying okay wait maybe this there's a bias going on here
[633] 1:09:47	maybe it works the other way too so i am i'm very hopeful that that more and
[634] 1:09:52	more scholars are um are sort of engaging the data finally
[635] 1:09:58	so thank you very much for the super chat very generous appreciate it and great question
[636] 1:10:07	okay uh moises salazar for five dollars thank
[637] 1:10:14	you for the super chat how do you think about no story and the geological evidence
[638] 1:10:20	you're true where the god lives um uh no errot okay um
[639] 1:10:31	erratu and era are linguistically related
[640] 1:10:36	okay um and uratu are the uh or are the people group in say the
[641] 1:10:42	caucasus mountains um up in um northern i believe
[642] 1:10:48	northern iraq okay so um uh i don't have a lot of opinion right
[643] 1:10:54	now on the noah story i'm still sort of figuring that out for myself and at this point i'm not going to say too much
[644] 1:11:00	about the noah's story or the geological evidence um i do have some issues with some of the geological
[645] 1:11:06	evidence um i have some issues with sort of um
[646] 1:11:12	the idea of say a glo a local flood i think there's some there's some definite problems with that textually um
[647] 1:11:20	and i think there's some problems with that say even geologically logically so
[648] 1:11:26	i've got some issues there but i'm going to reserve those until i've sort of better read on the
[649] 1:11:34	issue and and sorted out my thoughts on this but it's a great question and um i'm just not prepared to answer
[650] 1:11:41	it quite fully at this point but thank you very much for the super chat very much appreciated
[651] 1:11:50	okay dental challenge five dollars i'm not being awkward but
[652] 1:11:57	there's a here's a better official title you can use daddy faulk popcorn god emperor
[653] 1:12:03	rabbi high school girl crush what
[654] 1:12:13	[Laughter] popcorn got him for maybe
[655] 1:12:20	the popcorn must flow
[656] 1:12:26	i'm a big dune fan by the way i love pretty much every production of dune that's ever been made i've read all the
[657] 1:12:32	books uh very very big dune fan uh the high school girl crush well i like
[658] 1:12:40	anime but even i don't go for that but the dune thing oh yeah i'm totally
[659] 1:12:46	buying into that
[660] 1:12:51	thank you very much for the super chat and the good laugh that's that's funny
[661] 1:13:04	okay michael beason for five dollars thank you very much uh great popcorn king uh
[662] 1:13:12	what can you tell us about the stila on f and consu about how often do
[663] 1:13:19	egyptologists get pestered about it um not very often actually i'm actually not
[664] 1:13:24	even familiar with that stila uh i i haven't to be honest i haven't even heard of that stila
[665] 1:13:31	um ankev and kansu um
[666] 1:13:39	by any chance is this one of those steely that is is being used to try to prove
[667] 1:13:46	that joseph was uh uh a vizier in the middle kingdom i'm just
[668] 1:13:52	asking the question because i don't know exactly the context here um we do get
[669] 1:14:00	we do get various stila that come up from time to time from say sort of fringe theorists that
[670] 1:14:08	try to make certain claims and you kind of have to almost keep a
[671] 1:14:13	scorecard because there's so many of them out there so without knowing say the greater
[672] 1:14:18	context of this it's sort of difficult to say what exactly is being asked here
[673] 1:14:24	um i will look if you can elaborate a little more i
[674] 1:14:29	might be able to comment a little more so i will look in the comments here for
[675] 1:14:34	for any just a regular comment you don't have to do another super chat because i do appreciate what you've done here
[676] 1:14:39	so if you just put in a regular comment elaborating just a little more maybe i can touch on this so um but thank you very
[677] 1:14:47	much for the super chat very much appreciated
[678] 1:14:52	okay 501 mobius good to see you again for five dollars thank you very much
[679] 1:14:58	when and why was moses not allowed to enter the promised land at the army's refusal to attack the
[680] 1:15:04	canaanites in the second year or the splitting of the rock uh from the texas seems to be the
[681] 1:15:10	splitting of the rock um basically one of the things about
[682] 1:15:15	being a prophet is you have to communicate the message of god
[683] 1:15:21	faithfully as it's delivered if you add your own sort of voice or
[684] 1:15:27	flourish or add to the word of god that's a sin and that's that's that's
[685] 1:15:34	almost disqualification to the office of being a prophet
[686] 1:15:39	while the army's refusal to attack the canaanites in the second year disqualified the people from entering
[687] 1:15:45	it did not disqualify moses what disqualified moses was the extra anger he added to god's message
[688] 1:15:52	when he split the rock he relayed god's message in a way that can that
[689] 1:15:58	showed moses anger not god's anger
[690] 1:16:03	so in a sense he perverted a lot of sense he perverted the message of god he put his
[691] 1:16:08	own spin on it and that's what really disqualified him from being able to
[692] 1:16:14	enter the promised land the fact is that moses had one heck of a temper
[693] 1:16:20	he had one heck of a temper and he would use that temper at times
[694] 1:16:25	in ways that were not legitimate so that's the reason why he was not
[695] 1:16:31	allowed to enter the land but he did follow the people right up to
[696] 1:16:37	the point where they were about to enter the land but he himself was not allowed to enter
[697] 1:16:42	but it's a great question uh thank you very much for the super chat and uh it's good to see you again
[698] 1:16:50	all right okay i'm michael b okay no uh
[699] 1:16:58	so i'm gonna take that up all right dynasty 25 to 26 crowley uses this to
[700] 1:17:03	found his religion of delamar okay that's why i'm not familiar with it because i'm not really familiar
[701] 1:17:10	with uh crowley or his religion of thelama so that's why i will have to look into this
[702] 1:17:16	a little more because it's not something this is why i'm not familiar with it because um i have i have studied a lot of um
[703] 1:17:23	strange cults it's it's it's a guilty pleasure of mine if you go to my academia.edu
[704] 1:17:30	you'll see a paper that i did researching vampire cults so uh i i do have a very very strong
[705] 1:17:39	sort of guilty pleasure of um of researching strange
[706] 1:17:45	beliefs systems strange cults uh new religious movements but
[707] 1:17:52	um i think what you're referring to is is i believe aleister crowley but i'm not
[708] 1:17:58	sure but i sort of have to look this one up i really would have to look this one up and do some more research
[709] 1:18:04	but you've got my interest and here you i write okay he's for the ads i run in
[710] 1:18:10	occult circles so i like they have much more extraordinary crowley than the average person okay now i think i know where you're
[711] 1:18:16	going with this now i'd have to look up that that stila to actually read it and i would probably end up doing a
[712] 1:18:22	translation and and figuring out what it said for myself but that's not something i can do on the
[713] 1:18:27	fly here on on a live stream so but now you've got my interest now you've got my interest peaked so i'm
[714] 1:18:33	going to go back and i'm going to look this up because because you've you've you've hit upon a
[715] 1:18:38	guilty pleasure of mine so um i will look this up and i will probably have something to say in
[716] 1:18:45	the near future if it's asked again so but you you've definitely got my interest thank you very much for that
[717] 1:18:52	super chat and thank you for for uh expounding on that that adds a lot more context
[718] 1:18:57	and it helps me so very much appreciate that thank you very much
[719] 1:19:04	okay we got a 10 super chat from jd freeze thank you very much
[720] 1:19:10	uh egyptian reliefs seem to mix history with strict artistic rules as well as religious context and
[721] 1:19:16	symbolism yes indeed uh almost all the texts we have from ancient egypt are religious texts
[722] 1:19:23	they we don't have any almost any pure historical text from egypt they're almost all religious texts
[723] 1:19:31	uh is this an example of the ancient near east relating history through the prism of mythology
[724] 1:19:37	um it is but it's more complicated than that it's part of it's going to be
[725] 1:19:44	reception history how do people relate what's happened to
[726] 1:19:50	them with what they believe about divinity about religion about metaphysics about all
[727] 1:19:57	that stuff the reception history takes uh historical events and tries to find
[728] 1:20:04	meaning for what people believe okay and we all do this every every every culture does reception history
[729] 1:20:11	okay whether it's an ancient israelite whether it's an ancient egyptian whether it's a modern 20th century
[730] 1:20:18	um historian we're all doing history through what we believe what we understand what
[731] 1:20:24	we think and we all try to make sense of it so this is what the egyptians are doing
[732] 1:20:30	but they're also most of the texts that they have that survive we get on say temple walls steely
[733] 1:20:37	few papyri and almost all of those have a religious context they are meant to be offerings for gods
[734] 1:20:47	the deeds that they did that uh increase their status in the afterlife
[735] 1:20:53	you know all of that is going to play into how they do their writing how they
[736] 1:20:58	relate history because they're not really really relating history for the sake of relating history that's not the
[737] 1:21:03	they're concerned they don't care about history they don't care about uh that people 10 centuries later can
[738] 1:21:11	figure out how they lived oh no that's that's that's not their concern in the slightest
[739] 1:21:17	their concern is how does what they do today going to affect their afterlife because one of
[740] 1:21:24	the things about egyptians is they're living according to apocalyptic time life is short in egypt
[741] 1:21:32	death is imminent death is coming and it's coming quick you see does something like this also
[742] 1:21:37	happen during plague times in europe where life is so short that people are
[743] 1:21:42	more focused on the next life than they are on this life because because this life is there isn't
[744] 1:21:50	much to it it's short it's brief and you're going to be out of it in quick in pretty quick order so
[745] 1:21:58	you're going to get a lot more of religious views religious reflection focus on divinity
[746] 1:22:05	in times where you have uh apocalyptic time
[747] 1:22:10	and egyptians definitely were living in a state of apocalyptic time so when they're relating what happened
[748] 1:22:18	to them it's always going to be through that lens of religion and reception history
[749] 1:22:24	it's a very interesting question and one can actually talk about this for a very very long time um you know people done uh books on this
[750] 1:22:31	subject it's it's a fascinating subject and we're almost sort of just getting the tip of the iceberg here
[751] 1:22:38	when we talk about this because it's just as i said it's just there's a lot to it but thank you
[752] 1:22:44	for the question and thank you for the super chat
[753] 1:22:50	okay life of aunt super chat for five dollars thank you very much
[754] 1:22:56	would you make a video on and do you have recommendations on the theban triad oh it's a good good good suggestion yes
[755] 1:23:05	very interesting suggestion i hope you're doing well and i love your work well thank you very much yeah that's a great suggestion um i had
[756] 1:23:13	thought about doing uh various videos on um the various gods and goddesses of egypt
[757] 1:23:18	uh and there's actually a lot there that can be done um right now uh i have for the last
[758] 1:23:26	several months we've been working on the uh evidence for the exodus you know i think uh we're getting ready
[759] 1:23:32	to uh release i think on monday uh video eight of that series you know you know
[760] 1:23:40	everyone sort of thinks that hey there's no evidence that for for the for the exodus yeah uh no evidence eight
[761] 1:23:46	videos later i'm still not done with material but i would like to get more egypt egyptological material back
[762] 1:23:52	on the channel so um that's definitely a worthwhile suggestion and i will add it to the ideas file
[763] 1:23:58	thank you very much for the super chat i very much appreciate it
[764] 1:24:04	okay we are getting to the uh end of the hour and a half here i will
[765] 1:24:10	take a couple more regular questions if no more super chats
[766] 1:24:16	come in so let me see if i can find one here
[767] 1:24:25	okay i don't see many cues there's there's a cube
[768] 1:24:40	okay i'm not going to answer that one yet because that's that's an interesting question all on
[769] 1:24:45	its own that actually would take more time than i actually have here so um
[770] 1:24:54	let's see if we can find yeah we have both big questions and little questions oh i
[771] 1:24:59	think a super chat just came in
[772] 1:25:06	sending apologetics five dollar super chat feels like a jurassic park caused some
[773] 1:25:12	to wish dinosaurs return a valet science question no it's not it's not a valid science question
[774] 1:25:17	it's an engineering question [Laughter]
[775] 1:25:25	the one thing about about restoring uh dinosaurs from jamaica park is they're not in any way
[776] 1:25:30	a natural being at that point they're actually a human created being that point that's adapting to a whole world that
[777] 1:25:36	they never knew it's not a science question at all it's a it's an engineering question
[778] 1:25:42	can you rebuild the dinosaur so would ancient egyptian life be
[779] 1:25:48	applicable in our context wow um that's difficult the
[780] 1:25:55	contexts are very different the the contexts are extremely uh
[781] 1:26:02	different between say uh ancient egypt and say um 21st century men we
[782] 1:26:10	a lot of water has gone under the bridge you know whole art movements have come and gone
[783] 1:26:16	you know empires have risen and fallen you know just it's just so much different
[784] 1:26:24	i mean for for the typical egyptian it was pure agrarian society where it flooded
[785] 1:26:31	every year and you had to go to high ground and you had to live off of essentially what you farmed and weren't taxed
[786] 1:26:38	yeah taxation's the same you know that hasn't changed in 5 000 years
[787] 1:26:45	okay but a lot of life is is very different you know uh egyptians your typical
[788] 1:26:52	egyptian farmer lived in a thatch house you know when they were farming you do still see these thatched house
[789] 1:26:59	homes in egypt today so in that respect they're still around
[790] 1:27:04	they're still around and much of the way that egyptian farmers do things is hasn't changed that much since 5000
[791] 1:27:10	years ago but a lot has you know cell phones you know cell phones have
[792] 1:27:15	radically changed modern egypt you know i mean just just let's say this is a
[793] 1:27:20	just uh seven years ago seven years ago the only place you could get a sim card for a cell phone was at
[794] 1:27:26	the airport that's the only place you could get a sim card today you can go down almost any block in
[795] 1:27:33	cairo in in in luxor in aswan and you can find a
[796] 1:27:38	cell phone shop we'll sell you a a sim card for an unlocked phone
[797] 1:27:43	and then sell you the phone too for for for peanuts if you want but that's
[798] 1:27:50	that's how quickly egyptian society is changing and we one of the things that that we even don't even
[799] 1:27:56	consider life in ancient egypt was very static it didn't change
[800] 1:28:02	much it went thousands of years without appreciable change now there were things that changed you
[801] 1:28:08	know kingdoms came kingdoms go pharaohs live pharaohs went politic there were political and religious movements in egypt that did
[802] 1:28:14	come and go but that didn't affect for most of the people most of the people were farmers
[803] 1:28:20	they lived in agrarian lifestyle that that was pretty much unchanged for thousands of years one of the things
[804] 1:28:27	that's that's really sort of different about today is the rapid pace of change
[805] 1:28:32	even even english just changes at just an incredibly rapid rate
[806] 1:28:38	compared to say ancient egyptian the ancient egyptian language was relatively slow and
[807] 1:28:43	changing you know if you talk to say the translation committee of the
[808] 1:28:48	new international version of the bible they'll be like the first people who tell to tell you that
[809] 1:28:53	um that they have to revise the niv every like five years because the english language is changing so fast
[810] 1:29:03	so it's it's really hard to to say what's applicable from egypt a a
[811] 1:29:10	society that's almost completely static to our modern context because
[812] 1:29:16	our modern context is is a context of uh change it's a science context it's an
[813] 1:29:22	engineering context it's an accounting context it's a information context you know we're an
[814] 1:29:29	information society we're a society that you know
[815] 1:29:35	has gets electricity just by plugging in something into a wall you know we talk to the world
[816] 1:29:43	you know this broadcast right now this live stream is going to probably 20 countries you know
[817] 1:29:50	or at least it will end up going to 20 countries it's instantaneous communication
[818] 1:29:55	you know in ancient egypt you wanted to send a letter to to somebody three months later it might
[819] 1:30:01	arrive that's if that's if the messenger didn't get killed on the road
[820] 1:30:06	you know that happened too where where you know um
[821] 1:30:14	correspondence you know the the letter carrier never arrived because the guy got killed by a robber
[822] 1:30:21	so that happened also so it's very very different so it's a
[823] 1:30:26	it's a fascinating question and it's sort of a hypothetical question but
[824] 1:30:32	we do find though that there's some things that don't change you know well that's that's probably
[825] 1:30:37	even more interesting like for example in the tomb robbery papyri you know
[826] 1:30:42	there was a fascinating study done by one of my fellow students at the university of liverpool and unfortunately i wish she had completed
[827] 1:30:48	her dissertation because it was fascinating concept which was lying in ancient egypt
[828] 1:30:55	and you know they egyptians lie pretty much the same way i
[829] 1:31:01	mean if you watch say an episode of cops today they're using the same lies on those on
[830] 1:31:07	that tv episode that egyptians were using you know thousands of years ago oh
[831] 1:31:15	i was just i'm not i wasn't participating in crime i was just going on along to keep my brother out of trouble
[832] 1:31:21	oh it wasn't my stuff i was just holding it for my cousin do i have a proceed for that no no no of
[833] 1:31:27	course it's not it's i don't have its stuff anymore it's it's now it's now uh um i never had it at all what
[834] 1:31:34	it's it's the same lies and and in that respect egyptian culture still has something to
[835] 1:31:40	tell us because they're using the same lines back then as we use today
[836] 1:31:46	society has changed but human nature hasn't changed human nature is exactly the same 5 000
[837] 1:31:54	years ago as it was today or as it is today so in that respect ancient egyptian life
[838] 1:32:02	still has something to teach us because it shows us say the consistency of human nature over time
[839] 1:32:09	great question thank you very much for the super chat very much appreciated
[840] 1:32:19	okay michael beeson 5 super chat and we're running into
[841] 1:32:26	overtime now okay so we're gonna have to make this
[842] 1:32:33	the last one uh um what does the egyptian language tell us about the
[843] 1:32:38	development of the ghoul uh on p3x888
[844] 1:32:46	almost nothing [Laughter] it's it's uh i do like i do like the
[845] 1:32:52	star stargate movies but they're not real [Laughter]
[846] 1:32:57	uh egyptian language has no no stargate um i i did i did um get a little laugh
[847] 1:33:06	recently because i watched the uh first start stargate movie recently where the hero sort of
[848] 1:33:13	you know on the chalkboard they have that inscription of the stargate and you know he he he he he
[849] 1:33:20	rails on the other guy for trying to uh decipher it using uh budge now that's that's sort of a a trope in
[850] 1:33:27	egypt in egyptology is that the work that budge did was
[851] 1:33:32	terrible um it wasn't very good he was self-taught and he just isn't very good at doing
[852] 1:33:39	hieroglyphs but his his volumes were cheap they were out of print and a lot of people used them
[853] 1:33:45	so um that's it's it's it's a trope but then again i look at the heroes
[854] 1:33:50	translation it is not any better it's also a bad translation so
[855] 1:33:59	so one is not exactly better than the other here
[856] 1:34:05	uh but it's a it's a it's a funny question i i like it because i do actually like stargate i love them the
[857] 1:34:12	whole sort of the the mythos of the science fiction mythos of it but it's a great question
[858] 1:34:18	now we're going to wrap it up here thank you very much for all the questions on today's
[859] 1:34:23	live stream uh i want to also encourage you that if you enjoyed these sessions uh consider um
[860] 1:34:32	becoming um uh in i want to make you all aware that in october where i'm gonna be
