[0] 0:10	do
[462] 50:36	from god to write down i mean it's it's not it's not zappo he's got the words and he's writing him down like he's
[463] 50:43	automatic writing like in some weird ufo cult that's not what's meant by inspiration
[464] 50:49	inspiration means that that god has prepared the person with every life
[465] 50:54	experience whether it's it's um you know being
[466] 51:00	raised in say the royal um the royal school of the king
[467] 51:07	to be able to read egyptian to be able to read acadian to to to know the local semitic dialect
[468] 51:14	whether it's not whether it's the fact that he was the uh adopted um the son of
[469] 51:20	son of a daughter of a king that's part of it he was exiled
[470] 51:26	or ran away and became a shepherd for 40 years that's going to influence how he does
[471] 51:33	things all everyone's life experiences what
[472] 51:38	they read who they interacted with who their influences
[473] 51:44	all of that plays into inspiration
[474] 51:50	so that when moses or any prophet went to write down the actual text
[475] 51:57	all of that life experience and knowledge and everything about that person has been channeled to that end
[476] 52:09	so we can look at a guy like moses and we can say god chosen for a dozen reasons
[477] 52:15	a dozen reasons yes strength and reason weakness is one of those reasons
[478] 52:22	but so also is the fact that he was putting a basket among the reeds
[479] 52:28	for pharaoh's daughter to find so is the fact that he when he grew up he went and checked
[480] 52:35	out his brothers and then slew an egyptian now god didn't cause him to do that
[481] 52:42	you know to to kill an egyptian but god knew he would do that
[482] 52:47	and would redeem that for good even though it was moses doing evil
[483] 52:54	so there's a lot going on here and and this is one of the things we have to realize with inspiration is it's not one thing it's
[484] 53:00	this sort of um um all these different things happening
[485] 53:07	throughout a person's lifetime who did he meet
[486] 53:12	he met the king as the son of a daughter of king he had the right to have an audience before the
[487] 53:19	king that obviously also played into it also
[488] 53:24	so there's a lot here going on so uh we can't we can't restrict it to
[489] 53:29	one reason but definitely strength and weakness is a reason definitely
[490] 53:35	so anyway thank you very much for the super chat i hope that answers your question very much appreciate it
[491] 53:44	okay uh moises salazar for ten dollars thank you very much for another generous super chat
[492] 53:50	why is the talion lex teleon uh law so misrepresented i mean i was in my 40s
[493] 53:57	when a youtube video of christine hayes clarified that for me even the word retaliation for teleon
[494] 54:04	means vengeance okay well it is misunderstood yeah
[495] 54:11	but part of the reason it is misunderstood is because it's
[496] 54:17	it comes lex teleon comes out of clan politics
[497] 54:24	okay and uh we have to really understand that in the ancient near east
[498] 54:30	um yes it does mean retribution
[499] 54:36	but there's also a limit here to retribution prior to the law uh to to lex teleon the
[500] 54:43	law of retribution um retribution could be exceptionally
[501] 54:49	severe okay it escalated i mean it escalated way out of control
[502] 54:58	you know um clan interclan warfare was a really messy business
[503] 55:06	we see examples of this you know uh
[504] 55:12	uh all over you know the ancient east you know uh
[505] 55:17	you poke out somebody got somebody's eye and he comes back and he kills you and your entire family
[506] 55:24	that was clan warfare now generally in order to prevent escalation
[507] 55:32	um some tribes did develop lex teleon to
[508] 55:38	limit how much that could escalate okay
[509] 55:44	um so the whole idea of this here was really to formalize that within
[510] 55:50	israelite culture to say okay it's an eye for an eye
[511] 55:55	but it's not an eye for an eye plus a hand it's not
[512] 56:01	tooth for a tooth plus your your entire
[513] 56:07	extended family okay and an interclan warfare got that bad it
[514] 56:13	really did get bad that bad now there are some places
[515] 56:18	where um lex teleon in um in traditional
[516] 56:25	uh clan interclan warfare was ignored one of the places we find this in that
[517] 56:32	that what we see this in um say uh the book of genesis is the ray padina
[518] 56:38	okay where um dina daughter of jacob is
[519] 56:47	the r word and the intent of
[520] 56:55	of the essentially um of the hivites
[521] 57:01	is to uh marry uh the daughter dean adina
[522] 57:07	and then kill all the israelites and take their stuff
[523] 57:13	um benjamin you know is a hot head
[524] 57:18	murderous man but he also accepts the situation right from a clan warfare perspective
[525] 57:25	which is he anticipated that's what they were going to do
[526] 57:30	this is when he comes back and you know he wipes them all out
[527] 57:36	and we see this actually happening in in bedouin um
[528] 57:41	in cases where bedouins um you know where where a member of one
[529] 57:47	clan will you know rape a uh a woman from another clan
[530] 57:54	and then the um the clan of the um victimized woman goes back and wipes out
[531] 58:00	the entire tr wipes out the entire clan just wipes him off the map
[532] 58:06	and that's that's that's that is an intentional escalation because that scene is so serious
[533] 58:12	and the reason why that scene is so serious in clan uh politics is because if a woman can't go out
[534] 58:20	leave the confines of the clan um safety perimeter to go out and do you
[535] 58:26	know hunting gathering or chores it puts the whole clan at risk
[536] 58:35	so lex teleon was really there
[537] 58:40	to sort of limit uh how much um uh vengeance could be
[538] 58:45	done it really was a hard limit and it was actually an and vast improvement
[539] 58:51	over um interclan warfare just vast improvement um
[540] 58:57	it saved a lot of lives i'd say it actually saved more lives than it took
[541] 59:02	because it put a hard limitation on justice okay
[542] 59:09	if you killed somebody you forfeit your life not the life of you and your entire family
[543] 59:18	it also preserved clan structures and as the israelites were going into
[544] 59:23	the promised land that preservation of clan's structure is going to be imperative
[545] 59:29	to maintaining the inheritance on and the the boundary stones over
[546] 59:36	generations centuries even millennia so anyway i hope that answers your
[547] 59:43	question there's a lot in that there's a lot going on there so but um i hope i brought a little light
[548] 59:48	to that thank you very much for the super chat very much appreciated okay
[549] 59:55	the sauce with a very very generous 20 super chat thank you very much for the super chat very much appreciate it
[550] 1:00:04	dr faulk i've recently heard that the israelites were enslaved in egypt for less than 400 years i would agree
[551] 1:00:11	uh something like 215 years based on moses and genealogy
[552] 1:00:16	and galatians 3 17 430 years thoughts thank you okay
[553] 1:00:23	there is a problem with the 215 years too okay um
[554] 1:00:29	we can kind of see that uh i mean first of all i i don't think there's any doubt
[555] 1:00:34	that uh they were the the israelites the sons of jacob were in egypt
[556] 1:00:40	less than 400 years we know this from from say exodus 6
[557] 1:00:47	that the maximum amount of time that the israelites could have been in egypt was 350 years
[558] 1:00:56	so that's the maximum time 215 years seems to be more of a minimum
[559] 1:01:03	time so what we have here is a range we don't know exactly how long
[560] 1:01:09	but it does seem to be between 215 and 350 years
[561] 1:01:15	uh the one of the reasons why it's the 215 years is is problematic all on its
[562] 1:01:20	own is it depends upon um the dating of the patriarch of the
[563] 1:01:28	promise of galatians 3 17 according to the first promise given to
[564] 1:01:34	to abraham the problem is it's the text is not specific on which promise
[565] 1:01:40	starts the clock first promise second promise the problem with second promise is we
[566] 1:01:46	don't know exactly when that started okay so
[567] 1:01:53	there's some wiggle room in some of these these these calculations and i think we have to when we look at
[568] 1:02:00	this we have to really sort of take that um
[569] 1:02:08	and um and and really sort of be very very
[570] 1:02:14	critical as to uh what are limited in scope here so i think i think it's i think the 250
[571] 1:02:22	years is is a absolute minimum it can be and 350 is the maximum and frankly you
[572] 1:02:29	look at a lot of say authors who've written on this and they'll they'll basically most of them will say yeah the
[573] 1:02:36	215 that's that's the minimum but it's not the next now i lean more towards say closer to 350 years myself
[574] 1:02:44	i think that works better with the data i think that's um
[575] 1:02:50	but it doesn't have to be exactly 350 either it could be like 340 330 even 300 years and still would all work out
[576] 1:02:57	so i think we have to be very cautious here about how that we don't overread the
[577] 1:03:03	text or that we uh um read it with certain interpretations historical
[578] 1:03:08	interpretations in mind so anyway thank you very much for the super chat
[579] 1:03:14	very much appreciate the question i hope that answered the question
[580] 1:03:24	converse contender for a dollar nine nine thank you very much for the super chat dr faulk that's hilarious
[581] 1:03:30	thanks for the backstory well you're most welcome um
[582] 1:03:38	uh unfortunately uh people ask me sometimes if i'm gonna write a book on the exodus
[583] 1:03:45	and i often have to tell them it's very hard for for for me to write a book on on the exodus because
[584] 1:03:51	uh publishers really don't want to touch that um they'll be there they're fine
[585] 1:03:57	picking up a book on uh you know publishing a book on say the early exodus date but the late one
[586] 1:04:03	the late date theory is still very controversial in christian circles um not so much among scholars or say
[587] 1:04:10	more liberal or even evangelical christians um but definitely amongst those who are
[588] 1:04:16	say highly conservative or fundamental it's an exceptionally um
[589] 1:04:21	controversial uh i i sometimes say that you know
[590] 1:04:28	it's easier to deny the trinity it's easier to deny the trinity in
[591] 1:04:34	christian circles than it is to deny the early exodus state
[592] 1:04:41	you're less likely to become pariah deri um denying the trinity
[593] 1:04:46	then you are denying the early exodus date you know i recently a couple days ago i
[594] 1:04:52	um i did a q a on um
[595] 1:04:58	inspiring philosophies channel inspiring philosophy and i worked on together
[596] 1:05:03	on his new exitus rediscovered video and um
[597] 1:05:10	we took a q a after and i i did my standard line where you
[598] 1:05:15	know i affirmed the bible i affirmed the biblical text in its proper
[599] 1:05:20	context a lot of people really were upset with that
[600] 1:05:26	you know a lot of people were really really upset you know the people were accusing me of denying the bible
[601] 1:05:33	you know um um you know denying the ancient authors and what
[602] 1:05:40	they said when i did nothing of the sword but
[603] 1:05:45	if you go against a certain tradition people are going to get upset you know this is one of the reasons too
[604] 1:05:52	um why for example um you know there's there's there's some
[605] 1:05:58	text uh like for example in the bible uh english translations of the bible
[606] 1:06:04	there are times that that translators will use
[607] 1:06:10	traditional translations of certain texts
[608] 1:06:15	knowing it's wrong knowing it's an incorrect translation
[609] 1:06:21	just because if they translated it correctly it would cause
[610] 1:06:27	such a furor that the translational committee would never see see hear the
[611] 1:06:32	end of it this is why we still find the translation red sea
[612] 1:06:40	in english translations you know that's
[613] 1:06:45	not a translation of yamsuf that's a translation of
[614] 1:06:51	the septuagint but it's not a translation of the pentateuch the torah
[615] 1:06:57	um at least not from the not from the hebrew it's why we find for example when it
[616] 1:07:03	talks about the text talks about the ark of the covenant it talks about the lid being mercy seat
[617] 1:07:08	the word is lid but if a translator uh actually translated that as lid not
[618] 1:07:16	mercy seat he would just he just would not hear the
[619] 1:07:22	end of it so there's a limited tolerance to
[620] 1:07:28	to change for the sake of accuracy change comes slow in christian circles
[621] 1:07:36	and you know people do have to sacrifice to
[622] 1:07:41	advance that change so anyway i'm glad you enjoyed the story
[623] 1:07:46	thank you very much for the super chat very much appreciated and it's been great having you here tonight
[624] 1:07:54	okay uh moises salazar for ten dollars thank
[625] 1:08:00	you very much for the super chat uh about akhenaten exile in sinai what was the
[626] 1:08:06	cause akhenaten was never exiled in sinai
[627] 1:08:12	also if sinai were to be excavated thoroughly what would be what would be fine please expand okay
[628] 1:08:19	um there is a theory that's that floats out there and i do very much appreciate the
[629] 1:08:24	super chat thank you very much um there is a theory out there
[630] 1:08:30	uh that akhenaten was exiled into sinai
[631] 1:08:35	and that he's actually moses and that he comes back and rescues the people out of
[632] 1:08:40	um out of egypt well the problem is nobody accepts that
[633] 1:08:47	um it's a fringe theory it has no basis in fact
[634] 1:08:54	the fact is that uh there's several reasons why this is wrong first of all the capital city
[635] 1:09:01	of akhenaten was adamara telemarna the egyptians called it occitatin
[636] 1:09:08	um it is a long long ways from goshen so
[637] 1:09:14	you couldn't keep a consistent biblical text if you accept that that akhenaten
[638] 1:09:21	was was mesmosis we also don't have any evidence that
[639] 1:09:28	akhenaten ever went to sinai except maybe early on really early on in his reign it
[640] 1:09:35	looks like otanatan did a military campaign uh into canaan
[641] 1:09:41	uh that happened in the first couple years of his reign so he does do a military uh campaign in the first couple
[642] 1:09:46	years of his reign but he doesn't he's not he's not exiled
[643] 1:09:51	uh year six akhenaten uh establishes his his his capital at tel almara
[644] 1:09:59	and then he reigns there for the next uh nine years
[645] 1:10:04	roughly we also have evidence that he actually
[646] 1:10:11	died and was mummified and buried
[647] 1:10:16	uh in egypt so um it's really not a viable theory to
[648] 1:10:21	think that akhenaten is moses or that he was even excelled in the sinai
[649] 1:10:27	uh he is he is in all likelihood um in fact p uh most most scholars are now
[650] 1:10:33	99 sure that the body buried in um in the coffin
[651] 1:10:40	found in kv-55 is akhenaten okay
[652] 1:10:45	uh genetic tests um you know basically have shown
[653] 1:10:52	that um that there's a a strong you know
[654] 1:10:57	familial relationship here between him king tut ahmed hotep the third
[655] 1:11:02	and uh what was sometimes is regarded as as tut's ma uh mother the what's it
[656] 1:11:08	called the um the unknown lady she's called so um
[657] 1:11:14	there's there's really at this point because the genetic testing no doubt that that is that is no reasonable doubt
[658] 1:11:20	that that is um is anyone other than akanatan okay now your second question
[659] 1:11:28	uh also if the sinai were excavated thoroughly what would we find well well we wouldn't know what we find
[660] 1:11:36	now there have been a few excavations done in sinai there was a
[661] 1:11:44	cerebel cotton has been excavated we found there a temple of hawthor
[662] 1:11:49	with perhaps the only bark relief found outside of egypt
[663] 1:11:56	it also happens to be a middle kingdom bark relief 2 which is also really interesting as well
[664] 1:12:04	we have found slag heaps out there so their excavations to serbia alcottam was not
[665] 1:12:11	just for turquoise it does seem to be for for manufacturing bronze
[666] 1:12:18	uh there's also a turquoise operation on the coast it was more of a uh processing
[667] 1:12:24	place than it was actually a mining place um uh who doesn't know that uh
[668] 1:12:32	greg mumford you know excavated that place uh and it that particular site goes back to the
[669] 1:12:38	old kingdom so we do know um that um
[670] 1:12:46	that uh um there are
[671] 1:12:51	little seasonal towns in the sinai that were
[672] 1:12:57	seasonally occupied for the purposes of various mining operations
[673] 1:13:04	we find beyond those is is anyone's guess nobody has done a
[674] 1:13:09	systematic site survey of the entire sinai we do there were some
[675] 1:13:16	bedouin sites that have been occupied for several uh many centuries where you find
[676] 1:13:22	um stone tools campfires
[677] 1:13:28	[Music] animal remains uh but the but the fines tend to be
[678] 1:13:35	pretty sparse
[679] 1:13:40	um also along the north sinai we do find fortresses okay uh we find them more along say the
[680] 1:13:48	um northeastern side of the sinai like we find charu there the lion's den was there
[681] 1:13:53	uh invariably there'd be other fortresses up there as well so there's actually a whole lot
[682] 1:14:00	um that we could find if if more was done in the sinai and that would be very very exciting especially if we could do
[683] 1:14:07	more uh excavations into the central sinai and say on the um on the eastern
[684] 1:14:15	um the northeastern uh um portion of the sinai i think there would be much more
[685] 1:14:21	so much more interesting stuff there to be found but a lot's gonna have to change um
[686] 1:14:31	before that that becomes viable again right now uh the sinai is a hot bit of
[687] 1:14:37	insurgency activity from the muslim brotherhood people do die going to the sinai it's
[688] 1:14:43	not safe so unfortunately we're all sort of waiting for the cyanide to become safe
[689] 1:14:49	again so that we can go back and do some excavating because that would be really wonderful it would be really really
[690] 1:14:55	helpful so anyway thank you very much for the super chat very much appreciate it i hope that
[691] 1:15:01	answered your questions
[692] 1:15:08	all right and that seems to be the end of the super chat so we can get back to some non super chats
[693] 1:15:16	okay
[694] 1:15:32	i'm going to take this one here can you discuss your agreement and disagreement with michael heiser in with regard to
[695] 1:15:38	his counsel of god interpretation on the old testament i'm not going to go into that too much
[696] 1:15:44	in detail because i think that almost requires its own video but i will say this
[697] 1:15:50	i partially agree with him uh especially when it comes to say the
[698] 1:15:56	iron age literature um my disagreement tends to be more
[699] 1:16:01	along the lines of say um he's got a great interpretation
[700] 1:16:07	and when you got a hammer you see every problem is a nail so i think um
[701] 1:16:14	things like genesis uh deuteronomy um uh 32 x is 12.
[702] 1:16:21	um i think when you start viewing that through a um a uh
[703] 1:16:28	council of gods lens you create an anachronism that we don't necessarily find good evidence for in the late
[704] 1:16:34	bronze age we find excellent evidence for it in the iron age
[705] 1:16:39	this is why i agree with him on the book of job this is why i agree with him mostly for
[706] 1:16:45	psalm 82 not completely for psalm 82 mostly for psalm 82 like for example
[707] 1:16:52	i don't see any problem with psalm 82 re referring to both human judges and to say
[708] 1:16:59	the divine counsel i don't see i don't see a problem with doing that heiser will just say take an exclusively
[709] 1:17:06	um council of gods reading for psalm 82. i i don't think though that that you can
[710] 1:17:13	um say that psalm 82 is strictly about the council of gods although it is a
[711] 1:17:19	reference to it so that's about that's about all i will say on that which is
[712] 1:17:25	i think that um that there's there's there's reason
[713] 1:17:31	to um to agree with his his point of view um and he has some very clever views i
[714] 1:17:37	have so i have to hand it to him the guy is an exceptionally creative exegete
[715] 1:17:44	i just don't go as far as he does on a lot of these so anyway thank you very much for the
[716] 1:17:49	question very much appreciated
[717] 1:18:00	okay i'll take fmn's question did jonah really die in the belly of the fish and go to shield or was he still alive
[718] 1:18:05	during the three days he was dead as a d as a nail there's a door knocker
[719] 1:18:12	we read in jonah chapter 2 uh where he goes underneath the
[720] 1:18:17	mountains into the waters and and this is not in the whale under the mountains
[721] 1:18:22	now under the mountains is shale that's cheol so he's in sheol
[722] 1:18:29	so he's dead in the fish this is why the sign of jonah is so
[723] 1:18:35	important to um to jesus christ and the resurrection
[724] 1:18:41	something wrong yeah you didn't miss it i did miss what
[725] 1:18:46	okay it sounds like i missed the super chat so let me finish up this question i'll go back and i'll get the super chat
[726] 1:18:53	um okay now um so yes uh he's alive
[727] 1:19:00	uh when once he's been spit out so he's basically a dead body is sped up on the shore
[728] 1:19:06	and he's raised this is why as i said this is such a powerful uh
[729] 1:19:13	symbol for the re the crucifixion in the resurrection of jesus christ jesus christ is absolutely dead in the tomb
[730] 1:19:20	three days in the belly of the earth
[731] 1:19:26	and then on the third day he rises on the grave and literally walks out of
[732] 1:19:32	the tomb like jonah
[733] 1:19:37	is is is purged from the belly of the fish so absolutely
[734] 1:19:42	jonah is really really dead and he's really really dead three days and frankly it makes a lot more sense
[735] 1:19:48	the text it also makes more common sense too insofar as that nobody can stay
[736] 1:19:54	alive three days in the belly of a fish you know i i when i was when i was in sunday school
[737] 1:20:00	as a kid yeah it's hard to imagine me in a sunday school as a child
[738] 1:20:05	uh but i still remember you know these these these
[739] 1:20:10	sunday school materials ridiculous sunday school materials from david c cook who is actually the largest producers of
[740] 1:20:17	sunday school materials in north america and they would show
[741] 1:20:23	they would show jonah sitting in the belly of the whale with a chair table
[742] 1:20:30	a propane lamp um
[743] 1:20:39	my wife says that's pinocchio not the bible um
[744] 1:20:44	it was ridiculous it was ridiculous you know no wonder people go to college and go
[745] 1:20:51	wait no no what's in my head doesn't make it really doesn't actually make sense
[746] 1:20:58	well that's because what you've been shown isn't accurate to the text
[747] 1:21:05	if we taught people according to what the text actually says
[748] 1:21:10	we'd have to do a whole lot less clean up after it just makes a mess just
[749] 1:21:18	makes a mess so yes absolutely jonah died in the belly of the whale
[750] 1:21:23	the text is clear he went to shia shale and it's clear that when the whales
[751] 1:21:29	played him up he was revisited brought back to life
[752] 1:21:34	so anyway thank you very much for the question it's a great question now i have been told about a lost super
[753] 1:21:40	chat let's find out what that lost super chat is which one is it hun
[754] 1:21:53	oh the anunnaki okay i see it let me see if it it came up on my
[755] 1:21:59	my twitch
[756] 1:22:05	nope it did not get it so i have to start and restart this
[757] 1:22:14	okay let's hope it draws it in this time we apologize for the lost super chat
[758] 1:22:21	let's make sure we have it now
[759] 1:22:31	it does happen and okay all right on unfortunately it did not
[760] 1:22:39	grab it a second time so what i'm going to have to do is i'm going to have to cut and paste this so this will just take a second
[761] 1:22:51	all right so i'm gonna go and i'm gonna
[762] 1:23:07	okay and
[763] 1:23:19	all right i should do it
[764] 1:23:26	there we go okay we had to cut and paste it but we got it
[765] 1:23:31	all right uh from amir essephra uh eschafra for five dollars thank you
[766] 1:23:36	very much for the super chat very much appreciate it uh i heard someone say anunnaki he said
[767] 1:23:42	anunnaki is egyptian and egyptian cross is the circle anak
[768] 1:23:48	probably ankh because egyptians believe them for heaven okay
[769] 1:23:54	uh no the anunnaki do not come from egyptian are you just trying to pull my chain
[770] 1:24:04	um uh the anaki are found in mesopotamian myths okay so uh there's nothing nothing in um
[771] 1:24:11	uh in uh in it in egyptian
[772] 1:24:16	that um that were resembles the anunnaki
[773] 1:24:22	um the closest thing that we find in egyptian to the anunnaki is what they would call the primordial gods
[774] 1:24:29	but they're they're they're not say uh celestial beatings that come down
[775] 1:24:34	they're more beings that rise up out of the primordial waters so they're not the same
[776] 1:24:42	the anunnaki is is definitely comes out of mesopotamian literature okay
[777] 1:24:48	and and i'm not i'm not a big uh expert on the anunnaki so i don't want to say
[778] 1:24:53	too much but we don't find anything comparable in egyptian myth at least as far as i know
[779] 1:25:00	um now as far as uh the egyptian cross with the circle is anak and i'm kind of
[780] 1:25:07	thinking here what they're doing here is trying to do word play with anunnaki um
[781] 1:25:13	that that the word in egyptian for the uh the
[782] 1:25:20	cross with the circle in it which is actually it's actually a sandal it's actually the strap of a sandal
[783] 1:25:27	uh if you think about it your your your your ankle your your foot slips through the circle
[784] 1:25:33	and the the sort of the long piece of the cross is supposed to go between your your big toe and your second toe so it's
[785] 1:25:40	a sandal strap why they chose that for a symbol of life who knows
[786] 1:25:46	uh but that's what the egyptians chose as a circle of life is there this or their their symbol of life but the word
[787] 1:25:55	here is unk okay it's it's sort of the the the vulture um
[788] 1:26:02	um it's it's it's it's um not the vulture story the um
[789] 1:26:08	the um ion and and and noon and around h
[790] 1:26:15	um so um it's not the same as anunnaki now verbs
[791] 1:26:21	or vowels vowels are negotiable um but that round h is not something that
[792] 1:26:27	converts easily to a k and it does not convert easily to an acadian k
[793] 1:26:34	it's probably even more important so um you there is an etymological
[794] 1:26:40	problem here that's going to be very very difficult to overcome
[795] 1:26:45	um so i mean it's it's it's not connected i think there's i think there's there is
[796] 1:26:51	difficulties here um and i i don't think this holds much water uh
[797] 1:26:57	besides the reason that we don't find them in egyptian culture to draw a sort of an egyptian parallel
[798] 1:27:04	here this almost sounds like something that i once heard out of say um
[799] 1:27:09	what was it now there was a ufo uh um
[800] 1:27:14	uh conference i once listened to where yeah i listened to some weird stuff
[801] 1:27:24	but at that ufo conference they were talking about the anunnaki being gods
[802] 1:27:29	from heaven and they were trying to make weird sort of connections like to to
[803] 1:27:35	anks and to to uh egyptian winged deities and all that and you know it
[804] 1:27:40	just doesn't make any sense it just doesn't make any sense um somebody who's actually done some some actually decent work debunking this
[805] 1:27:48	stuff is actually michael heiser um because he's really into to um to ufo
[806] 1:27:54	conventions in ufo cults for him it's like a guilty pleasure um but he he debunks this just by going to
[807] 1:28:00	the primary source text and you know he he makes it clear that the the primary source texts are saying
[808] 1:28:06	something completely different than what these say ufo advocates are um
[809] 1:28:12	are proposing so but just from from my my limited ex
[810] 1:28:17	knowledge of the anunnaki i can tell you it doesn't come from egyptian and it is in no way related to the
[811] 1:28:22	egyptian word for ankh uh the the circle cross so anyway thank
[812] 1:28:28	you very much for the super chat very much appreciate it okay
[813] 1:28:33	see here
[814] 1:28:46	and whoa
[815] 1:28:52	all right uh i'll take this one first comment first because i actually kind of think it's kind of interesting uh ken von says i grew up in a ufo in into
[816] 1:28:59	ufology i had a strange family we took a family trip to roswell one time
[817] 1:29:07	i have known people who have seen ufos people i trust
[818] 1:29:13	and and are credible um none of them are the ones that i've um
[819] 1:29:19	that have related to me experiences of ufos um
[820] 1:29:27	have had had you know abductions or anything sort of close encounters of that kind they none of that stuff
[821] 1:29:33	but they did see see um stuff in the sky that is not how normal satellites
[822] 1:29:41	or aerial phenomena behave so um i'm not quick to dismiss it i'm not
[823] 1:29:48	quick to dismiss but it not necessarily okay
[824] 1:29:54	but they're not necessarily a they're not necessarily aliens or extraterrestrial um beings either
[825] 1:30:02	unless you want to consider say spiritual beings to be extra terrestrial uh
[826] 1:30:07	and some people do but i i don't quite go that far um space aliens is just
[827] 1:30:14	no no i'm not i'm not quite buying the whole space alien thing um
[828] 1:30:20	but i am i am open to the idea that that there's a real phenomena out there
[829] 1:30:26	um i have known as i say enough credible people to to basically um
[830] 1:30:32	who's um testimony i i do externally accept on this
[831] 1:30:39	and there was a recent um recent paper in the senate um u.s senate talking about
[832] 1:30:46	ufos and there was something like um
[833] 1:30:52	they there was a redacted version that was released to the public just recently and um
[834] 1:30:58	what they said was of i think was 119 sightings that were done by navy army
[835] 1:31:06	air force personnel only one could be attributed to
[836] 1:31:12	natural causes in all the other cases they don't know
[837] 1:31:17	and i think this is one of the reasons why i say for example
[838] 1:31:22	the u.s government in fact every government in the world doesn't actually acknowledge
[839] 1:31:29	um ufos which is because
[840] 1:31:34	it's embarrassing to say i don't know
[841] 1:31:40	i'm comfortable with saying i don't know governments aren't
[842] 1:31:45	that's a security concern if you say you don't know that means you're not in control of your airspace
[843] 1:31:51	and the tactical situation governments don't like admitting that
[844] 1:31:58	so um i i think i think there's there's there's real warrant
[845] 1:32:03	to say that the the the phenomena is real but what it's what it actually is
[846] 1:32:09	is anyone's guess so anyway a very interesting question
[847] 1:32:15	so uh let's see more let's see go to more non-super chats here
[848] 1:32:31	see
[849] 1:32:43	don't know what i mean by
[850] 1:32:52	that okay um ddlv um i'm not sure what you actually
[851] 1:32:57	mean by this question um but i'm gonna read it out loud anyway uh what are your feelings on the book of
[852] 1:33:04	revelation and it's revelation singular not revelation plural although it's a very common mistake to make that
[853] 1:33:10	um and why they say we didn't have it in the bible until the 19th century thank
[854] 1:33:15	you okay um
[855] 1:33:21	there's it's probably an overstatement to say we didn't have it in the bible until the 19th century
[856] 1:33:28	but there is um there was a translational issue that we did not have
[857] 1:33:33	a good solid greek edition of it until the 19th century
[858] 1:33:40	and and and it's not it's not that that a greek edition didn't exist
[859] 1:33:45	um some of this comes out of the out of a back story
[860] 1:33:50	conserving concerning the king james version now
[861] 1:33:56	um the king james version was when the new testament of king james
[862] 1:34:02	version was translated it was translated by five byzantine overlapping texts
[863] 1:34:10	missing from these texts was the book of revelation okay
[864] 1:34:15	it only had a fragment like the first two chapters of the book of revelation
[865] 1:34:21	the rest of the book actually had to be back translated from the vulgate into greek
[866] 1:34:28	and then the king james version of the english version was then translated from that
[867] 1:34:33	back translated version of the greek okay and this is what we find in say
[868] 1:34:40	stephanus's third edition of erasmus edition is that back translation
[869] 1:34:46	from the latin so what we have for the book most of the book of revelation until the 19th century was
[870] 1:34:53	a greek version that had been that was translated into a latin version
[871] 1:35:00	which was translated into a greek version which was translated into an english version
[872] 1:35:05	so now despite all that
[873] 1:35:10	they did a pretty decent job with the 19th century we have a lot more
[874] 1:35:18	greek manuscripts that are now available i mean dozens more
[875] 1:35:24	uh we have say the codosinicus we have uh alexandrinus you know that we
[876] 1:35:32	got these various codexes now that do include copies of the book of revelation
[877] 1:35:38	and from that we can now make a good source critical text and and the book of revelation you know
[878] 1:35:45	so it isn't actually true we never had the book of revelation we had it in latin
[879] 1:35:51	we had it in latin going all the way back since uh jerome
[880] 1:35:57	we just never had a greek addition until the 19th century
[881] 1:36:04	but we still had it and when we compare say what the um what the um the translators of the latin
[882] 1:36:12	into the greek did for revelation and what the source critical text turned out to be
[883] 1:36:18	they didn't do that bad a job they didn't do that bad job at all not perfect
[884] 1:36:25	but a um a translation of a translation of a translation of the translation is never
[885] 1:36:31	going to be perfect it's just that's just that's just a
[886] 1:36:36	problem i mean there was a there was a there's an artist on uh
[887] 1:36:42	youtube who basically does google translates
[888] 1:36:48	of various songs and the way the words are done is they're basically translated between
[889] 1:36:55	multiple languages until they're not even recon recognizable
[890] 1:37:02	and there's one particularly funny one where the theme uh theme from say them
[891] 1:37:08	the anime movie joseph is put through this and it comes out being a sith lord
[892] 1:37:15	who's who the translation ultimately resolves it too
[893] 1:37:23	so it is hysterically funny but it also shows you the problem with doing
[894] 1:37:29	multiple translations like this so we did have it we just had in the
[895] 1:37:34	latin so it was an interesting question okay
[896] 1:37:44	now didn't i see one uh
[897] 1:38:01	okay john fabick for five 999 thank you very much for the super chat you mentioned in previous videos you
[898] 1:38:08	have identified tara with a historical figure what was his ethnicity language and
[899] 1:38:13	which gods did he worship do we also find references to abram or his other
[900] 1:38:19	sons okay the the person in in question is tara of
[901] 1:38:24	urkesh and we find him mentioned several times
[902] 1:38:30	as the ruler of the city of erkesh in northern mesopotamia
[903] 1:38:37	um his ethnicity is is a little unsure we're not quite sure of his ethnicity but he is
[904] 1:38:43	mesopotamian he is mesopotamian uh he's possibly amorite
[905] 1:38:49	he's possibly amorite um his
[906] 1:38:54	um he was trying to um
[907] 1:39:00	keep her kesh under sort of the hegemony of the kingdom of mari
[908] 1:39:09	um but his own people did not um um
[909] 1:39:15	basically want that and kicked him out so we do have of evidence of
[910] 1:39:21	of tara of irkesh leaving uh urkesh and becoming a
[911] 1:39:27	sojourner in northern syria haran in other words
[912] 1:39:35	uh we do have extra biblical reference to one of urkesh's sons that died
[913] 1:39:43	while at welletterkesh possibly as a result of riots
[914] 1:39:50	so if this is if this could be the um um
[915] 1:39:56	uh the the the third son of tyralda that did not survive
