[0] 0:14	do
[444] 50:05	if the israelites had done their job properly they would have driven them out and that would have been sort of the end of it and that's sort of what we see
[445] 50:10	is is that they don't leave a lasting impression now this is sort of understandable since they um hurrians that were left in
[446] 50:18	canada were really cut off from their mother empire they didn't have any permanent connection anymore to the empire that basically
[447] 50:26	founded their colonies in in canaan so without that connection
[448] 50:33	they sort of died out rather quickly so we do get a last sort of glimpse of them
[449] 50:41	in the merneptostila but after that we don't see them anymore but anyway it's an interesting question
[450] 50:48	and we do see this uh um we do see traces of them in the biblical tradition but not a lot
[451] 50:55	well thank you very much for the question carlo great question
[452] 51:06	okay okay mohammed quran asks a question
[453] 51:13	i know you've been asked this a lot uh and by me even once
[454] 51:19	but could you elaborate more on schneider's proposed etymology for moses's name
[455] 51:24	okay yeah yes absolutely now the problem with moses's name
[456] 51:30	is it is an m a she a name a sheen and a uh
[457] 51:36	hay so it's moshe okay now many um
[458] 51:44	many egyptologists think that the name comes from mesus or mess
[459] 51:51	because the mess is so common in egyptian names you find it everywhere you know
[460] 51:57	tatmusa which is which is uh jehuty mess you know uh ramsay's
[461] 52:03	ramessu you know it's it's a name that's that's that's it's a part of a name that's that's
[462] 52:09	everywhere and it means to be born mess means to be born okay but there's
[463] 52:15	an etymological problem there that s's and sheens are not equivalent
[464] 52:21	okay and no one really cares about the final h because because when you
[465] 52:27	when you move names between semitic and even submitted to non-submitted languages
[466] 52:32	that final consonant drops off that's very very common that so so no most scholars won't even
[467] 52:39	you know look if the final consonant is different no one cares okay but that second second consonant is
[468] 52:48	a problem so what what schneider proposed was that
[469] 52:53	he looked through uh ranka's name list and ronka has collected all say the personal
[470] 53:01	names that you find in egypt it's a very very interesting list because it's also dated as well it's
[471] 53:07	it's a very very good good piece of literature but
[472] 53:13	what what schneider knows that was the appearance of certain names that what he called classified as
[473] 53:19	m shay names so an example of this would be amun m shay and what
[474] 53:26	the m shay here is is m is the um preposition of and
[475] 53:33	shi is the is the is is the letter sheen it's the egyptian letter sheen and it
[476] 53:39	means lake so almond of the lake okay so
[477] 53:46	[Music] you also find this like what montu m shape montu of the lake
[478] 53:51	and it seems to be the the idea of a ceremonial lake or ceremony of water okay
[479] 53:58	so the idea that that a schneider proposed was that moses is actually one of these mushay
[480] 54:04	names with the god the name of the god stripped off
[481] 54:09	the reason why they strip off the name of god is because you don't want a pagan deity being elevated through moses being called that
[482] 54:18	so moses me may have been called amonem shay with almond stripped off which leaves m
[483] 54:24	shay moshe moses so that's where the etymology there comes from
[484] 54:31	and i think it's a very very compelling um hypothesis and i think it's really
[485] 54:36	compelling is because we do find several examples of these mga names
[486] 54:41	so it it it has warrant the the the proposed etymology has actually very
[487] 54:47	good warrant in my opinion so that's why i think it's it's a it's a very compelling hypothesis
[488] 54:55	so anyway thank you very much for the questions great question
[489] 55:00	okay i saw super chats here
[490] 55:07	scroll down i see one from sentinel apologetics for
[491] 55:13	10 australian thank you very much why does exodus 14 12 mention the name
[492] 55:20	of the syrianite current storm god balsafon because this was how
[493] 55:25	because how was this foreign deity introduced for worship in egypt it is merely is it
[494] 55:31	merely an outlier geographical name um no it's not just an outlier and um you know i sort of wish it was but um
[495] 55:40	it's it's it's it's it's an interesting name that bambal safan um it means ball of the north
[496] 55:46	or potentially the ball of the city of zafon now um the name
[497] 55:54	is actually the name of a city or at least a an outpost um probably
[498] 56:01	uh just south east of the sea of reeds
[499] 56:07	um and the reason why this sort of sort of um
[500] 56:14	the foreign deity name the name ball actually was introduced in in egypt
[501] 56:21	by the hicks sauce so by the semitic peoples the amorite semitic peoples that came
[502] 56:27	during the first intermediate period and they established worship at the city of avarus
[503] 56:32	uh possibly as early as the 11th dynasty so this is the the the
[504] 56:39	practice of worshiping ball in egypt is actually fairly early at least relative
[505] 56:45	to the bible so it's not just an outlier it's
[506] 56:51	very much part of say semitic uh hicks sauce cultural identity in fact
[507] 56:58	the hicks sauce um this the semis the ammonite semites at avaris build a temple of ball there
[508] 57:05	so ball is the big god of avarus if there's one god at a virus that's
[509] 57:11	that's sort of the the preeminent god the local deity it's ball
[510] 57:16	so the storm god ball is is is very very important to say that the the peoples of of the of
[511] 57:24	the nile delta so it's not just an outlier it's it's actually worshipped in egypt
[512] 57:31	and it's even worshipped by uh say native egyptians um
[513] 57:37	in in egypt the ball is is um seen as being synonymous with
[514] 57:43	the god seth which is the egyptian version of the storm deity so the egyptian view vol
[515] 57:50	ball and seth as being one in the same deity so this is why when um
[516] 57:58	the ramazans you know start naming their kids at i mean the ramachands you know grew up
[517] 58:03	and had their power base around a virus so they start naming their kids
[518] 58:09	after god seth or baal because that's that's what they knew
[519] 58:15	and this is why seti the first is named after the god seth because you know he was born at a varus
[520] 58:21	he he was familiar with the practices at the temple of ball
[521] 58:27	you know the when he does this um year 400 stila you know ramsay's the
[522] 58:34	first to say the first of the year 400 stila at the temple of avarus you know
[523] 58:39	it's dedicated to god seth or and ball you know um head when he makes his
[524] 58:47	plinth or the temple of ball you know it's a it's a temple it's a plinth dedicated to
[525] 58:53	the god seth and ball you know that's there's nothing outlier about this this was a
[526] 58:59	very very important dynamic to delta worship so it's not just a mere geographical
[527] 59:06	outlier with that said however it is also a very interesting
[528] 59:12	geographical marker and it's interesting because we do find belsafon
[529] 59:18	referenced in one egyptian late egyptian miscellany
[530] 59:23	so there is that um so that's one of those sort of
[531] 59:29	corroborating things about say the exodus account in in exodus 14 2 that we find this
[532] 59:36	reference to bolsaphon well we only find one reference in
[533] 59:41	egyptian and yet we also find it in the hebrew texts it doesn't seem to survive
[534] 59:48	beyond that that sort of ram aside era it's it's very ramified
[535] 59:53	so it's a very interesting geographical a name too anyway thank you very much for the
[536] 59:59	question very interesting super chat
[537] 1:00:06	all right johnny c for 4.99 thank you very much for the super chat
[538] 1:00:13	stone blocks from parramsees were reused for buildings in tennis yes absolutely was the same repurposing done to avarice
[539] 1:00:20	buildings when a virus was abandoned no and there's a there's actually a reasoning why
[540] 1:00:25	and that's because most of um the buildings out of varus were made out of mud brick
[541] 1:00:32	very little stone was actually used at uh avarice and we even see like like
[542] 1:00:38	most of the palaces the temples all that was made out of mud brick so mud brick does not re
[543] 1:00:45	is not reused very well it doesn't it doesn't last
[544] 1:00:51	now the reason why was because uh say when building was done at a varus it
[545] 1:00:57	was done using the materials that was convenient for the hicks sauce and the local
[546] 1:01:03	population which just happened to be mud brick so everything there was milled on mudbrick you know temples
[547] 1:01:09	uh houses um palaces all of that at a virus was made out of mud brick
[548] 1:01:15	which is good for us because it means we can actually still find traces of it when we do see
[549] 1:01:21	the cesium magnetometry and then do the excavation and and some of that gets really
[550] 1:01:27	preserved like for example we do find because they did use mud brick
[551] 1:01:32	that even some of say the murals that were painted on the palace walls at avarice managed to survive
[552] 1:01:40	at least in in fragmentary ways so that they could be pieced together and we we discovered that there were some
[553] 1:01:46	some um cretan reliefs that were put on on these palaces you know of of bull
[554] 1:01:52	jumping and dancers so it's it's a very interesting
[555] 1:01:57	um preservation that results because of their use of mudbrick antivirus now parameters is different stone is
[556] 1:02:05	actually brought in to make temples at parramsees and the reason why is
[557] 1:02:14	we're talking about here is a the capital city for an egyptian and because you're dealing with a
[558] 1:02:19	capital city for an egyptian king at piramsies they're going to use stone
[559] 1:02:25	for temples for pylons for these these structures that are supposed to last forever the big statuary all that's going to be
[560] 1:02:33	so you you have a a cultural difference there that that that ends up being um
[561] 1:02:41	then later on scavenged for the building at tanis so it's a very
[562] 1:02:48	interesting question and i do appreciate it thank you very much for the super chat
[563] 1:02:53	okay and another super chat from moises
[564] 1:02:59	salazar thank you very much for five dollars did the hittites the classic empire of
[565] 1:03:06	anatolia of hattucha leave a biblical footprint yes they did and they actually left a
[566] 1:03:13	much greater footprint than the um
[567] 1:03:19	then the hurrians did now the way they did the
[568] 1:03:26	footprint is a little different what happens to the hittites is they
[569] 1:03:32	succumb to the late bronze age collapse um they're they they get a a thorough
[570] 1:03:39	pummeling from the sea peoples and the sea peoples essentially that
[571] 1:03:44	combined with famine that happened in the hittite empire caused the hittite empire to pretty much
[572] 1:03:50	collapse and that collapse takes place just
[573] 1:03:56	a little uh around the end of the egyptian 19th early egyptian 20th
[574] 1:04:03	dynasty so it's at that point during the reign of superluma ii that the hittite empire just sort of
[575] 1:04:10	crumbles it just falls apart with that said however what happens is
[576] 1:04:18	you see the and the the the the hittite empire of of
[577] 1:04:24	us uh super lululuma uh mercily the second and um
[578] 1:04:32	tattusili you know this is the m this is what's what's called the um new hittite new kingdom
[579] 1:04:39	so the hittite kingdom goes through several phases just like the egyptian
[580] 1:04:46	kingdoms go through various phases so that's well that that period just before the
[581] 1:04:51	exodus um is that
[582] 1:04:56	um or seriously just before the conquest is that the end of that
[583] 1:05:03	hittite new kingdom and it's during that time that say the um that when that when the
[584] 1:05:11	hittite empire falls apart it it's sort of trying it draws in on
[585] 1:05:18	itself and it it it tries to pull in to its its power brace at
[586] 1:05:25	hatusas which is its capital but you still have these various hit
[587] 1:05:31	tight kingdoms out there and not and and the one empire breaks up into several kingdoms
[588] 1:05:38	and these kingdoms form a confederacy and this is where we
[589] 1:05:44	get that neo-hittite empire which is not really an empire it's really more of a confederacy
[590] 1:05:50	the neo-hittites are basically a group of like-minded
[591] 1:05:57	kings of smaller hittite states and their footprint in the bible is
[592] 1:06:04	actually quite pronounced and we do see this referenced in say the books of kings and chronicles
[593] 1:06:10	where it talks about the kings of the hittites kings plural that's a reference to the
[594] 1:06:18	neo-hittite states so we do see some influence there
[595] 1:06:23	there's also some some vocabulary uh that's also comes into the bible as
[596] 1:06:29	well not as much as the egyptian not by any stretch of the imagination but there there is still some influence
[597] 1:06:34	there but that's where we sort of see um the hittite's biggest influence is
[598] 1:06:40	actually during the time of the israelite monarchy when they sort of
[599] 1:06:46	get their act together after the late bronze age collapse and become say the neo-hittite confederacy so
[600] 1:06:53	that's where we see the hittite's biggest impression upon the bible so anyway great question
[601] 1:07:01	thank you very much for the super chat okay see if i can
[602] 1:07:09	grab another none super chat while i can here
[603] 1:07:20	i'll see here
[604] 1:07:35	oh got another super chat from apologetics i bought
[605] 1:07:43	barry bidesel's recent book where was the red sea published by lexan press he said the event close proximity egypt not at a location
[606] 1:07:50	hundreds of miles away and he's right about this um
[607] 1:07:56	uh in fact most most um scholars will basically say if there was an exodus it was close to
[608] 1:08:02	egypt in say the northwestern sinai region now i do um i did
[609] 1:08:08	uh i do know barry very well um he was one of my teachers uh when i
[610] 1:08:15	was at uh trinity um i did take his class in uh geography of the ancient near east
[611] 1:08:23	so and i've even uh contributed to some of his projects
[612] 1:08:29	like his uh lex hem commentary on geographical commentary
[613] 1:08:36	so i deeply respect barry's opinion on a lot of things and i think he's been a right on a lot of he is say more
[614] 1:08:43	speculative stuff like for example he was one of the first people to propose that um that abraham's ur was actually in
[615] 1:08:51	northern mesopotamia not uh er of sumer and he that seems to be bearing out um
[616] 1:08:59	and and i and i have to admit i thought it was wrong originally so i'm glad to see he's right here so um
[617] 1:09:07	and i think i think he's he's he he had something there all along that you know the rest of us just didn't
[618] 1:09:12	appreciate so but at the same time too i do think some
[619] 1:09:17	of his things can be a little off sometimes like for example he doesn't think that nickdoll was the mcdole of say the
[620] 1:09:26	border fortress on the road of horus so i don't think he's correct there
[621] 1:09:32	but he is correct that it is in close proximity that the sea of reeds
[622] 1:09:38	is in very close proximity to egypt and and i would say at the paluziak estuary is where it it
[623] 1:09:45	was so it's not in a location hundreds of miles away um yeah i don't think you can even make the
[624] 1:09:50	argument that it was hundreds of miles away just because we have too much documentary evidence to suggest
[625] 1:09:57	that it was actually fairly close by particularly close by to
[626] 1:10:02	say certain um places in egypt such as peramsi's charu balsa font
[627] 1:10:10	pihaji wrote even pathamus is said to be nearby
[628] 1:10:15	so with that said you have to make a case that all these landmarks are either not as they are proposed in the egyptian
[629] 1:10:22	texts or that they are just uh have a doppelganger that's hundreds of miles away and i i
[630] 1:10:28	don't see this as being a credible case so um with that said i
[631] 1:10:35	i i can't i can't take take seriously the idea that um that the s
[632] 1:10:42	that the the event took place in the gulf of aqaba so um it's just not it's just not that
[633] 1:10:50	that alternative uh location is just not credible so um yeah i agree with bitezel here
[634] 1:10:59	it's it i think he he's right so uh thank you very much for the super
[635] 1:11:04	chat and thank you very much for the question
[636] 1:11:10	okay
[637] 1:11:17	c swift you have any recommendations for a introduction on to the bible's
[638] 1:11:22	historical backgrounds for the beginners yes i do and i'll even show it to you just a second
[639] 1:11:32	okay this book by right here behind the scenes of the old testament
[640] 1:11:37	edited by greer hilber and walton uh it's a very good book it's you can
[641] 1:11:42	see a very thick book it's also written at a early college level so it's
[642] 1:11:50	it's approachable so i would suggest that book for um as an introduction to biblical
[643] 1:11:56	history background for beginners because it goes into all those sort of dynamics
[644] 1:12:01	it goes into the exodus it goes into the conquest it goes into the kingdom period
[645] 1:12:07	it's and it's all written by subject matter experts so um among which i even contributed to
[646] 1:12:15	that book so i can't help to endorse it um so i would highly recommend that book
[647] 1:12:21	as a um as a introduction for bible um historical backgrounds
[648] 1:12:28	because that's its intended purpose and i think it does a very good job of it so thank you very much for the question
[649] 1:12:35	okay next one
[650] 1:12:49	okay you are talking warrior of the most high what
[651] 1:12:55	is i think you mean tana neem a god created on the fifth day a whale or something else um
[652] 1:13:06	tan and nim are very it's it's it's hard to really sort of nail down the tana
[653] 1:13:11	name uh batana name are kind of sea monsters but they're not
[654] 1:13:19	really uh deuteronomy 32 that weird sort of chapter
[655] 1:13:26	that we talked about a little earlier in the episode also has a reference uh to the tana name
[656] 1:13:34	uh having venom so it's
[657] 1:13:41	i don't know it it's this is a weird one this is a really weird one because tananim i don't think are whales it is
[658] 1:13:49	it's i i cannot conceive of them being whales are they something else it's hard to say
[659] 1:13:58	and we do know that there are some pretty furtive creatures in the ocean
[660] 1:14:03	you know coelacanth's hid from us from a darn long time only being found in the um
[661] 1:14:13	um in the uh cretaceous era um fossils until they were pulled
[662] 1:14:20	out of the ocean uh off the coast of madagascar okay so you know some creatures do have this
[663] 1:14:28	tendency to remain hidden for a very long time so with that said uh we don't have any
[664] 1:14:35	really hard and fast evidence to tell us what the tenoning were but i think what
[665] 1:14:40	the idea behind it is is that these were the big sea creatures the great sea monsters
[666] 1:14:47	and it could be anything it could be you know whales it could be giant squid it could be something else okay but the
[667] 1:14:54	idea is that they are big monsters and that seems to be what the illusion is towards
[668] 1:15:01	anything beyond that it's really hard to say okay that's a great question and a lot
[669] 1:15:08	of people still ask that question because it is you know we just don't know but thank you very much for the question
[670] 1:15:22	okay um i'm going to take that one muhammad
[671] 1:15:29	kharam again i want to test out my level of egyptian
[672] 1:15:35	i might be teaching a egyptian in the fall so uh you come to my class and i'll test
[673] 1:15:42	you out you'd have to pass though
[674] 1:15:49	where can i find a texts in their uh original language like the anastasia papyrus
[675] 1:15:55	okay um [Music] i will i will recommend a couple things
[676] 1:16:02	okay first of all if you are just a beginner in middle egyption which
[677] 1:16:07	most most people who study egyptian start off by studying middle egyptian okay
[678] 1:16:14	as the anastasia papyri are written in what's called late egyptian that's a more advanced form of egyptian
[679] 1:16:22	uh you are going to really really struggle if you're just trying to get your hands around a middle egyptian and then try to
[680] 1:16:29	read late egyptian it'll throw you for a curve and i would not recommend it
[681] 1:16:35	i would recommend more um uh texts like uh
[682] 1:16:41	sin away you know some middle uh egyptian stila are very in uh
[683] 1:16:48	approachable you know go for um well something like ipaware or
[684] 1:16:54	nefertiti a middle egyptian text and you'll find that's much much easier to deal with as far as its
[685] 1:17:00	vocabulary its grammar its sentence structure and that's because the difference
[686] 1:17:06	between middle and late egyptian is very very different
[687] 1:17:11	so um that's what i would recommend that you that you do is you you go to those those
[688] 1:17:17	say middle egyptian texts that are those middle kingdom texts if you go for a middle
[689] 1:17:22	kingdom text they're all going to be written in middle egyptian and you cannot go wrong there if you want to sort of test your level of egyptian as a
[690] 1:17:29	beginner so that's what i would recommend so thank you very much for the question
[691] 1:17:35	interesting question okay
[692] 1:17:41	and another one from sentinel for five dollars australian thank you
[693] 1:17:48	very much the popcorn must flow
[694] 1:17:54	can you expand how proverbs 22 to 23 compares with the instruction of amino
[695] 1:18:00	mope why did solomon if him repurpose it right
[696] 1:18:08	what we have in proverbs 22 23 again
[697] 1:18:18	yes um yes what we have here is the wisdom
[698] 1:18:24	literature and uh there is there is
[699] 1:18:30	places here that very much do compare to the instruction of animal pay
[700] 1:18:39	the prudence sees evil this is from verse 3 of 22 and hides himself but the knight go on and punished for it
[701] 1:18:46	um you know the verse six the famous train up a child in the way he should go even when he is old he will not depart
[702] 1:18:53	from it that's very very similar to a text we find in in omnimope um
[703] 1:19:01	is is essentially um just sort of common say common sense of um
[704] 1:19:08	of uh you know advice for life you know it's very aphoristic
[705] 1:19:17	it it just tries the purpose of the instruction of animal pay is to take a young scribe
[706] 1:19:24	and give to him the proper rules of decorum and and a good good common sense for
[707] 1:19:32	living a long healthy productive life okay
[708] 1:19:37	so that's what we have in omnimope so what's gonna happen here is that
[709] 1:19:43	that's gonna become a very very popular teaching so you know solomon is just gonna take
[710] 1:19:48	that and you know he's gonna wisely apply that and and say hey look you know
[711] 1:19:57	this is good stuff this is this is good wisdom literature so let's repurpose some of this so that our own
[712] 1:20:05	people who are raised up in the way of the lord will also benefit from that wisdom
[713] 1:20:11	so why did he repurpose it because it was a good idea
[714] 1:20:16	you know it's a it's essentially that you know just because it came from essentially a potentially pagan source doesn't mean
[715] 1:20:23	doesn't have value you know not everything has to be
[716] 1:20:29	taken from absolute original scratch you know it's it's you know
[717] 1:20:37	truth is nuanced truth is more um
[718] 1:20:46	there there are truths that are universal like for example amino mopey it says that you know if you
[719] 1:20:54	meet a woman in her home don't defile her you know don't have sex with her because when it's discovered bad things happen
[720] 1:21:03	really
[721] 1:21:11	i mean that's just common sense but but it's something that omnimopay writes
[722] 1:21:16	down and he tells tells tells you know the young scribe don't do don't you know be respectful when you
[723] 1:21:22	enter a home where there's a woman you know that's yeah that's just good
[724] 1:21:27	sense so you know solomon's going to read that and he goes oh yeah so you know he's going to take some
[725] 1:21:34	of that good common sense and repurpose it because you know it's in the culture already
[726] 1:21:40	people already recognize it you know we have to understand that the bible is not just it's not just a religious
[727] 1:21:48	book it's literature it has intertextuality it interacts with other texts it acts
[728] 1:21:55	with pagan texts it interacts and and what we'll do with pagan text is it'll say okay
[729] 1:22:01	this part's really really bad we're interacting with it because this part is really really bad and you want to stay
[730] 1:22:07	away with that so it interacts with it by saying okay this idolatry stuff yes stay away from that that's bad
[731] 1:22:13	that's really bad but it'll also say okay here's something about about you know
[732] 1:22:19	pagan text that was laudable let's use it and repurpose it
[733] 1:22:24	so that the people of god act in accordance that gives glory to god
[734] 1:22:30	there's nothing wrong with that you know it's like the um you know
[735] 1:22:36	when when it when talks about the you know some of the the laws that are given at mount sinai
[736] 1:22:42	you know one of the laws is you know do not commit adultery well that's an interaction with egyptian culture where
[737] 1:22:49	there was a lot of adultery and negative resp uh consequences that you know
[738] 1:22:55	you know resulted from that and and nobody has a problem with that you know no one has a problem that
[739] 1:23:00	interaction well then there's the don't eat pork well the egyptians also didn't eat pork
[740] 1:23:07	okay but what that was was that was taken for a different purpose it was repurposed
[741] 1:23:13	not because pork is so bad but because it will make the nation of israel distinct from its canaanite neighbors
[742] 1:23:21	who did eat pork it did create a dietary boundary
[743] 1:23:27	of what is normal and what is abnormal so we do see these interactions
[744] 1:23:34	happening that end up in the biblical text so this is why you
[745] 1:23:42	say solomon would reuse amanamope because he's interacting with what's in the culture at large
[746] 1:23:48	and you can say hey this part is good but cause what's gonna
[747] 1:23:54	happen is if you say everything that every pagan writer is ultimately
[748] 1:24:00	bad you know and that's sort of sort of the the the flip side of this is if the
[749] 1:24:06	bible said everything that every biblical or non-biblical writer said is bad and wrong you where you create this
[750] 1:24:14	this black and white proposition without nuance what ends up happening is people go
[751] 1:24:20	hey wait ana mope said that that adultery is bad
[752] 1:24:25	but you're telling me that everything is that said in a pagan book is bad you get an inconsistency there you
[753] 1:24:32	get a contradiction and that that's corrosive to your credibility that would be cr incredibly corrosive to
[754] 1:24:38	the incredible credibility of the bible for it to to to basically blankets say
[755] 1:24:44	that everything a pagan said was bad so i think i think the
[756] 1:24:50	the bible and solomon are writing in a way that's very very intelligent in a way that's that's engages its
[757] 1:24:57	culture that's nuanced and i think ultimately lends to the credibility of the the
[758] 1:25:04	bible so that's that's some of my thoughts here on on why solomon repurposes
[759] 1:25:11	parts of this text and he's basically saying you know you know worship god worship yahweh but
[760] 1:25:18	here's some advice along the way here's some some proverbs and they're proverbs you know they're not
[761] 1:25:23	they're not 100 guarantees either they're saying they're their repurposed
[762] 1:25:29	statements of of collective wisdom and wisdom is always universal
[763] 1:25:37	so thank you very much for the super chat very much appreciate it i hope that covered your question
[764] 1:25:45	okay jd freeze for five dollars thank you
[765] 1:25:51	very much for super chat uh good to see you how functional were
[766] 1:25:57	egyptian hand mirrors i recently saw one in a book and it didn't look overly reflective to me
[767] 1:26:02	that's because the one you saw wasn't new
[768] 1:26:09	um there were there was uh there is an art to making metal mirrors
[769] 1:26:16	okay and it it's an it's an art that was really sort of perfected over
[770] 1:26:22	centuries now there's a an art a set of artisans today
[771] 1:26:28	that still make metal mirrors and they are beautifully reflective
[772] 1:26:34	beautifully reflective i mean incredibly you would not you would mistake it for a glass mirror
[773] 1:26:41	it's that reflective and if you think about it too a glass mirror is really
[774] 1:26:47	um it's a metal mirror that's because what a glass mirror is is it's a piece of glass with
[775] 1:26:56	a metal film applied to one side of it and that's
[776] 1:27:02	where we get sort of the smoothness it's the smoothness of the finish that determines the reflection
[777] 1:27:08	of any metal surface whether it's the the smoothness of a glass mirror because
[778] 1:27:13	what what the glass is doing is creating that smoothness against which
[779] 1:27:18	the metal layer is deposited or whether it's polished to a point
[780] 1:27:24	where it can be very very reflective all on its own
[781] 1:27:30	and you can get if you've gotten good enough polish an exceptionally reflective image off
[782] 1:27:36	of a metal mirror so i would expect that when these mirrors were new
[783] 1:27:43	hundreds of years before um say tarnish and oxygen and all these nasty things got to
[784] 1:27:50	it i expected these these these mirrors were originally very very reflective um reflective enough for
[785] 1:27:57	you to really really be able to see yourself in them so um you're right too you're right that
[786] 1:28:03	that we what has arrived to us today as amir doesn't look very reflective
[787] 1:28:08	most of them were made of bronze and bronze tarnishes and crows
[788] 1:28:14	so that's sort of unfortunate even the silver ones don't remain
[789] 1:28:19	tarnish free so that doesn't doesn't leave us with many good original examples
[790] 1:28:26	but i think given that such polishes can be achieved and were achieved at the
[791] 1:28:32	time i think it's it's it's it's conceivable that these were very very reflective and
[792] 1:28:37	very functionally useful mirrors but thank you very much for the super chat and thank you for the question it's an
[793] 1:28:43	excellent question okay sentinel apologetics again for five
[794] 1:28:51	dollars australian thank you very much beautiful god let the writers be who
[795] 1:28:58	they were knowing that they were capable of communicating timeless principles of conduct by means of their culture
[796] 1:29:04	absolutely absolutely and then we have to remember
[797] 1:29:10	this that that when we talk about say the inspiration of scripture it's inspired by god and written by
[798] 1:29:17	men it's two agents here this is the
[799] 1:29:24	this is the doctrine of inspiration you know when it's not just god
[800] 1:29:29	downloading information i mean we're we're to quote heiser here we're not a space alien cult
[801] 1:29:36	you know where we're not doing automatic you know the the biblical writers aren't doing automatic writing
[802] 1:29:43	you know they are they are they are basically using what they have
[803] 1:29:49	in their culture how god prepared them in advance with every piece of literature that they
[804] 1:29:54	read every experience they had and when they put their pen to the
[805] 1:30:00	biblical text they were inspired by god and they use their own
[806] 1:30:06	diction their own vocabulary and their own cultural references to communicate
[807] 1:30:13	the wisdom and the words of the lord so absolutely god gave the prophets that
[808] 1:30:20	freedom the writers the biblical writers that freedom and it's it's the inspired text
[809] 1:30:28	and it acknowledges truth where there's truth
[810] 1:30:33	the fact is that god is truth and that's that truth is not just say
[811] 1:30:41	supernatural revelation it's also natural revelation god did create a revelation in
[812] 1:30:49	the created order for us to understand the things of of the world
[813] 1:30:57	and ultimately lead us to him so great super chat thank you very much
[814] 1:31:05	okay uh we are at the one hour uh hour and a half mark i'm going to take
[815] 1:31:11	one final question and then call it a night
[816] 1:31:17	let's see here
[817] 1:31:24	let's see more
[818] 1:31:37	okay i'll take charles smith's question here if the cons conquest was hyperbolic when
[819] 1:31:42	it spake of total destruction and um i
[820] 1:31:48	we'll talk about that in a moment then does the benjamin knights requiring version uh versions after the punishment ruin
[821] 1:31:55	this view um no not necessarily um
[822] 1:32:00	conquest itself is not exactly hyperbolic um i think we misread it
[823] 1:32:07	as being hyperbolic um the whole idea of haram being um
[824] 1:32:13	utterly destroyed or haram can have a range of meanings it's it's it can be destroyed it can be
[825] 1:32:20	drive out it can be forbidden and and i think i think one of the things is we
[826] 1:32:26	come to say the conquest narratives with this idea of um the israelites just
[827] 1:32:32	pouring into canaan and destroying everything and and that's sort of that's a
[828] 1:32:39	caricature that's really a caricature because the israelites are coming into
[829] 1:32:44	to cain with the idea of occupying it you know they're they're they're they're
[830] 1:32:50	moving in they're they're not destroying the house they just purchased they're
[831] 1:32:55	they're moving in they're they're setting up home so they're taking as many cities as they
[832] 1:33:00	can intact so they can live in them now they're going to drive out the people of the
[833] 1:33:05	cities no doubt because they want to occupy the cities that's where all the houses are
[834] 1:33:11	they're less say vigilant about driving out the people of the lands
[835] 1:33:17	and that's going to cause them some problems later on okay so we do have to to take that that
[836] 1:33:25	total destruction now there's some some text where it does talk about the total destruction you know um it does talk about the total
[837] 1:33:33	destruction of the people of jericho and its city it does talk about the total destruction
[838] 1:33:40	of um hot sore and its people okay so there are some cases where it
[839] 1:33:46	does talk about the destruction of the city and the people the walls the buildings all that
[840] 1:33:51	and its people okay but that's not universal that's not universal of the of the entire conquest because the whole
[841] 1:33:58	idea of the conquest is to live there to take over the buildings and slowly transform those cities into
[842] 1:34:04	cities that are appropriate for the israelites to live in okay
[843] 1:34:10	so then you jump here to a completely sort of you jump from the conquest now the conquest happens in the book of
[844] 1:34:16	joshua but then you sort of jump to the um benjamin mites and that happens at the end
[845] 1:34:22	of say the book of judges okay at least i think as i best recall i'd
[846] 1:34:28	have to look that up but i think it's eddie and the judges uh does the benjaminites requiring
[847] 1:34:34	virgins after their punishment ruin this view um
[848] 1:34:42	not per se but um there's a lot more going on there than just um just that um
[849] 1:34:49	there's there's a whole sort of remorse revenge thing going on and that's a very very complicated narrative that whole the
[850] 1:34:56	whole benjamin eyed narrative is very very complicated so i don't want to give a glib answer to
[851] 1:35:02	that because there's there's a lot going on there there's there's there's deception and there's
[852] 1:35:09	there's um what happens when the entire population sort of gets swept up in mob
[853] 1:35:16	justice without say going to the proper authorities first and where's the guy who initiates the
[854] 1:35:24	whole retribution against the benjaminites you know at the end of it they look for him he's he's gone he's he's disappeared
[855] 1:35:30	you know he wasn't there to face the music once once sort of people got you know sense after their anger so
[856] 1:35:36	there's a whole lot there that's going on in the benjamin my narrative that's um
[857] 1:35:45	that's um different and and sort of distinct from
[858] 1:35:50	the conquest narrative because the benjamin knights are already in their land they're already in their settled area
[859] 1:35:56	when the retribution is is poured on to the the benjaminites so
[860] 1:36:03	i think that um i think the two are in many respects not related it's sort
[861] 1:36:09	of an apple and oranges kind of thing so i don't think it ruins the
[862] 1:36:14	um narrative but i also don't think it it necessarily is related to the
[863] 1:36:21	narrative either so i hope that answers your question but thank you very much for the question it's a
[864] 1:36:26	it's a difficult question because the way you've you've couched it is is making this comparison that
[865] 1:36:31	doesn't really apply but i appreciate the the um the willingness to come up with a very
[866] 1:36:37	difficult question all right and with that i think we're going to call it a night here we've gone
[867] 1:36:44	for an hour and a half uh again thank you very much for joining us for this
[868] 1:36:49	live stream uh the next live stream will be a a i'll be next friday and at that
[869] 1:36:56	uh live stream we will be it'll be a late night session because i'll be doing it after coming home from work
[870] 1:37:01	so expect me to be a little tired but i'll still gonna be doing the live stream and uh do feel um
